fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,800,200,144,36,ok,0.8650436997413635,0.8173625469207764,0.8967656493186951,0.0794031172990799,0.015,0.05,0.00016408316150773317,8.6379
1,mlp,800,200,144,36,ok,0.7623692154884338,0.8121940493583679,0.8967656493186951,0.08457159250974655,0.01,0.05,0.0003143449139315635,179.4731
2,elastic_net,800,200,144,36,ok,0.8701992630958557,0.8229818940162659,0.9010304808616638,0.07804863899946213,0.025,0.055,0.00015808582247700542,6.6238
2,mlp,800,200,144,36,ok,0.7793920636177063,0.8205075263977051,0.9010304808616638,0.08052307367324829,0.03,0.085,0.00028842739993706346,173.4056
3,elastic_net,800,200,144,36,ok,0.8682199716567993,0.8209320306777954,0.9005579948425293,0.0796259343624115,0.015,0.045,0.00016018743917811662,2.038
3,mlp,800,200,144,36,ok,0.7322531342506409,0.8167396783828735,0.9005579948425293,0.08381833881139755,0.005,0.035,0.00036962967715226114,156.2646
4,elastic_net,800,200,144,36,ok,0.8706651329994202,0.823930025100708,0.9030243754386902,0.07909432798624039,0.02,0.055,0.0001578851806698367,9.124
4,mlp,800,200,144,36,ok,0.76206374168396,0.8208699226379395,0.9030243754386902,0.0821545198559761,0.01,0.045,0.00034440867602825165,251.0175
5,elastic_net,800,200,144,36,ok,0.8663915991783142,0.8184425234794617,0.900818407535553,0.0823759138584137,0.025,0.06,0.00016250986664090306,7.5017
5,mlp,800,200,144,36,ok,0.7526940107345581,0.815787672996521,0.900818407535553,0.0850306898355484,0.005,0.04,0.0003746765141841024,213.6605
