treatment_name,metric_scope,metric,generated_mean,human_mean,abs_error
CHIP2__GAME_1,game,final_surplus_ratio,0.4864335109068753,0.5267422587585121,0.040308747851636795
CHIP2__GAME_1,turn,proposer_net_surplus,0.21111111111111114,0.8212962962962962,0.610185185185185
CHIP2__GAME_1,turn,trade_ratio,1.3122895622895625,0.9454707654666805,0.366818796822882
CHIP2__GAME_1,turn,acceptance_rate,0.4797979797979798,0.4027777777777778,0.07702020202020199
CHIP2__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.36487984758587333,0.6810182725720562,0.31613842498618283
CHIP2__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.11166666666666668,0.9722222222222222,0.8605555555555555
CHIP2__GAME_2_ALT_PROFILE,turn,trade_ratio,1.2787037037037037,0.8539981494842606,0.4247055542194431
CHIP2__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.4666666666666667,0.39814814814814814,0.06851851851851853
CHIP3__GAME_1,game,final_surplus_ratio,0.24624706663945353,0.611695835541549,0.36544876890209554
CHIP3__GAME_1,turn,proposer_net_surplus,0.2777777777777778,1.4652777777777777,1.1875
CHIP3__GAME_1,turn,trade_ratio,1.232363315696649,0.9175411522633744,0.3148221634332745
CHIP3__GAME_1,turn,acceptance_rate,0.6455026455026455,0.5555555555555556,0.08994708994708989
CHIP3__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.2704606583083021,0.5673695802086812,0.2969089219003791
CHIP3__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.30231481481481487,1.5671296296296295,1.2648148148148146
CHIP3__GAME_2_ALT_PROFILE,turn,trade_ratio,1.3148148148148149,0.9641689714606381,0.3506458433541768
CHIP3__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.6712962962962963,0.4583333333333333,0.21296296296296297
CHIP4__GAME_1,game,final_surplus_ratio,0.19027284795848087,0.5114705904481,0.3211977424896191
CHIP4__GAME_1,turn,proposer_net_surplus,0.31111111111111106,1.3361111111111112,1.0250000000000001
CHIP4__GAME_1,turn,trade_ratio,1.4023569023569022,1.0191945914168137,0.38316231094008857
CHIP4__GAME_1,turn,acceptance_rate,0.6666666666666666,0.5185185185185185,0.14814814814814814
CHIP4__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.18286765919795042,0.5620252069498449,0.3791575477518945
CHIP4__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.39141414141414144,1.7481481481481482,1.3567340067340068
CHIP4__GAME_2_ALT_PROFILE,turn,trade_ratio,1.4604377104377104,1.0203924162257496,0.4400452942119608
CHIP4__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.6666666666666666,0.49074074074074076,0.17592592592592587
