custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,round,turn_index,absolute_turn_index,sender_id,buy_color,buy_quantity,sell_color,sell_quantity,status,recipient_id,accepted_binary,num_acceptors,multiple_acceptors_binary,proposer_net_surplus,trade_ratio,group_total_welfare_before,group_total_welfare_after,group_surplus_before,group_surplus_after,group_surplus_ratio_before,group_surplus_ratio_after
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,0,0,0,dog-orange-384,GREEN,1,RED,2,ACCEPTED,buffalo-red-6989,1,1,0,-0.09999999999999998,2.0,23.0,22.6,0.0,-0.3999999999999986,0.0,-0.09999999999999964
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,0,1,1,buffalo-red-6989,GREEN,1,RED,3,ACCEPTED,cat-pink-8143,1,1,0,0.19999999999999996,3.0,22.6,23.5,-0.3999999999999986,0.5,-0.09999999999999964,0.125
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,0,2,2,cat-pink-8143,GREEN,1,RED,2,DECLINED,,0,0,0,-0.30000000000000004,2.0,23.5,23.5,0.5,0.5,0.125,0.125
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,1,0,3,dog-orange-384,GREEN,1,RED,2,DECLINED,,0,0,0,-0.09999999999999998,2.0,23.5,23.5,0.5,0.5,0.125,0.125
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,1,1,4,buffalo-red-6989,GREEN,1,RED,4,ACCEPTED,dog-orange-384,1,1,0,0.09999999999999998,4.0,23.5,24.299999999999997,0.5,1.2999999999999972,0.125,0.3249999999999993
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,1,2,5,cat-pink-8143,GREEN,1,RED,3,ACCEPTED,dog-orange-384,1,1,0,-0.7000000000000002,3.0,24.299999999999997,24.0,1.2999999999999972,1.0,0.3249999999999993,0.25
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,2,0,6,dog-orange-384,GREEN,1,RED,3,DECLINED,,0,0,0,-0.3999999999999999,3.0,24.0,24.0,1.0,1.0,0.25,0.25
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,2,1,7,buffalo-red-6989,GREEN,1,RED,3,DECLINED,,0,0,0,0.19999999999999996,3.0,24.0,24.0,1.0,1.0,0.25,0.25
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,2,2,8,cat-pink-8143,GREEN,1,RED,2,DECLINED,,0,0,0,-0.30000000000000004,2.0,24.0,24.0,1.0,1.0,0.25,0.25
chip_bargain__chip2_cohort_01_m8aexq_game_1,chip2__cohort_01_m8aexq__game_1,chip2__cohort_01_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,generated,0,0,0,otter-yellow-8375,GREEN,1,RED,1,DECLINED,,0,0,0,0.2,1.0,29.0,29.0,0.0,0.0,0.0,0.0
