bootstrap_iter,metric_family,metric,distance_kind,n_treatments,mean_value,median_value,score
0,distribution_distance,final_surplus_ratio,wasserstein_1d,2,0.05746028999186124,0.05746028999186124,0.05746028999186124
0,distribution_distance,final_total_surplus,wasserstein_1d,2,2.1693560606060602,2.1693560606060602,2.1693560606060602
0,distribution_distance,mean_player_final_surplus,wasserstein_1d,2,0.7231186868686867,0.7231186868686867,0.7231186868686867
0,distribution_distance,proposer_net_surplus,wasserstein_1d,2,0.33068181818181813,0.33068181818181813,0.33068181818181813
0,distribution_distance,trade_ratio,wasserstein_1d,2,0.13755797057880392,0.13755797057880392,0.13755797057880392
0,distribution_distance,acceptance_rate,wasserstein_1d,2,0.03787878787878787,0.03787878787878787,0.03787878787878787
0,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,2,0.34111851680868943,0.34111851680868943,0.34111851680868943
0,distribution_distance,accepted_trade_ratio,wasserstein_1d,2,0.15614270274935443,0.15614270274935443,0.15614270274935443
0,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,2,0.3801198226541652,0.3801198226541652,0.3801198226541652
0,distribution_distance,declined_trade_ratio,wasserstein_1d,2,0.1228479297493876,0.1228479297493876,0.1228479297493876
1,distribution_distance,final_surplus_ratio,wasserstein_1d,2,0.15890317696802658,0.15890317696802658,0.15890317696802658
1,distribution_distance,final_total_surplus,wasserstein_1d,2,1.9757954545454552,1.9757954545454552,1.9757954545454552
1,distribution_distance,mean_player_final_surplus,wasserstein_1d,2,0.658598484848485,0.658598484848485,0.658598484848485
1,distribution_distance,proposer_net_surplus,wasserstein_1d,2,0.22460858585858584,0.22460858585858584,0.22460858585858584
1,distribution_distance,trade_ratio,wasserstein_1d,2,0.04880777016193684,0.04880777016193684,0.04880777016193684
1,distribution_distance,acceptance_rate,wasserstein_1d,2,0.05298821548821553,0.05298821548821553,0.05298821548821553
1,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,2,0.222273297467135,0.222273297467135,0.222273297467135
1,distribution_distance,accepted_trade_ratio,wasserstein_1d,2,0.11933063899281049,0.11933063899281049,0.11933063899281049
1,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,2,0.33494298391666805,0.33494298391666805,0.33494298391666805
1,distribution_distance,declined_trade_ratio,wasserstein_1d,2,0.06286062434860568,0.06286062434860568,0.06286062434860568
2,distribution_distance,final_surplus_ratio,wasserstein_1d,2,0.07689664478254489,0.07689664478254489,0.07689664478254489
2,distribution_distance,final_total_surplus,wasserstein_1d,2,1.7055681818181818,1.7055681818181818,1.7055681818181818
2,distribution_distance,mean_player_final_surplus,wasserstein_1d,2,0.5685227272727272,0.5685227272727272,0.5685227272727272
