custom_id,input_token_estimate
chip_bargain__chip2_cohort_01_m7xia7_game_1,2749
chip_bargain__chip2_cohort_01_m8aexq_game_1,2798
chip_bargain__chip2_cohort_02_m7xiz2_game_1,2811
chip_bargain__chip2_cohort_02_m8aexq_game_1,2818
chip_bargain__chip2_cohort_03_m8aexq_game_1,2752
chip_bargain__chip2_cohort_04_m7xjm0_game_1,2751
chip_bargain__chip2_cohort_04_m8aexq_game_1,2855
chip_bargain__chip2_cohort_05_m7xjzy_game_1,2797
chip_bargain__chip2_cohort_05_m8aexq_game_1,2756
chip_bargain__chip2_cohort_06_m7xk99_game_1,2775
chip_bargain__chip2_cohort_06_m8ag8i_game_1,2795
chip_bargain__chip2_cohort_07_m8ag8i_game_1,2800
chip_bargain__chip2_cohort_08_m8ag8i_game_1,2753
chip_bargain__chip2_cohort_09_m8ag8i_game_1,2801
chip_bargain__chip2_cohort_11_m8agmu_game_1,2768
chip_bargain__chip2_cohort_12_m8agmu_game_1,2852
chip_bargain__chip2_cohort_13_m8agmu_game_1,2806
chip_bargain__chip2_cohort_14_m8agmu_game_1,2784
chip_bargain__chip2_cohort_15_m8agmu_game_1,2819
chip_bargain__chip2_cohort_16_m8agzl_game_1,2807
chip_bargain__chip2_cohort_17_m8agzl_game_1,2751
chip_bargain__chip2_cohort_18_m8agzl_game_1,2729
chip_bargain__chip2_cohort_19_m8agzl_game_1,2736
chip_bargain__chip2_cohort_20_m8agzl_game_1,2722
chip_bargain__chip2_cohort_01_m7xia7_game_2_alt_profile,2752
chip_bargain__chip2_cohort_01_m8aexq_game_2_alt_profile,2801
chip_bargain__chip2_cohort_02_m7xiz2_game_2_alt_profile,2815
chip_bargain__chip2_cohort_02_m8aexq_game_2_alt_profile,2820
chip_bargain__chip2_cohort_03_m8aexq_game_2_alt_profile,2754
chip_bargain__chip2_cohort_04_m7xjm0_game_2_alt_profile,2754
chip_bargain__chip2_cohort_04_m8aexq_game_2_alt_profile,2859
chip_bargain__chip2_cohort_05_m7xjzy_game_2_alt_profile,2800
chip_bargain__chip2_cohort_05_m8aexq_game_2_alt_profile,2759
chip_bargain__chip2_cohort_06_m7xk99_game_2_alt_profile,2779
chip_bargain__chip2_cohort_06_m8ag8i_game_2_alt_profile,2798
chip_bargain__chip2_cohort_07_m8ag8i_game_2_alt_profile,2804
chip_bargain__chip2_cohort_08_m8ag8i_game_2_alt_profile,2756
chip_bargain__chip2_cohort_09_m8ag8i_game_2_alt_profile,2804
chip_bargain__chip2_cohort_11_m8agmu_game_2_alt_profile,2771
chip_bargain__chip2_cohort_12_m8agmu_game_2_alt_profile,2856
chip_bargain__chip2_cohort_13_m8agmu_game_2_alt_profile,2809
chip_bargain__chip2_cohort_14_m8agmu_game_2_alt_profile,2786
chip_bargain__chip2_cohort_15_m8agmu_game_2_alt_profile,2822
chip_bargain__chip2_cohort_16_m8agzl_game_2_alt_profile,2811
