metric_family,metric,distance_kind,n_treatments,mean_value,median_value
distribution_distance,final_surplus_ratio,wasserstein_1d,6,0.28969934182042273,0.31069700796155986
distribution_distance,proposer_net_surplus,wasserstein_1d,6,1.0670625862893217,1.0775132275132275
distribution_distance,trade_ratio,wasserstein_1d,6,0.3719596009374197,0.3709164663950292
distribution_distance,acceptance_rate,wasserstein_1d,6,0.10703462286223538,0.0990920840749216
distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,6,0.7715519908390269,0.8194189701948218
distribution_distance,declined_proposer_net_surplus,wasserstein_1d,6,1.378844422460012,1.410445283882784
distribution_distance,accepted_trade_ratio,wasserstein_1d,6,0.26112275687424474,0.29229835534759385
distribution_distance,declined_trade_ratio,wasserstein_1d,6,0.4637762818217546,0.4692964102174628
distribution_distance,final_total_surplus,wasserstein_1d,6,4.398015336430668,5.063224637681159
distribution_distance,mean_player_final_surplus,wasserstein_1d,6,1.466005112143556,1.68774154589372
