treatment_name,player,most_aligned_count,most_aligned_share,treatment_total
CHIP2__GAME_1,owl-yellow-7660,22,0.0859375,256
CHIP2__GAME_1,ram-pink-8623,20,0.078125,256
CHIP2__GAME_1,camel-pink-767,20,0.078125,256
CHIP2__GAME_1,whale-green-1798,19,0.07421875,256
CHIP2__GAME_1,monkey-pink-6874,19,0.07421875,256
CHIP2__GAME_1,cat-pink-8143,18,0.0703125,256
CHIP2__GAME_1,otter-blue-1497,18,0.0703125,256
CHIP2__GAME_1,dog-purple-778,17,0.06640625,256
CHIP2__GAME_1,dog-orange-384,11,0.04296875,256
CHIP2__GAME_1,buffalo-orange-6610,9,0.03515625,256
CHIP2__GAME_1,iguana-red-1137,9,0.03515625,256
CHIP2__GAME_1,peacock-pink-777,9,0.03515625,256
CHIP2__GAME_1,butterfly-yellow-2139,9,0.03515625,256
CHIP2__GAME_1,owl-orange-1045,8,0.03125,256
CHIP2__GAME_1,squid-yellow-4597,7,0.02734375,256
CHIP2__GAME_1,peacock-purple-2249,7,0.02734375,256
CHIP2__GAME_1,swan-pink-1424,7,0.02734375,256
CHIP2__GAME_1,turtle-yellow-7601,6,0.0234375,256
CHIP2__GAME_1,badger-red-827,5,0.01953125,256
CHIP2__GAME_1,otter-pink-5988,5,0.01953125,256
CHIP2__GAME_1,goose-purple-9985,4,0.015625,256
CHIP2__GAME_1,buffalo-red-6989,3,0.01171875,256
CHIP2__GAME_1,alligator-orange-9612,3,0.01171875,256
CHIP2__GAME_1,whale-blue-4588,1,0.00390625,256
CHIP2__GAME_2_ALT_PROFILE,iguana-red-1137,24,0.09375,256
CHIP2__GAME_2_ALT_PROFILE,otter-pink-5988,22,0.0859375,256
CHIP2__GAME_2_ALT_PROFILE,turtle-yellow-3106,20,0.078125,256
CHIP2__GAME_2_ALT_PROFILE,duck-pink-5390,20,0.078125,256
CHIP2__GAME_2_ALT_PROFILE,iguana-orange-9224,19,0.07421875,256
CHIP2__GAME_2_ALT_PROFILE,goose-purple-9985,17,0.06640625,256
CHIP2__GAME_2_ALT_PROFILE,camel-pink-767,17,0.06640625,256
CHIP2__GAME_2_ALT_PROFILE,tiger-yellow-3019,15,0.05859375,256
CHIP2__GAME_2_ALT_PROFILE,unicorn-pink-1559,15,0.05859375,256
CHIP2__GAME_2_ALT_PROFILE,ram-red-5745,10,0.0390625,256
CHIP2__GAME_2_ALT_PROFILE,butterfly-yellow-2139,10,0.0390625,256
CHIP2__GAME_2_ALT_PROFILE,monkey-pink-6874,10,0.0390625,256
CHIP2__GAME_2_ALT_PROFILE,gorilla-purple-6898,8,0.03125,256
CHIP2__GAME_2_ALT_PROFILE,elephant-yellow-5788,7,0.02734375,256
CHIP2__GAME_2_ALT_PROFILE,owl-yellow-7660,7,0.02734375,256
CHIP2__GAME_2_ALT_PROFILE,ram-pink-8623,6,0.0234375,256
CHIP2__GAME_2_ALT_PROFILE,buffalo-orange-6610,5,0.01953125,256
CHIP2__GAME_2_ALT_PROFILE,alligator-orange-9612,5,0.01953125,256
CHIP2__GAME_2_ALT_PROFILE,pig-blue-1277,5,0.01953125,256
CHIP2__GAME_2_ALT_PROFILE,squid-yellow-4597,4,0.015625,256
CHIP2__GAME_2_ALT_PROFILE,kangaroo-purple-4743,4,0.015625,256
CHIP2__GAME_2_ALT_PROFILE,dolphin-purple-6605,3,0.01171875,256
CHIP2__GAME_2_ALT_PROFILE,bat-purple-4553,2,0.0078125,256
CHIP2__GAME_2_ALT_PROFILE,whale-blue-4588,1,0.00390625,256
CHIP3__GAME_1,badger-green-4722,23,0.08984375,256
CHIP3__GAME_1,cat-green-4185,21,0.08203125,256
CHIP3__GAME_1,lion-blue-472,18,0.0703125,256
CHIP3__GAME_1,alligator-blue-3197,18,0.0703125,256
CHIP3__GAME_1,iguana-blue-1059,18,0.0703125,256
CHIP3__GAME_1,alligator-orange-6315,18,0.0703125,256
CHIP3__GAME_1,buffalo-green-2230,17,0.06640625,256
CHIP3__GAME_1,dog-green-8079,14,0.0546875,256
CHIP3__GAME_1,parrot-pink-5400,11,0.04296875,256
CHIP3__GAME_1,iguana-orange-3232,9,0.03515625,256
CHIP3__GAME_1,rabbit-yellow-6681,9,0.03515625,256
CHIP3__GAME_1,goose-green-3433,8,0.03125,256
CHIP3__GAME_1,ram-purple-2824,8,0.03125,256
CHIP3__GAME_1,squid-purple-9957,8,0.03125,256
CHIP3__GAME_1,turtle-red-9966,7,0.02734375,256
CHIP3__GAME_1,bear-green-5745,7,0.02734375,256
CHIP3__GAME_1,owl-green-168,6,0.0234375,256
CHIP3__GAME_1,octopus-green-4361,6,0.0234375,256
CHIP3__GAME_1,zebra-pink-2457,6,0.0234375,256
CHIP3__GAME_1,buffalo-purple-4069,5,0.01953125,256
CHIP3__GAME_1,lion-orange-6194,5,0.01953125,256
CHIP3__GAME_1,unicorn-blue-7096,5,0.01953125,256
CHIP3__GAME_1,iguana-yellow-3262,5,0.01953125,256
CHIP3__GAME_1,peacock-purple-5231,4,0.015625,256
CHIP3__GAME_2_ALT_PROFILE,gorilla-yellow-5964,23,0.08984375,256
CHIP3__GAME_2_ALT_PROFILE,badger-green-4722,19,0.07421875,256
CHIP3__GAME_2_ALT_PROFILE,bear-purple-7271,19,0.07421875,256
CHIP3__GAME_2_ALT_PROFILE,dolphin-orange-3122,18,0.0703125,256
CHIP3__GAME_2_ALT_PROFILE,peacock-red-3668,18,0.0703125,256
CHIP3__GAME_2_ALT_PROFILE,goose-green-3433,15,0.05859375,256
CHIP3__GAME_2_ALT_PROFILE,butterfly-blue-7661,15,0.05859375,256
CHIP3__GAME_2_ALT_PROFILE,squid-yellow-9545,15,0.05859375,256
CHIP3__GAME_2_ALT_PROFILE,whale-red-86,14,0.0546875,256
CHIP3__GAME_2_ALT_PROFILE,bear-green-5745,12,0.046875,256
CHIP3__GAME_2_ALT_PROFILE,kangaroo-blue-9562,11,0.04296875,256
CHIP3__GAME_2_ALT_PROFILE,badger-red-5032,10,0.0390625,256
CHIP3__GAME_2_ALT_PROFILE,cat-orange-2462,9,0.03515625,256
CHIP3__GAME_2_ALT_PROFILE,unicorn-blue-7096,8,0.03125,256
CHIP3__GAME_2_ALT_PROFILE,camel-yellow-5577,7,0.02734375,256
CHIP3__GAME_2_ALT_PROFILE,swan-purple-1670,7,0.02734375,256
CHIP3__GAME_2_ALT_PROFILE,peacock-red-7768,6,0.0234375,256
CHIP3__GAME_2_ALT_PROFILE,camel-red-6481,6,0.0234375,256
CHIP3__GAME_2_ALT_PROFILE,squid-purple-3630,6,0.0234375,256
CHIP3__GAME_2_ALT_PROFILE,otter-blue-7516,5,0.01953125,256
CHIP3__GAME_2_ALT_PROFILE,buffalo-green-2230,5,0.01953125,256
CHIP3__GAME_2_ALT_PROFILE,peacock-purple-5231,5,0.01953125,256
CHIP3__GAME_2_ALT_PROFILE,monkey-yellow-524,3,0.01171875,256
CHIP4__GAME_1,iguana-red-1430,24,0.09375,256
CHIP4__GAME_1,butterfly-purple-4350,22,0.0859375,256
CHIP4__GAME_1,duck-purple-3491,20,0.078125,256
CHIP4__GAME_1,ram-purple-8899,19,0.07421875,256
CHIP4__GAME_1,pig-green-499,18,0.0703125,256
CHIP4__GAME_1,otter-yellow-9944,15,0.05859375,256
CHIP4__GAME_1,butterfly-orange-8262,14,0.0546875,256
CHIP4__GAME_1,frog-orange-8868,12,0.046875,256
CHIP4__GAME_1,ram-red-1301,12,0.046875,256
CHIP4__GAME_1,dog-red-9959,11,0.04296875,256
CHIP4__GAME_1,kangaroo-red-5113,11,0.04296875,256
CHIP4__GAME_1,unicorn-yellow-3690,9,0.03515625,256
CHIP4__GAME_1,swan-purple-7217,9,0.03515625,256
CHIP4__GAME_1,whale-pink-7682,7,0.02734375,256
CHIP4__GAME_1,owl-yellow-9160,7,0.02734375,256
CHIP4__GAME_1,goose-orange-349,6,0.0234375,256
CHIP4__GAME_1,whale-pink-487,6,0.0234375,256
CHIP4__GAME_1,bear-blue-8468,6,0.0234375,256
CHIP4__GAME_1,lion-yellow-9203,6,0.0234375,256
CHIP4__GAME_1,ram-green-9746,5,0.01953125,256
CHIP4__GAME_1,zebra-red-3364,5,0.01953125,256
CHIP4__GAME_1,swan-green-9081,5,0.01953125,256
CHIP4__GAME_1,owl-yellow-8687,5,0.01953125,256
CHIP4__GAME_1,duck-red-8937,2,0.0078125,256
CHIP4__GAME_2_ALT_PROFILE,butterfly-yellow-2785,24,0.09375,256
CHIP4__GAME_2_ALT_PROFILE,whale-pink-487,23,0.08984375,256
CHIP4__GAME_2_ALT_PROFILE,buffalo-yellow-4552,21,0.08203125,256
CHIP4__GAME_2_ALT_PROFILE,camel-blue-7414,20,0.078125,256
CHIP4__GAME_2_ALT_PROFILE,butterfly-purple-4350,20,0.078125,256
CHIP4__GAME_2_ALT_PROFILE,peacock-red-7894,16,0.0625,256
CHIP4__GAME_2_ALT_PROFILE,badger-purple-8825,16,0.0625,256
CHIP4__GAME_2_ALT_PROFILE,bear-blue-8468,15,0.05859375,256
CHIP4__GAME_2_ALT_PROFILE,camel-yellow-4406,14,0.0546875,256
CHIP4__GAME_2_ALT_PROFILE,dog-red-9959,13,0.05078125,256
CHIP4__GAME_2_ALT_PROFILE,otter-orange-7286,13,0.05078125,256
CHIP4__GAME_2_ALT_PROFILE,lion-green-7491,10,0.0390625,256
CHIP4__GAME_2_ALT_PROFILE,owl-yellow-8687,9,0.03515625,256
CHIP4__GAME_2_ALT_PROFILE,bear-red-8738,6,0.0234375,256
CHIP4__GAME_2_ALT_PROFILE,goose-green-9189,5,0.01953125,256
CHIP4__GAME_2_ALT_PROFILE,duck-red-8937,5,0.01953125,256
CHIP4__GAME_2_ALT_PROFILE,cat-pink-5829,5,0.01953125,256
CHIP4__GAME_2_ALT_PROFILE,otter-yellow-9944,4,0.015625,256
