metric,direction,observed,null_mean,null_sd,null_ci_low,null_ci_high,observed_minus_null_mean,z_score,collapse_tail_p
total_top1,higher_is_more_collapsed,1536.0,1536.0,0.0,1536.0,1536.0,0.0,nan,1.0
candidate_identities,higher_is_more_collapsed,144.0,144.0,0.0,144.0,144.0,0.0,nan,1.0
selected_identities,lower_is_more_collapsed,143.0,143.99955,0.021208429927743355,144.0,144.0,-0.9995499999999993,-47.129844283874085,0.0004999750012499375
selected_identity_share,lower_is_more_collapsed,0.9930555555555556,0.999996875,0.0001472807633871061,1.0,1.0,-0.006941319444444427,-47.12984428387418,0.0004999750012499375
never_selected_identities,higher_is_more_collapsed,1.0,0.00045,0.021208429927743355,0.0,0.0,0.99955,47.12984428387412,0.0004999750012499375
never_selected_identity_share,higher_is_more_collapsed,0.006944444444444444,3.125e-06,0.00014728076338710663,0.0,0.0,0.006941319444444444,47.12984428387412,0.0004999750012499375
entropy_effective_n,lower_is_more_collapsed,119.76423203433748,139.46354605349666,0.6447948652424995,138.1179275458451,140.62738702016796,-19.699314019159175,-30.55128860517601,4.999750012499375e-05
entropy_effective_n_share,lower_is_more_collapsed,0.8316960557940103,0.9684968475937269,0.004477742119739579,0.9591522746239244,0.9765790765289442,-0.1368007917997166,-30.551288605176037,4.999750012499375e-05
simpson_effective_n,lower_is_more_collapsed,105.86448891680877,135.52085333013008,1.1311202360768564,133.17317678934296,137.58432470258924,-29.656364413321313,-26.218578244325784,4.999750012499375e-05
simpson_effective_n_share,lower_is_more_collapsed,0.7351700619222831,0.9411170370147923,0.007855001639422612,0.9248137277037706,0.9554466993235364,-0.20594697509250925,-26.21857824432581,4.999750012499375e-05
hhi,higher_is_more_collapsed,0.009446038140190972,0.007379453362358942,6.172790591023437e-05,0.007268269856770833,0.007509019639756944,0.0020665847778320303,33.478938696499576,4.999750012499375e-05
gini,higher_is_more_collapsed,0.33835177951388884,0.13998686387803824,0.010161682085082507,0.12065949616608805,0.16014765986689822,0.1983649156358506,19.520874002450157,4.999750012499375e-05
top_1pct_share,higher_is_more_collapsed,0.03125,0.022716861979166666,0.0011964956312583797,0.020833333333333332,0.025390625,0.008533138020833334,7.131775326132075,4.999750012499375e-05
top_5pct_share,higher_is_more_collapsed,0.12044270833333333,0.08392858072916666,0.00281038599584314,0.07877604166666667,0.08984375,0.03651412760416667,12.99256673573486,4.999750012499375e-05
top_10pct_share,higher_is_more_collapsed,0.21419270833333334,0.1499075520833333,0.004096109553117098,0.142578125,0.158203125,0.06428515625000003,15.694198462313997,4.999750012499375e-05
