persona_pid,n_requests,top1_unique_player_identities,top1_effective_n,probability_unique_player_identities,probability_effective_n,top_probability_player_identity,top_probability_share
concordia_03229008ac79,48,48,48.00000000000018,144,110.9420247953179,chip2__cohort_04_m8aexq__game_2_alt_profile::iguana-orange-9224,0.017708333333333333
concordia_0ff445a91dc0,48,48,48.00000000000018,143,111.44843027455039,chip2__cohort_02_m7xiz2__game_1::peacock-pink-777,0.015833333333333335
concordia_1928b2a67ed0,48,48,48.00000000000018,144,109.75077590241366,chip2__cohort_20_m8agzl__game_2_alt_profile::unicorn-pink-1559,0.016666666666666666
concordia_1b886c047afe,48,48,48.00000000000018,143,107.62878215706857,chip3__g7_m5wp78__game_2_alt_profile::badger-green-4722,0.017083333333333332
concordia_2ac13a788c45,48,48,48.00000000000018,144,109.8269348587118,chip4__cohort_05_m7xlsd__game_2_alt_profile::whale-pink-487,0.017083333333333332
concordia_2dc692facd97,48,48,48.00000000000018,144,110.79431282599174,chip2__cohort_05_m7xjzy__game_1::owl-yellow-7660,0.016666666666666666
concordia_2e5267a4fc0e,48,48,48.00000000000018,144,112.35734220442728,chip2__cohort_01_m7xia7__game_1::dog-orange-384,0.016666666666666666
concordia_2fad1d5ff3fe,48,48,48.00000000000018,144,106.93685251143117,chip2__cohort_20_m8agzl__game_2_alt_profile::tiger-yellow-3019,0.016666666666666666
concordia_515260a678bf,48,48,48.00000000000018,144,108.32246778762544,chip2__cohort_12_m8agmu__game_2_alt_profile::goose-purple-9985,0.016666666666666666
concordia_5d41cb61a36a,48,48,48.00000000000018,144,104.11861749370023,chip3__g11_m5wp7b__game_1::cat-green-4185,0.017083333333333332
concordia_6505bbd6f04f,48,48,48.00000000000018,144,105.71344402871175,chip2__cohort_05_m7xjzy__game_1::owl-yellow-7660,0.017916666666666668
concordia_6e54b038a455,48,48,48.00000000000018,144,109.24265054874367,chip3__g7_m5wp78__game_2_alt_profile::badger-green-4722,0.017708333333333333
concordia_7261011d7035,48,48,48.00000000000018,144,109.8701862111409,chip2__cohort_12_m8agmu__game_1::monkey-pink-6874,0.016666666666666666
concordia_747c90af6f1b,48,48,48.00000000000018,144,108.24951877306994,chip2__cohort_12_m8agmu__game_1::monkey-pink-6874,0.016666666666666666
concordia_7515c263835a,48,48,48.00000000000018,144,106.39524869228977,chip3__g20_m5wq93__game_1::lion-blue-472,0.017708333333333333
concordia_7b95ebdd263b,48,48,48.00000000000018,144,106.67004923936369,chip3__g17_m5wp8w__game_1::iguana-blue-1059,0.016666666666666666
concordia_88c99c319fb7,48,48,48.00000000000018,144,107.4621401964108,chip3__g7_m5wp78__game_2_alt_profile::badger-green-4722,0.017916666666666668
concordia_92eb96d14bba,48,48,48.00000000000018,144,109.03741499827973,chip2__cohort_05_m8aexq__game_2_alt_profile::gorilla-purple-6898,0.016666666666666666
concordia_9b68ba15bea3,48,48,48.00000000000018,144,105.60217632663178,chip2__cohort_12_m8agmu__game_2_alt_profile::monkey-pink-6874,0.017083333333333332
concordia_9d585a2b2483,48,48,48.00000000000018,144,109.15829142344163,chip2__cohort_20_m8agzl__game_2_alt_profile::tiger-yellow-3019,0.016666666666666666
concordia_bbd6f2111e15,48,48,48.00000000000018,144,107.44031368982334,chip2__cohort_02_m7xiz2__game_1::peacock-pink-777,0.016666666666666666
concordia_bfbd770ff909,48,48,48.00000000000018,144,108.34651635964498,chip2__cohort_01_m7xia7__game_1::cat-pink-8143,0.016666666666666666
concordia_c9afb868472e,48,48,48.00000000000018,144,106.40093201498377,chip2__cohort_12_m8agmu__game_1::monkey-pink-6874,0.017083333333333332
concordia_ca4e97d6c7f4,48,48,48.00000000000018,144,110.03257703641202,chip3__cohort_02_m8aiq8__game_2_alt_profile::cat-orange-2462,0.016666666666666666
concordia_cbb434920249,48,48,48.00000000000018,144,104.04000520386509,chip4__cohort_01_m898xg__game_2_alt_profile::bear-red-8738,0.01875
concordia_d126b143cacd,48,48,48.00000000000018,144,108.84792195917389,chip2__cohort_01_m7xia7__game_1::cat-pink-8143,0.016666666666666666
concordia_d51337010104,48,48,48.00000000000018,143,110.37685729188033,chip2__cohort_05_m7xjzy__game_2_alt_profile::iguana-red-1137,0.01625
concordia_e602fb11330d,48,48,48.00000000000018,144,106.03843090494894,chip2__cohort_05_m7xjzy__game_2_alt_profile::iguana-red-1137,0.016666666666666666
concordia_eaa6e9005a1e,48,48,48.00000000000018,144,109.30106598056796,chip2__cohort_14_m8agmu__game_2_alt_profile::otter-pink-5988,0.01625
concordia_f02bef182a64,48,48,48.00000000000018,144,105.93932392204664,chip2__cohort_14_m8agmu__game_2_alt_profile::otter-pink-5988,0.016666666666666666
concordia_f30814708943,48,48,48.00000000000018,144,110.28678565467438,chip4__cohort_04_m8aboy__game_1::ram-red-1301,0.017708333333333333
concordia_fe5eece8a798,48,48,48.00000000000018,144,112.85998368308952,chip3__g20_m5wq93__game_1::lion-blue-472,0.01625
