fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,734,183,75,18,ok,0.8958061337471008,0.8466935157775879,0.9057832360267639,0.059089869260787964,0.0273224043715847,0.0546448087431694,0.00012882075679954141,2.3957
1,mlp,734,183,75,18,ok,0.7478762865066528,0.838935136795044,0.9057832360267639,0.06684818863868713,0.01092896174863388,0.03825136612021858,0.0003769916947931051,199.0104
2,elastic_net,733,184,74,19,ok,0.8971792459487915,0.8499986529350281,0.9046673774719238,0.05466873198747635,0.016304347826086956,0.07608695652173914,0.000127023333334364,1.8244
2,mlp,733,184,74,19,ok,0.7633470296859741,0.8427022695541382,0.9046673774719238,0.06196511909365654,0.010869565217391304,0.03804347826086957,0.00032540824031457305,198.6016
3,elastic_net,733,184,74,19,ok,0.8893303275108337,0.8402924537658691,0.9039086103439331,0.06361618638038635,0.010869565217391304,0.05434782608695652,0.00013621279504150152,3.798
3,mlp,733,184,74,19,ok,0.7566224932670593,0.8341732025146484,0.9039086103439331,0.06973548233509064,0.0,0.016304347826086956,0.0003550131223164499,209.684
4,elastic_net,733,184,74,19,ok,0.9016161561012268,0.8555306792259216,0.9094133973121643,0.05388268828392029,0.021739130434782608,0.06521739130434782,0.00012177676399005577,3.9746
4,mlp,733,184,74,19,ok,0.782352089881897,0.8486525416374207,0.9094133973121643,0.060760919004678726,0.0,0.010869565217391304,0.0003175567544531077,212.4952
5,elastic_net,735,182,75,18,ok,0.8920311331748962,0.846479058265686,0.9027624726295471,0.056283511221408844,0.016483516483516484,0.07142857142857142,0.00013292772928252816,2.711
5,mlp,735,182,75,18,ok,0.779319703578949,0.8381191492080688,0.9027624726295471,0.06464330106973648,0.005494505494505495,0.04945054945054945,0.0003063119074795395,171.4883
