treatment_name,metric_family,metric,distance_kind,score
CHIP2__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.15190471978883419
CHIP2__GAME_1,distribution_distance,final_total_surplus,wasserstein_1d,1.2759057971014485
CHIP2__GAME_1,distribution_distance,mean_player_final_surplus,wasserstein_1d,0.4253019323671494
CHIP2__GAME_1,distribution_distance,proposer_net_surplus,wasserstein_1d,0.7351046698872785
CHIP2__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.31338591730304577
CHIP2__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.1141304347826087
CHIP2__GAME_1,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.505500053711462
CHIP2__GAME_1,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.15678576117667326
CHIP2__GAME_1,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,0.9529767441860466
CHIP2__GAME_1,distribution_distance,declined_trade_ratio,wasserstein_1d,0.39745340513466365
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.15831860353189356
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,final_total_surplus,wasserstein_1d,1.2136363636363643
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,mean_player_final_surplus,wasserstein_1d,0.40454545454545476
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,proposer_net_surplus,wasserstein_1d,0.7713804713804712
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.4801769346908235
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.04124579124579131
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.4018310612135792
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.4228613752370769
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,1.0530353430353427
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,declined_trade_ratio,wasserstein_1d,0.5144999594999596
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.32163101108550735
CHIP3__GAME_1,distribution_distance,final_total_surplus,wasserstein_1d,5.154166666666665
CHIP3__GAME_1,distribution_distance,mean_player_final_surplus,wasserstein_1d,1.7180555555555552
CHIP3__GAME_1,distribution_distance,proposer_net_surplus,wasserstein_1d,1.2342592592592594
CHIP3__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.4208076131687244
CHIP3__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.0
CHIP3__GAME_1,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.9983333333333333
CHIP3__GAME_1,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.39516534391534386
CHIP3__GAME_1,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,1.5479166666666664
CHIP3__GAME_1,distribution_distance,declined_trade_ratio,wasserstein_1d,0.45286044973544975
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.36623590432255726
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_total_surplus,wasserstein_1d,5.370833333333332
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,mean_player_final_surplus,wasserstein_1d,1.7902777777777776
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,proposer_net_surplus,wasserstein_1d,1.2925925925925927
