treatment_name,metric_scope,metric,generated_mean,human_mean,abs_error
CHIP2__GAME_1,game,final_surplus_ratio,0.48121697697382987,0.5267422587585121,0.04552528178468224
CHIP2__GAME_1,turn,proposer_net_surplus,0.21014492753623193,0.8212962962962962,0.6111513687600643
CHIP2__GAME_1,turn,trade_ratio,1.2286634460547503,0.9454707654666805,0.2831926805880698
CHIP2__GAME_1,turn,acceptance_rate,0.5169082125603864,0.4027777777777778,0.11413043478260865
CHIP2__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.523723572672762,0.6810182725720562,0.15729469989929412
CHIP2__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.23585858585858585,0.9722222222222222,0.7363636363636363
CHIP2__GAME_2_ALT_PROFILE,turn,trade_ratio,1.3316498316498318,0.8539981494842606,0.4776516821655712
CHIP2__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.4393939393939394,0.39814814814814814,0.04124579124579125
CHIP3__GAME_1,game,final_surplus_ratio,0.2971673885586056,0.611695835541549,0.31452844698294347
CHIP3__GAME_1,turn,proposer_net_surplus,0.2819444444444444,1.4652777777777777,1.1833333333333333
CHIP3__GAME_1,turn,trade_ratio,1.3383487654320987,0.9175411522633744,0.4208076131687243
CHIP3__GAME_1,turn,acceptance_rate,0.5555555555555556,0.5555555555555556,0.0
CHIP3__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.20113367588612396,0.5673695802086812,0.36623590432255726
CHIP3__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.3106481481481481,1.5671296296296295,1.2564814814814813
CHIP3__GAME_2_ALT_PROFILE,turn,trade_ratio,1.4012345679012346,0.9641689714606381,0.4370655964405965
CHIP3__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.5694444444444444,0.4583333333333333,0.1111111111111111
CHIP4__GAME_1,game,final_surplus_ratio,0.2344531502036352,0.5114705904481,0.27701744024446473
CHIP4__GAME_1,turn,proposer_net_surplus,0.3712121212121212,1.3361111111111112,0.96489898989899
CHIP4__GAME_1,turn,trade_ratio,1.4187710437710437,1.0191945914168137,0.39957645235423
CHIP4__GAME_1,turn,acceptance_rate,0.6515151515151515,0.5185185185185185,0.132996632996633
CHIP4__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.22233768068694906,0.5620252069498449,0.3396875262628959
CHIP4__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.3902777777777777,1.7481481481481482,1.3578703703703705
CHIP4__GAME_2_ALT_PROFILE,turn,trade_ratio,1.45679012345679,1.0203924162257496,0.4363977072310403
CHIP4__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.6851851851851852,0.49074074074074076,0.19444444444444448
