run,condition,n_rows,share_in_prev_rows,model_contrib_mae,repeat_prev_contrib_mae,delta_model_minus_repeat_prev,model_bias
no_archetype,change,763,0.3000393236335037,9.883355176933158,11.643512450851901,-1.7601572739187432,-0.05111402359108781
no_archetype,change:continuous,521,0.20487613055446324,7.1036468330134355,7.7619961612284065,-0.658349328214971,-0.15163147792706333
no_archetype,change:all_or_nothing,242,0.0951631930790405,15.867768595041323,20.0,-4.132231404958677,0.1652892561983471
no_archetype,repeat,1780,0.6999606763664963,1.2657303370786517,0.0,1.2657303370786517,-0.4095505617977528
no_archetype,repeat:continuous,1034,0.40660637042862763,0.9216634429400387,0.0,0.9216634429400387,-0.4148936170212766
no_archetype,repeat:all_or_nothing,746,0.29335430593786865,1.742627345844504,0.0,1.742627345844504,-0.40214477211796246
random_archetype,change,1364,0.29064564244619645,9.613636363636363,11.386363636363637,-1.7727272727272734,0.780791788856305
random_archetype,change:continuous,908,0.19347965054336244,6.952643171806168,7.06057268722467,-0.10792951541850204,0.20374449339207049
random_archetype,change:all_or_nothing,456,0.09716599190283401,14.912280701754385,20.0,-5.087719298245615,1.9298245614035088
random_archetype,repeat,3329,0.7093543575538035,1.9465304896365274,0.0,1.9465304896365274,-0.5887653950135175
random_archetype,repeat:continuous,1609,0.3428510547624121,1.4791796146674954,0.0,1.4791796146674954,-0.3853325046612803
random_archetype,repeat:all_or_nothing,1720,0.3665033027913914,2.383720930232558,0.0,2.383720930232558,-0.7790697674418605
oracle_archetype,change,1331,0.2991011235955056,8.132231404958677,11.236664162283997,-3.10443275732532,-0.43125469571750563
oracle_archetype,change:continuous,902,0.20269662921348314,5.968957871396896,7.068736141906873,-1.0997782705099777,-0.3259423503325942
oracle_archetype,change:all_or_nothing,429,0.09640449438202248,12.680652680652681,20.0,-7.319347319347319,-0.6526806526806527
oracle_archetype,repeat,3119,0.7008988764044943,1.2638666239179224,0.0,1.2638666239179224,-0.5514588008977236
oracle_archetype,repeat:continuous,1609,0.36157303370786514,0.5854568054692355,0.0,0.5854568054692355,-0.14916096954630206
oracle_archetype,repeat:all_or_nothing,1510,0.3393258426966292,1.9867549668874172,0.0,1.9867549668874172,-0.9801324503311258
retrieved_archetype,change,1364,0.28916684333262666,9.012463343108504,11.386363636363637,-2.373900293255133,1.8966275659824048
retrieved_archetype,change:continuous,908,0.19249523001907992,6.666299559471366,7.06057268722467,-0.39427312775330403,0.38215859030837
retrieved_archetype,change:all_or_nothing,456,0.09667161331354675,13.68421052631579,20.0,-6.315789473684211,4.912280701754386
retrieved_archetype,repeat,3353,0.7108331566673733,1.3059946316731286,0.0,1.3059946316731286,0.38025648672830303
retrieved_archetype,repeat:continuous,1609,0.3411066355734577,0.745183343691734,0.0,0.745183343691734,-0.13983840894965818
retrieved_archetype,repeat:all_or_nothing,1744,0.3697265210939156,1.823394495412844,0.0,1.823394495412844,0.8600917431192661
