experiment_id,config_hash,game_id,round,agent_id,avatar_name,contribution,punishments_sent,punishments_received,rewards_sent,rewards_received,round_payoff,cumulative_wallet,public_fund,timestamp
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_0,DOG,5,0,0,20,26,36.239999999999995,36.239999999999995,771.12,2026-01-02T01:45:31.813670
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,20,0,0,11,14,31.68,31.68,771.12,2026-01-02T01:45:31.813706
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_2,CAT,20,0,0,10,34,62.28,62.28,771.12,2026-01-02T01:45:31.813722
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_3,FISH,2,0,0,19,10,20.159999999999997,20.159999999999997,771.12,2026-01-02T01:45:31.813735
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_4,BIRD,20,0,0,9,10,32.16,32.16,771.12,2026-01-02T01:45:31.813750
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_5,RABBIT,19,0,0,15,12,17.919999999999998,17.919999999999998,771.12,2026-01-02T01:45:31.813764
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_6,TURTLE,5,0,0,3,5,58.26,58.26,771.12,2026-01-02T01:45:31.813779
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_7,HAMSTER,20,0,0,5,5,37.26,37.26,771.12,2026-01-02T01:45:31.813792
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,20,0,0,15,8,11.399999999999999,11.399999999999999,771.12,2026-01-02T01:45:31.813806
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,18,0,0,10,11,32.54,32.54,771.12,2026-01-02T01:45:31.813820
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_10,SNAKE,0,0,0,6,4,52.879999999999995,52.879999999999995,771.12,2026-01-02T01:45:31.813834
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_11,BEAR,18,0,0,11,22,44.72,44.72,771.12,2026-01-02T01:45:31.813849
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_12,LION,20,0,0,15,9,12.780000000000001,12.780000000000001,771.12,2026-01-02T01:45:31.813862
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_13,TIGER,20,0,0,14,10,17.16,17.16,771.12,2026-01-02T01:45:31.813877
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_14,ELEPHANT,5,0,0,12,10,38.16,38.16,771.12,2026-01-02T01:45:31.813890
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_15,MONKEY,20,0,0,15,7,10.019999999999996,10.019999999999996,771.12,2026-01-02T01:45:31.813905
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_16,PANDA,20,0,0,11,4,17.88,17.88,771.12,2026-01-02T01:45:31.813921
