custom_id,input_token_estimate
chip_bargain__chip2_cohort_01_m7xia7_game_1,2896
chip_bargain__chip2_cohort_01_m8aexq_game_1,2945
chip_bargain__chip2_cohort_02_m7xiz2_game_1,2958
chip_bargain__chip2_cohort_02_m8aexq_game_1,2965
chip_bargain__chip2_cohort_03_m8aexq_game_1,2899
chip_bargain__chip2_cohort_04_m7xjm0_game_1,2898
chip_bargain__chip2_cohort_04_m8aexq_game_1,3002
chip_bargain__chip2_cohort_05_m7xjzy_game_1,2944
chip_bargain__chip2_cohort_05_m8aexq_game_1,2903
chip_bargain__chip2_cohort_06_m7xk99_game_1,2922
chip_bargain__chip2_cohort_06_m8ag8i_game_1,2942
chip_bargain__chip2_cohort_07_m8ag8i_game_1,2947
chip_bargain__chip2_cohort_08_m8ag8i_game_1,2900
chip_bargain__chip2_cohort_09_m8ag8i_game_1,2948
chip_bargain__chip2_cohort_11_m8agmu_game_1,2915
chip_bargain__chip2_cohort_12_m8agmu_game_1,2999
chip_bargain__chip2_cohort_13_m8agmu_game_1,2953
chip_bargain__chip2_cohort_14_m8agmu_game_1,2931
chip_bargain__chip2_cohort_15_m8agmu_game_1,2966
chip_bargain__chip2_cohort_16_m8agzl_game_1,2954
chip_bargain__chip2_cohort_17_m8agzl_game_1,2898
chip_bargain__chip2_cohort_18_m8agzl_game_1,2876
chip_bargain__chip2_cohort_19_m8agzl_game_1,2883
chip_bargain__chip2_cohort_20_m8agzl_game_1,2869
chip_bargain__chip2_cohort_01_m7xia7_game_2_alt_profile,2899
chip_bargain__chip2_cohort_01_m8aexq_game_2_alt_profile,2948
chip_bargain__chip2_cohort_02_m7xiz2_game_2_alt_profile,2962
chip_bargain__chip2_cohort_02_m8aexq_game_2_alt_profile,2967
chip_bargain__chip2_cohort_03_m8aexq_game_2_alt_profile,2901
chip_bargain__chip2_cohort_04_m7xjm0_game_2_alt_profile,2901
chip_bargain__chip2_cohort_04_m8aexq_game_2_alt_profile,3006
chip_bargain__chip2_cohort_05_m7xjzy_game_2_alt_profile,2947
chip_bargain__chip2_cohort_05_m8aexq_game_2_alt_profile,2906
chip_bargain__chip2_cohort_06_m7xk99_game_2_alt_profile,2926
chip_bargain__chip2_cohort_06_m8ag8i_game_2_alt_profile,2945
chip_bargain__chip2_cohort_07_m8ag8i_game_2_alt_profile,2951
chip_bargain__chip2_cohort_08_m8ag8i_game_2_alt_profile,2903
chip_bargain__chip2_cohort_09_m8ag8i_game_2_alt_profile,2951
chip_bargain__chip2_cohort_11_m8agmu_game_2_alt_profile,2918
chip_bargain__chip2_cohort_12_m8agmu_game_2_alt_profile,3003
chip_bargain__chip2_cohort_13_m8agmu_game_2_alt_profile,2956
chip_bargain__chip2_cohort_14_m8agmu_game_2_alt_profile,2933
chip_bargain__chip2_cohort_15_m8agmu_game_2_alt_profile,2969
chip_bargain__chip2_cohort_16_m8agzl_game_2_alt_profile,2958
chip_bargain__chip2_cohort_17_m8agzl_game_2_alt_profile,2901
chip_bargain__chip2_cohort_18_m8agzl_game_2_alt_profile,2880
chip_bargain__chip2_cohort_19_m8agzl_game_2_alt_profile,2886
chip_bargain__chip2_cohort_20_m8agzl_game_2_alt_profile,2874
chip_bargain__chip3_cohort_01_m8aiq8_game_1,2904
chip_bargain__chip3_cohort_02_m8aiq8_game_1,2962
chip_bargain__chip3_cohort_03_m8aiq8_game_1,2943
chip_bargain__chip3_cohort_04_m8aiq8_game_1,3030
chip_bargain__chip3_cohort_05_m8aiq8_game_1,2929
chip_bargain__chip3_cohort_06_m8ak4g_game_1,2961
chip_bargain__chip3_cohort_07_m8ak4j_game_1,3035
chip_bargain__chip3_g11_m5wp7b_game_1,2965
chip_bargain__chip3_g12_m5wp8p_game_1,3027
chip_bargain__chip3_g13_m5wp8q_game_1,2888
chip_bargain__chip3_g15_m5wp8s_game_1,2969
chip_bargain__chip3_g16_m5wp8t_game_1,2909
chip_bargain__chip3_g17_m5wp8w_game_1,2977
chip_bargain__chip3_g18_m5wq8i_game_1,2970
chip_bargain__chip3_g19_m5wq90_game_1,3006
chip_bargain__chip3_g1_m5wp46_game_1,2874
chip_bargain__chip3_g20_m5wq93_game_1,2902
chip_bargain__chip3_g2_m5wp6p_game_1,2965
chip_bargain__chip3_g3_m5wp6q_game_1,3021
chip_bargain__chip3_g5_m5wp6r_game_1,3016
chip_bargain__chip3_g6_m5wp77_game_1,2997
chip_bargain__chip3_g7_m5wp78_game_1,2995
chip_bargain__chip3_g8_m5wp79_game_1,2984
chip_bargain__chip3_g9_m5wp79_game_1,2985
chip_bargain__chip3_cohort_01_m8aiq8_game_2_alt_profile,2907
chip_bargain__chip3_cohort_02_m8aiq8_game_2_alt_profile,2966
chip_bargain__chip3_cohort_03_m8aiq8_game_2_alt_profile,2945
chip_bargain__chip3_cohort_04_m8aiq8_game_2_alt_profile,3035
chip_bargain__chip3_cohort_05_m8aiq8_game_2_alt_profile,2932
