fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,800,200,143,35,ok,0.9081704616546631,0.8627177476882935,0.9256030321121216,0.06288526207208633,0.01,0.06,0.0001141256871051155,62.5902
1,mlp,800,200,143,35,ok,0.8173611164093018,0.86293625831604,0.9256030321121216,0.06266672909259796,0.005,0.035,0.00024298782227560878,373.9158
2,elastic_net,800,200,143,35,ok,0.903105616569519,0.8582690358161926,0.9208099246025085,0.06254083663225174,0.005,0.03,0.00012019056885037571,73.844
2,mlp,800,200,143,35,ok,0.8001562356948853,0.851733386516571,0.9208099246025085,0.06907658278942108,0.01,0.02,0.0002937959798146039,342.1643
3,elastic_net,800,200,142,36,ok,0.9091357588768005,0.8650781512260437,0.9251351356506348,0.060056980699300766,0.02,0.06,0.00011292868293821812,23.4126
3,mlp,800,200,142,36,ok,0.7929145693778992,0.8597776889801025,0.9251351356506348,0.06535737216472626,0.005,0.035,0.0002839920634869486,301.5026
4,elastic_net,800,200,142,36,ok,0.9045942425727844,0.8606454730033875,0.922281801700592,0.061636365950107574,0.01,0.06,0.00011830861330963671,59.6342
4,mlp,800,200,142,36,ok,0.8044648170471191,0.8527089953422546,0.922281801700592,0.0695728287100792,0.005,0.025,0.00026600700221024454,335.3903
5,elastic_net,800,200,142,36,ok,0.9079741835594177,0.8642520904541016,0.9257344007492065,0.06148233264684677,0.02,0.055,0.00011447714496171102,55.5221
5,mlp,800,200,142,36,ok,0.7878930568695068,0.8620662093162537,0.9257344007492065,0.06366820633411407,0.015,0.04,0.00030758147477172315,318.9842
