metric_family,metric,distance_kind,n_treatments,mean_value,median_value
distribution_distance,mean_send_field_distance,mean_wasserstein_1d,10,2.4085,2.4175
distribution_distance,mean_process_premium_distance,mean_wasserstein_1d,5,1.7420000000000002,1.7400000000000002
distribution_distance,mean_action_premium_distance,mean_wasserstein_1d,10,2.987,3.065
distribution_distance,return_pct,wasserstein_1d,10,9.922,9.600000000000001
distribution_distance,process_premium_if_act,wasserstein_1d,5,1.7040000000000002,1.3800000000000001
distribution_distance,process_premium_if_no_act,wasserstein_1d,5,1.78,1.6800000000000002
distribution_distance,action_premium,wasserstein_1d,5,3.004,2.8
distribution_distance,action_premium_without_check,wasserstein_1d,4,3.185,3.35
distribution_distance,action_premium_after_check,wasserstein_1d,4,2.625,2.55
distribution_distance,action_premium_fast,wasserstein_1d,1,3.8,3.8
distribution_distance,action_premium_slow,wasserstein_1d,1,2.6600000000000006,2.6600000000000006
distribution_distance,send_if_act,wasserstein_1d,5,2.7600000000000002,2.54
distribution_distance,send_if_act_after_check,wasserstein_1d,4,2.19,2.29
distribution_distance,send_if_act_fast,wasserstein_1d,1,2.22,2.22
distribution_distance,send_if_act_slow,wasserstein_1d,1,3.4000000000000004,3.4000000000000004
distribution_distance,send_if_act_without_check,wasserstein_1d,4,2.395,2.39
distribution_distance,send_if_no_act,wasserstein_1d,5,2.156,2.02
distribution_distance,send_if_no_act_after_check,wasserstein_1d,4,2.485,2.36
distribution_distance,send_if_no_act_fast,wasserstein_1d,1,1.9400000000000002,1.9400000000000002
distribution_distance,send_if_no_act_slow,wasserstein_1d,1,1.9,1.9
distribution_distance,send_if_no_act_without_check,wasserstein_1d,4,2.36,2.38
distribution_distance,joint_pattern_distribution,total_variation,10,0.316,0.31000000000000005
mean_alignment_abs_error,act_rate,,10,0.192,0.13000000000000003
mean_alignment_abs_error,check_rate,,8,0.235,0.21999999999999997
mean_alignment_abs_error,fast_rate,,2,0.30000000000000004,0.30000000000000004
mean_alignment_abs_error,mean_action_premium,,5,1.2760000000000002,1.54
mean_alignment_abs_error,mean_action_premium_after_check,,4,0.9750000000000003,0.8400000000000003
mean_alignment_abs_error,mean_action_premium_fast,,1,0.7999999999999999,0.7999999999999999
mean_alignment_abs_error,mean_action_premium_slow,,1,1.9,1.9
mean_alignment_abs_error,mean_action_premium_without_check,,4,1.1649999999999998,1.0899999999999999
mean_alignment_abs_error,mean_fast_premium_if_act,,1,2.54,2.54
mean_alignment_abs_error,mean_fast_premium_if_no_act,,1,1.44,1.44
mean_alignment_abs_error,mean_process_premium_if_act,,4,0.7250000000000001,0.53
mean_alignment_abs_error,mean_process_premium_if_no_act,,4,1.0150000000000001,1.15
mean_alignment_abs_error,mean_return_pct,,10,6.51,5.309999999999999
mean_alignment_abs_error,mean_send_if_act,,5,1.4720000000000002,1.46
mean_alignment_abs_error,mean_send_if_act_after_check,,4,0.6400000000000001,0.5900000000000003
mean_alignment_abs_error,mean_send_if_act_fast,,1,0.10000000000000053,0.10000000000000053
mean_alignment_abs_error,mean_send_if_act_slow,,1,2.6399999999999997,2.6399999999999997
mean_alignment_abs_error,mean_send_if_act_without_check,,4,0.5149999999999999,0.56
mean_alignment_abs_error,mean_send_if_no_act,,5,0.6360000000000002,0.40000000000000036
mean_alignment_abs_error,mean_send_if_no_act_after_check,,4,1.025,1.0
mean_alignment_abs_error,mean_send_if_no_act_fast,,1,0.7000000000000002,0.7000000000000002
mean_alignment_abs_error,mean_send_if_no_act_slow,,1,0.7400000000000002,0.7400000000000002
mean_alignment_abs_error,mean_send_if_no_act_without_check,,4,0.6499999999999998,0.6599999999999997
mean_alignment_abs_error,pattern_checked_act,,8,0.31,0.30000000000000004
mean_alignment_abs_error,pattern_checked_no_act,,8,0.095,0.039999999999999994
mean_alignment_abs_error,pattern_fast_act,,2,0.039999999999999994,0.039999999999999994
mean_alignment_abs_error,pattern_fast_no_act,,2,0.26,0.26
mean_alignment_abs_error,pattern_slow_act,,2,0.059999999999999984,0.059999999999999984
mean_alignment_abs_error,pattern_slow_no_act,,2,0.24000000000000002,0.24000000000000002
mean_alignment_abs_error,pattern_unchecked_act,,8,0.09,0.08
mean_alignment_abs_error,pattern_unchecked_no_act,,8,0.145,0.12000000000000001
