treatment_name,experiment_code,role,visibility,schema_type,generated_n,human_n,metric,distance_kind,score
E1_ROLE_A_HIDDEN,E1,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,15.280000000000001
E1_ROLE_A_HIDDEN,E1,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.24
E1_ROLE_A_OBSERVABLE,E1,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,5.76
E1_ROLE_A_OBSERVABLE,E1,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.32
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,2.54
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.5
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.52
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,2.8
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,2.8
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.44
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.16
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.84
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,2.26
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.425
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,3.76
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,2.42
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.09
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.2
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,1.54
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.37
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,7.660000000000001
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.6
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,9.540000000000001
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.36
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,3.14
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.02
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.58
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,3.44
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.44
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.6799999999999997
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.52
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.32
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,2.12
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.41
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,3.4000000000000004
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,2.6799999999999997
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.04
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.2000000000000002
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,1.24
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.2200000000000002
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,50,50,return_pct,wasserstein_1d,9.660000000000002
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,50,50,joint_pattern_distribution,total_variation,0.3
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,50,50,return_pct,wasserstein_1d,6.56
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,50,50,joint_pattern_distribution,total_variation,0.30000000000000004
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,send_if_act,wasserstein_1d,2.5
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,send_if_no_act,wasserstein_1d,1.92
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,mean_send_field_distance,mean_wasserstein_1d,2.21
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,action_premium,wasserstein_1d,2.5
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,mean_action_premium_distance,mean_wasserstein_1d,2.5
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_act_fast,wasserstein_1d,2.22
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_no_act_fast,wasserstein_1d,1.9400000000000002
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_act_slow,wasserstein_1d,3.4000000000000004
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_no_act_slow,wasserstein_1d,1.9
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,mean_send_field_distance,mean_wasserstein_1d,2.365
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,action_premium_fast,wasserstein_1d,3.8
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,action_premium_slow,wasserstein_1d,2.6600000000000006
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.2300000000000004
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,process_premium_if_act,wasserstein_1d,2.62
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,process_premium_if_no_act,wasserstein_1d,1.6800000000000002
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,mean_process_premium_distance,mean_wasserstein_1d,2.1500000000000004
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,8.420000000000002
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.15999999999999995
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,12.419999999999998
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.20000000000000004
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,2.32
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.02
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.17
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,2.62
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,2.62
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.3400000000000003
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.42
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.44
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,3.0999999999999996
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.5749999999999997
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,3.3
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,3.0
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.15
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,2.12
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,2.34
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,2.23
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,9.78
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.36
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,14.139999999999999
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.32
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,3.3
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.3200000000000003
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.81
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,3.66
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.66
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.12
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,1.66
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,1.8399999999999999
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,2.46
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.02
