baseline,k,num_games,future_rounds,actor_rows,contribution_mae,contribution_rate_mae,contribution_exact_rate,round_payoff_mae,round_coin_gen_mae,round_relative_efficiency_mae,round_normalized_efficiency_mae,total_contribution_mae,total_contribution_rate_mae,target_precision,target_recall,target_f1,target_set_exact_rate,action_exact_match_rate,punish_target_precision,punish_target_recall,punish_target_f1,reward_target_precision,reward_target_recall,reward_target_f1,punish_any_accuracy,reward_any_accuracy,unit_mae_on_overlap,punish_unit_mae_on_overlap,reward_unit_mae_on_overlap,cumulative_future_payoff_mae,actual_future_relative_efficiency,predicted_future_relative_efficiency,future_relative_efficiency_abs_error,actual_future_normalized_efficiency,predicted_future_normalized_efficiency,future_normalized_efficiency_abs_error
ewma,1,136,2565,22257,5.258974704587321,0.262948735229366,0.5591050006739453,15.88026238936065,110.33957115009747,0.3335865658129095,0.3335865658129095,29.601949317738793,0.1843488648385902,0.21272915946039433,0.14989032415305872,0.17586502716614238,0.7949409174641686,0.7930538706923664,0.1263877028181042,0.10720753350235422,0.11601019008426415,0.27151162790697675,0.17153351698806243,0.21024198086662912,0.9052432942445073,0.9227209417261985,1.9252032520325204,4.081081081081081,1.2419700214132763,253.00334168755222,0.8225454639746609,0.6517110860924027,0.294211925155974,0.8225454639746609,0.6517110860924027,0.294211925155974
persistence,1,136,2565,22257,5.258974704587321,0.262948735229366,0.5591050006739453,16.12099564182055,110.33957115009747,0.3335865658129095,0.3335865658129095,29.601949317738793,0.1843488648385902,0.2230659705742762,0.17182549354131124,0.19412129138844908,0.795210495574426,0.7936379565979242,0.12297989751675206,0.11300253531329228,0.11778029445073614,0.290169133192389,0.20165289256198346,0.2379456062411962,0.9052432942445073,0.9227209417261985,1.7063829787234042,3.9038461538461537,1.0819672131147542,258.6591478696742,0.8225454639746609,0.6517110860924027,0.294211925155974,0.8225454639746609,0.6517110860924027,0.294211925155974
within_game_ar,1,136,2565,22257,5.258974704587321,0.262948735229366,0.5591050006739453,15.88026238936065,110.33957115009747,0.3335865658129095,0.3335865658129095,29.601949317738793,0.1843488648385902,0.21272915946039433,0.14989032415305872,0.17586502716614238,0.7949409174641686,0.7930538706923664,0.1263877028181042,0.10720753350235422,0.11601019008426415,0.27151162790697675,0.17153351698806243,0.21024198086662912,0.9052432942445073,0.9227209417261985,1.9252032520325204,4.081081081081081,1.2419700214132763,253.00334168755222,0.8225454639746609,0.6517110860924027,0.294211925155974,0.8225454639746609,0.6517110860924027,0.294211925155974
ewma,2,136,2429,21060,4.304415954415955,0.21522079772079772,0.5553656220322887,13.517806267806268,92.0835734870317,0.28433890804541506,0.28433890804541506,23.391107451626183,0.14969350285117455,0.21894218942189422,0.25665224800104863,0.2363021964759836,0.7621557454890788,0.7576923076923077,0.1391809629219701,0.1978756884343037,0.16341780376868095,0.27303434040157626,0.2860231963829369,0.27937788018433174,0.8992877492877492,0.9210826210826211,1.5326864147088866,2.779324055666004,1.1017182130584193,199.7719298245614,0.8172633507942368,0.6826443290680367,0.24996468670871533,0.8172633507942368,0.6826443290680367,0.24996468670871533
persistence,2,136,2429,21060,4.161965811965812,0.2080982905982906,0.6409306742640076,13.621415004748338,90.98023878139152,0.2842848474017184,0.2842848474017184,22.99752984767394,0.14707189228556666,0.22494908350305498,0.2895530213658409,0.25319502550289413,0.7674738841405508,0.7631528964862299,0.12598425196850394,0.1951219512195122,0.15311004784688995,0.29117797042325344,0.3367407116178494,0.31230628988149495,0.8991452991452992,0.9230769230769231,1.562698053417836,2.7580645161290325,1.216579100992411,204.04427736006684,0.8172633507942368,0.691690503234084,0.2516590288424248,0.8172633507942368,0.691690503234084,0.2516590288424248
within_game_ar,2,136,2429,21060,4.304415954415955,0.21522079772079772,0.5553656220322887,13.517806267806268,92.0835734870317,0.28433890804541506,0.28433890804541506,23.391107451626183,0.14969350285117455,0.21894218942189422,0.25665224800104863,0.2363021964759836,0.7621557454890788,0.7576923076923077,0.1391809629219701,0.1978756884343037,0.16341780376868095,0.27303434040157626,0.2860231963829369,0.27937788018433174,0.8992877492877492,0.9210826210826211,1.5326864147088866,2.779324055666004,1.1017182130584193,199.7719298245614,0.8172633507942368,0.6826443290680367,0.24996468670871533,0.8172633507942368,0.6826443290680367,0.24996468670871533
ewma,3,136,2293,19863,4.025424155464934,0.20127120777324672,0.563308664350803,12.533252781553642,82.2232882686437,0.27709718959910645,0.27709718959910645,21.196249454862624,0.13962263348092765,0.2415071770334928,0.28541136556403734,0.2616301671634055,0.7631274228464985,0.75995569652117,0.14607069821793747,0.21404109589041095,0.17364125716270185,0.30767672675714,0.3205994090333474,0.3140051679586563,0.8983033781402607,0.9267985702059105,1.4526993561168895,2.718,1.0362080315997366,169.42857142857142,0.811759854757948,0.682551705624673,0.24483736656218902,0.811759854757948,0.682551705624673,0.24483736656218902
persistence,3,136,2293,19863,3.8557619694910135,0.19278809847455064,0.6856466797563309,12.64129285606404,79.85608373310075,0.2760157884054614,0.2760157884054614,20.62058438726559,0.13610183461723568,0.26805263739909324,0.3426632739609839,0.30080039709623385,0.7758646730101193,0.7719881186124956,0.14470356841809498,0.2204623287671233,0.17472434266327394,0.34810357403355213,0.4029126213592233,0.3735081197417335,0.9004178623571465,0.9320344358858178,1.3308580858085808,2.4737864077669904,1.0225248821372446,176.99916457811196,0.811759854757948,0.6964196924239652,0.2443728964203775,0.811759854757948,0.6964196924239652,0.2443728964203775
within_game_ar,3,136,2293,19863,4.242611891456477,0.21213059457282385,0.6480894124754569,13.510245179479433,87.29088530309637,0.28126916673545477,0.28126916673545477,23.150021805494983,0.1475668711247777,0.23319682004336303,0.27367825841108284,0.2518210197710718,0.761969491013442,0.7593515581734884,0.13497478493028775,0.19477739726027396,0.15945330296127563,0.30034475765564794,0.3125791473195441,0.30633984900196504,0.8983033781402607,0.9267985702059105,1.4354338842975207,2.8263736263736265,1.0081026333558407,179.02756892230576,0.811759854757948,0.6965687433216196,0.24690890069019214,0.811759854757948,0.6965687433216196,0.24690890069019214
ewma,4,136,2157,18666,3.58646737383478,0.17932336869173898,0.5828243865852352,12.491160398585663,83.68382012053779,0.3087037246526769,0.3087037246526769,19.711172925359296,0.12886411521273752,0.23472257734594734,0.2823312317391973,0.25633507853403137,0.7602057216329154,0.755116254151934,0.13774436090225564,0.21788772597526165,0.1687857011240096,0.30642650655992887,0.3131106566689389,0.3097325241627332,0.8944069431051109,0.9308368156005572,1.0778867102396514,1.3471615720524017,0.988388969521045,164.07852965747702,0.8090345521633885,0.6279889849741134,0.29889666006574916,0.8090345521633885,0.6279889849741134,0.29889666006574916
persistence,4,136,2157,18666,3.4335690560377157,0.1716784528018858,0.7161684345869496,12.473106182363656,82.60964302271674,0.3044674918005893,0.3044674918005893,18.950857672693555,0.12308333735343914,0.2443557582668187,0.32954021220974933,0.28062594120343093,0.7717775634844102,0.766152362584378,0.13973458235753317,0.2554709800190295,0.18065601345668628,0.32595900142074286,0.36491706430356735,0.3443396226415094,0.8954248366013072,0.9344798028501018,1.3084461035930939,1.8659217877094971,1.1220423412204235,163.95739348370927,0.8090345521633885,0.6315599409237319,0.29915951778754213,0.8090345521633885,0.6315599409237319,0.29915951778754213
within_game_ar,4,136,2157,18666,4.115236258437801,0.20576181292189008,0.6658094931961855,13.828190292510447,87.96152063050533,0.30477176249683025,0.30477176249683025,21.59619842373667,0.1375767909780228,0.22424477149496513,0.2671074888512994,0.2438065829180995,0.7591878281367191,0.7547948141005036,0.11577287066246057,0.17459562321598476,0.13922610015174508,0.2993881118881119,0.31129288798000454,0.3052244625153169,0.8944069431051109,0.9308368156005572,1.0097869890616005,1.3978201634877385,0.9058394160583941,174.3500417710944,0.8090345521633885,0.6424835769292296,0.29132730684115327,0.8090345521633885,0.6424835769292296,0.29132730684115327
ewma,5,136,2021,17469,3.4232068235159425,0.17116034117579712,0.5845783960157994,11.740969717785791,73.6046511627907,0.2817806650146725,0.2817806650146725,18.064324591786246,0.11166591785062817,0.26687332675778497,0.31709358781181984,0.2898240244835501,0.7721678401740225,0.7664434140477417,0.16612694300518135,0.2731629392971246,0.20660491341119613,0.3444749314043402,0.33724053724053726,0.3408193484698914,0.9045738164748984,0.9367450913045967,1.558078141499472,2.8947368421052633,1.0615496017378712,140.79281537176274,0.8077662260754737,0.629991558938791,0.2694041377715424,0.8077662260754737,0.629991558938791,0.2694041377715424
persistence,5,136,2021,17469,3.2997881962333278,0.16498940981166638,0.7185872116320339,11.713377983857118,70.8149430974765,0.276549737575018,0.276549737575018,17.288471053933698,0.10625256473674612,0.2988474939694452,0.3733467269378872,0.3319687383699293,0.7901997824718072,0.7854485087869941,0.1736111111111111,0.2928647497337593,0.2179944510503369,0.3912435957149511,0.41025641025641024,0.4005244963642866,0.9077222508443529,0.9433281813498197,1.3143497757847533,2.618181818181818,0.8875,140.9465329991646,0.8077662260754737,0.6274401514321329,0.26560680364186273,0.8077662260754737,0.6274401514321329,0.26560680364186273
within_game_ar,5,136,2021,17469,3.809662831301162,0.1904831415650581,0.6652355601350964,13.154616749670845,82.27016328550222,0.3004448562796086,0.3004448562796086,19.98169223156853,0.12368854640709624,0.25253882915173237,0.28310731625648755,0.2669508248480543,0.7731409926154903,0.766672391092793,0.13837837837837838,0.20447284345047922,0.1650548033526757,0.3333333333333333,0.31916971916971915,0.32609780439121755,0.9045738164748984,0.9367450913045967,1.5133057362507392,2.9895833333333335,1.0795715378729915,153.24812030075188,0.8077662260754737,0.6152132267770635,0.2869917548439113,0.8077662260754737,0.6152132267770635,0.2869917548439113
ewma,6,136,1885,16272,3.324913962635202,0.16624569813176007,0.615535889872173,11.335607177974435,69.49655172413793,0.24579926952155182,0.24579926952155182,16.810079575596816,0.1143000260811429,0.29493835171966254,0.33412975555963975,0.31331322705730286,0.7877949852507374,0.7812192723697149,0.2155564749689698,0.3101190476190476,0.2543324383695387,0.3461435815318922,0.3448550917309226,0.3454981353223228,0.9126720747295969,0.9414331366764995,1.0836083608360836,1.4414587332053743,0.9398612181958366,127.47619047619048,0.8040749848136867,0.6719293331175185,0.2365688564699806,0.8040749848136867,0.6719293331175185,0.2365688564699806
