roundIndex,n_rows,predicted_contribution_parsed,contrib_mae,contrib_rmse,contrib_bias,contrib_corr,action_exact_match,target_set_exact,target_precision,target_recall,target_f1,target_jaccard,target_hit_any,unit_mae_on_overlap,unit_exact_on_overlap_rate,actual_any_action_rate,pred_any_action_rate,actual_any_punish_rate,pred_any_punish_rate,actual_any_reward_rate,pred_any_reward_rate
1,402,1.0,6.281094527363184,9.902635460054377,4.848258706467662,0.011819842956815606,0.6965174129353234,0.6965174129353234,0.7006633499170811,0.7023217247097844,0.7002487562189055,0.6990049751243781,0.7039800995024875,0.3333333333333333,0.6666666666666666,0.1791044776119403,0.14925373134328357,0.07711442786069651,0.06218905472636816,0.1044776119402985,0.1044776119402985
2,390,0.9974358974358974,4.561538461538461,8.361848648505473,2.3205128205128207,0.2848857630073129,0.6205128205128205,0.6282051282051282,0.6653988603988605,0.6657977207977208,0.6589283663196707,0.651011396011396,0.6846153846153846,0.22402597402597402,0.8116883116883117,0.29743589743589743,0.19487179487179487,0.12564102564102564,0.035897435897435895,0.18205128205128204,0.1641025641025641
3,378,0.9973544973544973,4.492063492063492,8.46936589894183,2.121693121693122,0.36484810582204025,0.4656084656084656,0.48677248677248675,0.5464058575169687,0.5462773998488284,0.5371221664872459,0.5236041442390649,0.5793650793650794,0.7446808510638298,0.5957446808510638,0.29365079365079366,0.4470899470899471,0.15079365079365079,0.19576719576719576,0.15608465608465608,0.2619047619047619
4,375,1.0,4.325333333333333,8.349051842375077,1.104,0.3602983335786834,0.5306666666666666,0.5546666666666666,0.6149885521885522,0.6096222222222223,0.6047460334224637,0.5914478114478114,0.6453333333333333,0.6596363636363637,0.6803636363636363,0.30933333333333335,0.3973333333333333,0.168,0.16,0.14666666666666667,0.25066666666666665
5,373,1.0,3.836461126005362,7.95277616895922,1.6273458445040214,0.43080880208954003,0.514745308310992,0.5308310991957105,0.6049065917698625,0.602100089365505,0.5936617676248649,0.5770373207370526,0.6434316353887399,0.7630952380952382,0.5851190476190476,0.2949061662198391,0.43967828418230565,0.14745308310991956,0.2064343163538874,0.1581769436997319,0.2546916890080429
6,371,1.0,3.652291105121294,7.707069600884898,0.5849056603773585,0.4813343502423371,0.5929919137466307,0.6091644204851752,0.6786035168784494,0.6869954843000665,0.673798663151763,0.6571952680443246,0.7196765498652291,0.5532786885245902,0.7090163934426229,0.2668463611859838,0.40970350404312667,0.14285714285714285,0.18328840970350405,0.1347708894878706,0.2398921832884097
7,295,0.9898305084745763,4.230508474576271,8.37874631615664,0.9830508474576272,0.40112339872702363,0.5491525423728814,0.5559322033898305,0.632904468412943,0.6450847457627118,0.6296593613542766,0.6124473549049819,0.6779661016949152,0.9534722222222222,0.6354166666666666,0.28135593220338984,0.4440677966101695,0.12542372881355932,0.22033898305084745,0.16271186440677965,0.24067796610169492
8,286,1.0,3.7097902097902096,7.758370169842871,0.0944055944055944,0.4557661815864161,0.548951048951049,0.5664335664335665,0.6349731077003805,0.6543123543123542,0.6363146954056045,0.6180167055167055,0.6888111888111889,1.239855072463768,0.6731884057971014,0.2902097902097902,0.4230769230769231,0.13986013986013987,0.17132867132867133,0.15734265734265734,0.26223776223776224
9,260,0.9923076923076923,3.373076923076923,7.276675064890558,-0.3038461538461538,0.4883588444499045,0.5192307692307693,0.5384615384615384,0.5904044566544567,0.5901981351981351,0.5865495402033863,0.573018648018648,0.6269230769230769,2.02,0.7,0.27307692307692305,0.45,0.12692307692307692,0.23846153846153847,0.1576923076923077,0.23076923076923078
10,204,1.0,2.0392156862745097,5.49598784141133,0.7450980392156863,0.7403915948902522,0.6323529411764706,0.6372549019607843,0.715819964349376,0.7100787284610814,0.7047723389441657,0.6887131115072292,0.75,1.8645833333333335,0.7083333333333333,0.24509803921568626,0.3627450980392157,0.11274509803921569,0.15196078431372548,0.13725490196078433,0.21568627450980393
11,156,1.0,3.282051282051282,7.532834110983046,-0.16666666666666666,0.47138876637944827,0.6923076923076923,0.6987179487179487,0.7341524216524216,0.7533221408221409,0.7380924630924631,0.7288477725977726,0.7628205128205128,2.0952380952380953,0.8333333333333333,0.15384615384615385,0.2948717948717949,0.01282051282051282,0.057692307692307696,0.14102564102564102,0.23717948717948717
12,156,1.0,3.1538461538461537,7.4961528594544875,-0.08974358974358974,0.5093288375108754,0.7564102564102564,0.7564102564102564,0.795138888888889,0.7937678062678062,0.7920077972709552,0.7843822843822844,0.8076923076923077,0.4444444444444444,0.7037037037037037,0.10256410256410256,0.21794871794871795,0.01282051282051282,0.02564102564102564,0.08974358974358974,0.19230769230769232
13,151,1.0,3.006622516556291,7.266907665566389,0.1456953642384106,0.5440962878994807,0.7350993377483444,0.7417218543046358,0.7945514750150511,0.7933879953747502,0.7906348250719112,0.78046094817618,0.8211920529801324,0.7023809523809524,0.5952380952380951,0.13245033112582782,0.24503311258278146,0.019867549668874173,0.033112582781456956,0.11258278145695365,0.2119205298013245
14,151,1.0,3.5099337748344372,7.747676430145051,0.9006622516556292,0.575536901075398,0.8145695364238411,0.8278145695364238,0.8568274992116052,0.8576158940397351,0.8556606748659729,0.8495427309996847,0.8675496688741722,0.4722222222222222,0.75,0.09933774834437085,0.18543046357615894,0.019867549668874173,0.019867549668874173,0.07947019867549669,0.16556291390728478
15,114,0.9912280701754386,2.8333333333333335,7.02564225696178,0.4298245614035088,0.5869433160840593,0.8070175438596491,0.8070175438596491,0.8362573099415206,0.835233918128655,0.8337371205792258,0.8293859649122808,0.8421052631578947,0.3194444444444445,0.7916666666666666,0.08771929824561403,0.18421052631578946,0.02631578947368421,0.07017543859649122,0.06140350877192982,0.11403508771929824
16,95,1.0,2.0842105263157893,5.848976518656018,-0.42105263157894735,0.6619599540643725,0.8105263157894737,0.8105263157894737,0.8210526315789474,0.8175438596491229,0.8189473684210526,0.8175438596491229,0.8210526315789474,0.0,1.0,0.09473684210526316,0.17894736842105263,0.031578947368421054,0.010526315789473684,0.06315789473684211,0.16842105263157894
17,76,1.0,1.7236842105263157,4.8571704997002,0.7236842105263158,0.749631555391049,0.8157894736842105,0.8421052631578947,0.8519736842105263,0.8618421052631579,0.8539473684210527,0.8497807017543861,0.868421052631579,0.4,0.6,0.06578947368421052,0.19736842105263158,0.0,0.0,0.06578947368421052,0.19736842105263158
18,62,1.0,2.0806451612903225,6.044192093614839,-0.3064516129032258,0.6227226089426651,0.8709677419354839,0.8709677419354839,0.8870967741935484,0.9032258064516129,0.8919354838709677,0.8870967741935484,0.9032258064516129,0.0,1.0,0.06451612903225806,0.12903225806451613,0.0,0.0,0.06451612903225806,0.12903225806451613
19,62,0.9838709677419355,2.1451612903225805,5.909260092322023,-0.5,0.6539985440133308,0.8709677419354839,0.8709677419354839,0.8741935483870968,0.8870967741935484,0.8763440860215054,0.8741935483870968,0.8870967741935484,0.3333333333333333,0.6666666666666666,0.06451612903225806,0.16129032258064516,0.0,0.0,0.06451612903225806,0.16129032258064516
20,35,1.0,4.742857142857143,9.193165163004835,1.7142857142857142,0.41618458516158585,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,1.0,0.08571428571428572,0.22857142857142856,0.0,0.0,0.08571428571428572,0.22857142857142856
21,35,1.0,5.9714285714285715,10.191032472578177,-3.057142857142857,0.3269511029901852,0.7142857142857143,0.7142857142857143,0.7904761904761904,0.7785714285714286,0.7806802721088435,0.769047619047619,0.8,0.0,1.0,0.14285714285714285,0.2571428571428571,0.0,0.0,0.14285714285714285,0.2571428571428571
22,35,1.0,3.342857142857143,7.323153107000524,1.3428571428571427,0.6056256179852243,0.7142857142857143,0.7142857142857143,0.7476190476190475,0.7714285714285715,0.7561904761904762,0.7476190476190475,0.7714285714285715,0.0,1.0,0.11428571428571428,0.2857142857142857,0.0,0.0,0.11428571428571428,0.2857142857142857
23,35,1.0,3.4571428571428573,7.217043320204908,-0.5428571428571428,0.568058928944861,0.7714285714285715,0.8,0.819047619047619,0.8285714285714286,0.8228571428571428,0.819047619047619,0.8285714285714286,0.25,0.75,0.14285714285714285,0.2571428571428571,0.0,0.0,0.14285714285714285,0.2571428571428571
24,23,1.0,1.826086956521739,3.8221323436236365,-1.1304347826086956,0.8025867685608473,0.6521739130434783,0.6521739130434783,0.6630434782608695,0.6956521739130435,0.6695652173913044,0.6630434782608695,0.6956521739130435,0.0,1.0,0.2608695652173913,0.4782608695652174,0.0,0.0,0.2608695652173913,0.4782608695652174
25,23,1.0,1.2608695652173914,3.1964654392544003,-1.0,0.8850821654393225,0.5652173913043478,0.5652173913043478,0.6086956521739131,0.5942028985507246,0.6,0.5942028985507246,0.6086956521739131,0.0,1.0,0.21739130434782608,0.43478260869565216,0.0,0.0,0.21739130434782608,0.43478260869565216
26,23,1.0,1.8695652173913044,5.145703146273133,0.13043478260869565,0.6643012685691367,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.0,1.0,0.21739130434782608,0.43478260869565216,0.0,0.0,0.21739130434782608,0.43478260869565216
27,8,1.0,5.0,8.660254037844387,2.5,0.33895960971961914,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.0,1.0,0.125,0.5,0.0,0.0,0.125,0.5
28,8,1.0,5.0,10.0,0.0,0.4666666666666667,0.75,0.875,0.875,0.875,0.875,0.875,0.875,1.0,0.5,0.25,0.375,0.0,0.0,0.25,0.375
29,8,1.0,4.875,8.522030274529655,-4.875,0.7151283655761371,0.75,0.75,0.75,0.75,0.75,0.75,0.75,,,0.0,0.25,0.0,0.0,0.0,0.25
