gameId,n_rows,predicted_contribution_parsed,contrib_mae,contrib_rmse,contrib_bias,contrib_corr,action_exact_match,target_set_exact,target_precision,target_recall,target_f1,target_jaccard,target_hit_any,unit_mae_on_overlap,unit_exact_on_overlap_rate,actual_any_action_rate,pred_any_action_rate,actual_any_punish_rate,pred_any_punish_rate,actual_any_reward_rate,pred_any_reward_rate
24hqfcDGXxLrMr7JY,54,1.0,2.962962962962963,7.69800358919501,0.0,0.11836734693877561,0.5185185185185185,0.5185185185185185,0.5462962962962963,0.5339506172839505,0.5382716049382716,0.5324074074074074,0.5555555555555556,1.5,0.5,0.3333333333333333,0.24074074074074073,0.3333333333333333,0.24074074074074073,0.0,0.0
2KKC9nMd8nRXfgH5G,116,1.0,8.017241379310345,10.305673027596216,-1.603448275862069,0.1486767320525022,0.6379310344827587,0.6551724137931034,0.6882183908045977,0.6795977011494254,0.6795977011494254,0.6724137931034483,0.6982758620689655,0.25,0.75,0.1896551724137931,0.3275862068965517,0.0,0.0,0.1896551724137931,0.3275862068965517
2TDnnb4wn9rwy3CYZ,40,0.975,5.05,6.920982589199311,2.55,0.38392096747112797,0.175,0.225,0.37916666666666665,0.35,0.35416666666666663,0.32916666666666666,0.4,0.6363636363636364,0.6363636363636364,0.425,0.875,0.225,0.15,0.2,0.75
2TquMDieEiixty8AN,60,1.0,2.3333333333333335,6.831300510639732,0.3333333333333333,0.16116459280507606,0.6,0.6333333333333333,0.65,0.6666666666666666,0.6555555555555554,0.65,0.6666666666666666,1.75,0.0,0.25,0.25,0.25,0.25,0.0,0.0
2YKNNw2fCqfipoCoZ,171,1.0,5.614035087719298,10.59625885652035,0.0,0.4376541518224173,0.6023391812865497,0.6023391812865497,0.6228070175438597,0.6283005493531809,0.619530729179852,0.6134926963874332,0.6491228070175439,0.3333333333333333,0.7777777777777778,0.21637426900584794,0.30994152046783624,0.0,0.0,0.21637426900584794,0.30994152046783624
2gfGWhbozeGdJFuXg,40,1.0,4.375,6.71006706374832,3.125,0.6496557186146921,0.625,0.625,0.625,0.625,0.625,0.625,0.625,,,0.3,0.325,0.25,0.2,0.175,0.275
2khRAszouj8vP8ZfP,92,1.0,1.0869565217391304,4.662524041201569,0.6521739130434783,-0.022349507813383657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
3A3sYGqp4MsqL6MNC,52,1.0,3.4615384615384617,8.320502943378436,2.6923076923076925,0.6129032012018273,0.4423076923076923,0.4807692307692308,0.719551282051282,0.6910256410256411,0.6890109890109889,0.6525641025641027,0.7692307692307693,0.3833333333333333,0.6333333333333333,0.4423076923076923,0.5576923076923077,0.0,0.0,0.4423076923076923,0.5576923076923077
3BxNLPzWw2rpgPJPe,162,0.9938271604938271,2.8271604938271606,5.343739847293799,0.654320987654321,0.5959057441740467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
3Ce6KgbmNCQEwYBfk,116,1.0,2.3017241379310347,4.926179186683158,-0.47413793103448276,0.4459979081992497,0.5086206896551724,0.5344827586206896,0.6436781609195402,0.6479885057471265,0.635632183908046,0.6135057471264368,0.6810344827586207,0.10227272727272728,0.9204545454545454,0.4396551724137931,0.6810344827586207,0.0,0.0,0.4396551724137931,0.6810344827586207
3EG5RaDj4z7hkT2JD,18,1.0,3.111111111111111,6.5659052011974035,2.6666666666666665,0.4819540202050379,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,0.0
3EQGxadfbmAKaACgZ,24,1.0,1.6666666666666667,5.773502691896258,1.6666666666666667,,0.75,0.75,0.8055555555555555,0.8541666666666666,0.8194444444444443,0.798611111111111,0.875,0.0,1.0,0.3333333333333333,0.20833333333333334,0.16666666666666666,0.0,0.25,0.20833333333333334
3NXGadc6567AGQEq9,48,1.0,8.333333333333334,12.909944487358056,5.0,0.17157221791060778,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.0,1.0,0.10416666666666667,0.16666666666666666,0.0,0.0,0.10416666666666667,0.16666666666666666
3QiTKS59q5CuB32Dy,76,1.0,0.8421052631578947,2.218344570074484,0.47368421052631576,0.6723095792446165,0.5263157894736842,0.5657894736842105,0.6052631578947368,0.5899122807017543,0.5956140350877193,0.5899122807017543,0.6052631578947368,2.8333333333333335,0.3333333333333333,0.19736842105263158,0.42105263157894735,0.07894736842105263,0.039473684210526314,0.13157894736842105,0.3815789473684211
3v9ji6wNY7sXHe8cM,56,0.9821428571428571,9.285714285714286,13.627702877384937,5.0,0.13245323570650452,0.3392857142857143,0.375,0.6005952380952381,0.6053571428571428,0.5813839929911359,0.5291666666666667,0.7321428571428571,0.644927536231884,0.6159420289855072,0.5535714285714286,0.5714285714285714,0.0,0.0,0.5535714285714286,0.5714285714285714
43EgdreyndHorgfGv,67,1.0,4.477611940298507,9.463204468147676,1.492537313432836,0.45165906385036286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
