config,metric,sim_mean,human_mean,human_std
VALIDATION_0_C,mean_contribution_rate,0.85,0.6472222222222223,0.13295664381971467
VALIDATION_0_T,mean_contribution_rate,0.8,0.7930555555555555,0.1414963573234395
VALIDATION_10_C,mean_contribution_rate,0.8722222222222222,0.6462121212121212,0.26444060541541303
VALIDATION_10_T,mean_contribution_rate,1.0,0.6497474747474747,0.18258361607631757
VALIDATION_11_C,mean_contribution_rate,0.6655948553054662,0.7173659673659674,0.12467321894630179
VALIDATION_11_T,mean_contribution_rate,0.8186274509803921,0.7867132867132867,0.1334403402497714
VALIDATION_12_C,mean_contribution_rate,0.9861111111111112,0.7314814814814815,0.1484372179803833
VALIDATION_12_T,mean_contribution_rate,0.9861111111111112,0.8310185185185185,0.11021533201034642
VALIDATION_13_C,mean_contribution_rate,0.7040322580645162,0.8009191176470588,0.10391134694794413
VALIDATION_13_T,mean_contribution_rate,0.796780303030303,0.8798963903743315,0.0486939834780396
VALIDATION_14_C,mean_contribution_rate,1.0,0.7596125730994152,0.15871401102775579
VALIDATION_14_T,mean_contribution_rate,0.8153508771929825,0.8436038011695907,0.1060187698272115
VALIDATION_15_C,mean_contribution_rate,1.0,0.6034798534798534,0.11100245932136879
VALIDATION_15_T,mean_contribution_rate,1.0,0.6998001998001998,0.18675842070943022
VALIDATION_16_C,mean_contribution_rate,0.8466666666666667,0.7533333333333333,0.1937734454153823
VALIDATION_16_T,mean_contribution_rate,1.0,0.7713333333333333,0.17238329385413192
VALIDATION_17_C,mean_contribution_rate,1.0,0.5471695906432749,0.1251476996138901
VALIDATION_17_T,mean_contribution_rate,0.8829787234042553,0.6059964012595591,0.10714780244840078
VALIDATION_18_C,mean_contribution_rate,1.0,0.5969202898550725,0.23757971887523557
VALIDATION_18_T,mean_contribution_rate,0.5543478260869565,0.6657608695652174,0.24695391436927303
VALIDATION_19_C,mean_contribution_rate,0.9357758620689656,0.6092672413793103,0.16705376111081227
VALIDATION_19_T,mean_contribution_rate,0.75,0.704058908045977,0.16610778070475388
VALIDATION_1_C,mean_contribution_rate,1.0,0.5803819444444445,0.2506598761369985
VALIDATION_1_T,mean_contribution_rate,0.615625,0.5408854166666667,0.2190478812585371
VALIDATION_2_C,mean_contribution_rate,0.625,0.5747916666666667,0.13232873496418768
VALIDATION_2_T,mean_contribution_rate,0.925,0.6201041666666667,0.17279899987453312
VALIDATION_3_C,mean_contribution_rate,0.9314814814814815,0.5555128205128205,0.17190879546411353
VALIDATION_3_T,mean_contribution_rate,0.21474358974358973,0.8306235431235431,0.1425482911475572
VALIDATION_4_C,mean_contribution_rate,0.9642857142857143,0.6473214285714286,0.13911103974002575
VALIDATION_4_T,mean_contribution_rate,0.7142857142857143,0.7321428571428571,0.15152288168283162
VALIDATION_5_C,mean_contribution_rate,1.0,0.6354166666666666,0.2523758633247024
VALIDATION_5_T,mean_contribution_rate,1.0,0.7326388888888888,0.21140672833178847
VALIDATION_6_C,mean_contribution_rate,1.0,0.6726161858974359,0.10850205754116886
VALIDATION_6_T,mean_contribution_rate,0.6518887362637362,0.7003405448717949,0.1306691227195971
VALIDATION_7_C,mean_contribution_rate,0.865,0.8499122807017544,0.13172616033775678
VALIDATION_7_T,mean_contribution_rate,0.7157894736842105,0.8432675438596491,0.10674810370521763
VALIDATION_8_C,mean_contribution_rate,0.7541666666666667,0.6291666666666667,0.141931941175783
VALIDATION_8_T,mean_contribution_rate,0.8041666666666667,0.5961805555555556,0.1423945590788037
VALIDATION_9_C,mean_contribution_rate,0.7126388888888889,0.6046913580246914,0.12233415500534517
VALIDATION_9_T,mean_contribution_rate,0.6240740740740741,0.6477160493827161,0.13623017663969475
VALIDATION_0_C,punishment_rate,0.0,0.0,0.0
VALIDATION_0_T,punishment_rate,0.8833333333333333,0.19166666666666668,0.1177528799679258
VALIDATION_10_C,punishment_rate,0.0,0.0,0.0
VALIDATION_10_T,punishment_rate,0.0,0.13636363636363635,0.13266591451074441
VALIDATION_11_C,punishment_rate,0.0,0.0,0.0
VALIDATION_11_T,punishment_rate,0.8605769230769231,0.10693473193473194,0.09736295660417343
VALIDATION_12_C,punishment_rate,0.0,0.0,0.0
VALIDATION_12_T,punishment_rate,0.05555555555555555,0.15393518518518517,0.12087567549598967
VALIDATION_13_C,punishment_rate,0.0,0.0,0.0
VALIDATION_13_T,punishment_rate,0.8676470588235294,0.0855614973262032,0.07567216927421347
VALIDATION_14_C,punishment_rate,0.0,0.0,0.0
VALIDATION_14_T,punishment_rate,0.6403508771929824,0.07748538011695906,0.1087290835564506
VALIDATION_15_C,punishment_rate,0.0,0.0,0.0
VALIDATION_15_T,punishment_rate,0.12087912087912088,0.24925074925074925,0.07686142553226268
VALIDATION_16_C,punishment_rate,0.0,0.0,0.0
VALIDATION_16_T,punishment_rate,0.0,0.12666666666666668,0.06599663291074444
VALIDATION_17_C,punishment_rate,0.0,0.0,0.0
VALIDATION_17_T,punishment_rate,0.8736842105263158,0.28098065677013045,0.11672039109904529
VALIDATION_18_C,punishment_rate,0.0,0.0,0.0
VALIDATION_18_T,punishment_rate,0.9347826086956522,0.09963768115942029,0.08010032959939907
VALIDATION_19_C,punishment_rate,0.0,0.0,0.0
VALIDATION_19_T,punishment_rate,1.0,0.09913793103448276,0.07208291950925823
VALIDATION_1_C,punishment_rate,0.0,0.0,0.0
VALIDATION_1_T,punishment_rate,0.8958333333333334,0.1701388888888889,0.1901497440290704
VALIDATION_2_C,punishment_rate,0.0,0.0,0.0
VALIDATION_2_T,punishment_rate,0.15,0.13333333333333333,0.1355287997274216
VALIDATION_3_C,punishment_rate,0.0,0.0,0.0
VALIDATION_3_T,punishment_rate,0.36538461538461536,0.12004662004662005,0.10187306938653687
VALIDATION_4_C,punishment_rate,0.0,0.0,0.0
VALIDATION_4_T,punishment_rate,0.75,0.2517857142857143,0.09762812094883318
VALIDATION_5_C,punishment_rate,0.0,0.0,0.0
VALIDATION_5_T,punishment_rate,0.0,0.15625,0.1008141051455415
VALIDATION_6_C,punishment_rate,0.0,0.0,0.0
VALIDATION_6_T,punishment_rate,0.9213598901098901,0.2932692307692308,0.1147820806376281
VALIDATION_7_C,punishment_rate,0.0,0.0,0.0
VALIDATION_7_T,punishment_rate,0.9,0.12850877192982457,0.12855217517441891
VALIDATION_8_C,punishment_rate,0.0,0.0,0.0
VALIDATION_8_T,punishment_rate,0.0,0.09722222222222222,0.08216777476527244
VALIDATION_9_C,punishment_rate,0.0,0.0,0.0
VALIDATION_9_T,punishment_rate,0.7925925925925926,0.2611111111111111,0.11515779119290186
VALIDATION_0_C,reward_rate,0.0,0.0,0.0
VALIDATION_0_T,reward_rate,0.0,0.0,0.0
VALIDATION_10_C,reward_rate,0.0,0.0,0.0
VALIDATION_10_T,reward_rate,0.0,0.0,0.0
VALIDATION_11_C,reward_rate,0.9166666666666666,0.1984265734265734,0.13249985019223812
VALIDATION_11_T,reward_rate,0.6044337606837606,0.09236596736596737,0.08722980112005184
VALIDATION_12_C,reward_rate,0.0,0.0,0.0
VALIDATION_12_T,reward_rate,0.0,0.0,0.0
VALIDATION_13_C,reward_rate,0.8759191176470589,0.14538770053475936,0.0790283941015239
VALIDATION_13_T,reward_rate,0.5257352941176471,0.0661764705882353,0.08057793954295264
VALIDATION_14_C,reward_rate,1.0,0.12719298245614036,0.08819316451377586
VALIDATION_14_T,reward_rate,0.6403508771929824,0.10818713450292397,0.14926607038713707
VALIDATION_15_C,reward_rate,0.9560439560439561,0.36217948717948717,0.13452112894643
VALIDATION_15_T,reward_rate,0.6758241758241759,0.17332667332667334,0.08742257685178494
VALIDATION_16_C,reward_rate,0.0,0.0,0.0
VALIDATION_16_T,reward_rate,0.0,0.0,0.0
VALIDATION_17_C,reward_rate,0.0,0.0,0.0
VALIDATION_17_T,reward_rate,0.0,0.0,0.0
VALIDATION_18_C,reward_rate,0.0,0.0,0.0
VALIDATION_18_T,reward_rate,0.0,0.0,0.0
VALIDATION_19_C,reward_rate,0.9827586206896551,0.20617816091954022,0.19168384480741524
VALIDATION_19_T,reward_rate,0.0,0.1192528735632184,0.11735084758754462
VALIDATION_1_C,reward_rate,0.0,0.0,0.0
VALIDATION_1_T,reward_rate,0.0,0.0,0.0
VALIDATION_2_C,reward_rate,0.9,0.2729166666666667,0.22533732429897677
VALIDATION_2_T,reward_rate,0.925,0.19166666666666668,0.116963907063485
VALIDATION_3_C,reward_rate,1.0,0.2173076923076923,0.16734207329226594
VALIDATION_3_T,reward_rate,0.19230769230769232,0.10314685314685315,0.09708002061985455
VALIDATION_4_C,reward_rate,0.8571428571428571,0.33035714285714285,0.19087105648599956
VALIDATION_4_T,reward_rate,0.5178571428571429,0.13035714285714284,0.10775124886818278
VALIDATION_5_C,reward_rate,1.0,0.3993055555555556,0.2531390504407107
VALIDATION_5_T,reward_rate,1.0,0.2326388888888889,0.1819855233524814
VALIDATION_6_C,reward_rate,0.0,0.0,0.0
VALIDATION_6_T,reward_rate,0.0,0.0,0.0
VALIDATION_7_C,reward_rate,0.0,0.0,0.0
VALIDATION_7_T,reward_rate,0.0,0.0,0.0
VALIDATION_8_C,reward_rate,0.8333333333333334,0.2916666666666667,0.15774745405000762
VALIDATION_8_T,reward_rate,0.6666666666666666,0.22916666666666666,0.16710013077105507
VALIDATION_9_C,reward_rate,0.9666666666666667,0.39012345679012345,0.1275613960798962
VALIDATION_9_T,reward_rate,0.5555555555555556,0.1537037037037037,0.06722162704222452
VALIDATION_0_C,normalized_efficiency,0.85,0.6472222222222223,0.13295664381971467
VALIDATION_0_T,normalized_efficiency,0.3108974358974359,0.757051282051282,0.15924402445619576
VALIDATION_10_C,normalized_efficiency,0.8722222222222223,0.6462121212121212,0.26444060541541303
VALIDATION_10_T,normalized_efficiency,1.0,0.4926206509539843,0.28628821305543223
VALIDATION_11_C,normalized_efficiency,0.6615215924426451,0.7173659673659674,0.12467321894630179
VALIDATION_11_T,normalized_efficiency,0.18484311740890688,0.7299181082075819,0.15043076848295645
VALIDATION_12_C,normalized_efficiency,0.9861111111111112,0.7314814814814815,0.1484372179803833
VALIDATION_12_T,normalized_efficiency,0.9753086419753086,0.7600522976680384,0.1580493985597359
VALIDATION_13_C,normalized_efficiency,-0.014600840336134457,0.7752029220779221,0.10411921159991032
VALIDATION_13_T,normalized_efficiency,-0.10034138655462185,0.8123734721161192,0.11153001582676435
VALIDATION_14_C,normalized_efficiency,1.0,0.7596125730994152,0.15871401102775576
VALIDATION_14_T,normalized_efficiency,0.25339912280701743,0.7124817251461988,0.32648661965585374
VALIDATION_15_C,normalized_efficiency,1.4074519230769231,0.6389222756410257,0.1260843130019357
VALIDATION_15_T,normalized_efficiency,1.131353021978022,0.5572864635364635,0.24713145500522682
VALIDATION_16_C,normalized_efficiency,0.8466666666666667,0.7533333333333333,0.1937734454153823
VALIDATION_16_T,normalized_efficiency,1.0,0.566,0.2761338913026178
VALIDATION_17_C,normalized_efficiency,1.0,0.5516959064327486,0.08474560810443667
VALIDATION_17_T,normalized_efficiency,0.5674185463659148,0.5383747831116252,0.1034916056189846
VALIDATION_18_C,normalized_efficiency,1.0,0.5969202898550725,0.23757971887523557
VALIDATION_18_T,normalized_efficiency,-0.12282608695652174,0.6209239130434783,0.24506475754195853
VALIDATION_19_C,normalized_efficiency,0.5984913793103449,0.5849317528735632,0.16820640816007845
VALIDATION_19_T,normalized_efficiency,0.09375,0.5563846982758621,0.23231923978277552
VALIDATION_1_C,normalized_efficiency,1.0,0.5803819444444445,0.2506598761369985
VALIDATION_1_T,normalized_efficiency,0.38125,0.3802083333333333,0.42146456372063146
VALIDATION_2_C,normalized_efficiency,0.625,0.5747916666666666,0.13232873496418768
VALIDATION_2_T,normalized_efficiency,0.825,0.5640435606060606,0.18505566656965608
VALIDATION_3_C,normalized_efficiency,0.3605769230769231,0.6214468864468865,0.252749740524997
VALIDATION_3_T,normalized_efficiency,-0.13701923076923078,0.7581439393939394,0.18645571497127056
VALIDATION_4_C,normalized_efficiency,0.9642857142857143,0.6473214285714286,0.13911103974002575
VALIDATION_4_T,normalized_efficiency,0.45479910714285715,0.6088169642857143,0.18025935650241443
VALIDATION_5_C,normalized_efficiency,1.1875,0.8177083333333334,0.4409369062119587
VALIDATION_5_T,normalized_efficiency,1.625,0.5847800925925926,0.31172247129024233
VALIDATION_6_C,normalized_efficiency,1.0,0.6726161858974359,0.10850205754116886
VALIDATION_6_T,normalized_efficiency,0.004066224268689078,0.6140052252618273,0.14490998435593483
VALIDATION_7_C,normalized_efficiency,0.865,0.8499122807017544,0.13172616033775678
VALIDATION_7_T,normalized_efficiency,0.4105263157894737,0.7965570175438597,0.14899007250531843
VALIDATION_8_C,normalized_efficiency,0.5249999999999999,0.603125,0.1566736797008618
