config,metric,rmse,noise_ceiling,n_samples
VALIDATION_0_C,mean_contribution_rate,0.20277777777777772,0.13295664381971467,12
VALIDATION_0_C,punishment_rate,0.0,0.0,12
VALIDATION_0_C,reward_rate,0.0,0.0,12
VALIDATION_0_C,normalized_efficiency,0.20277777777777772,0.13295664381971467,12
VALIDATION_0_T,mean_contribution_rate,0.006944444444444531,0.1414963573234395,12
VALIDATION_0_T,punishment_rate,0.6916666666666667,0.1177528799679258,12
VALIDATION_0_T,reward_rate,0.0,0.0,12
VALIDATION_0_T,normalized_efficiency,0.4461538461538461,0.15924402445619576,12
VALIDATION_10_C,mean_contribution_rate,0.226010101010101,0.26444060541541303,11
VALIDATION_10_C,punishment_rate,0.0,0.0,11
VALIDATION_10_C,reward_rate,0.0,0.0,11
VALIDATION_10_C,normalized_efficiency,0.2260101010101011,0.26444060541541303,11
VALIDATION_10_T,mean_contribution_rate,0.35025252525252526,0.18258361607631757,11
VALIDATION_10_T,punishment_rate,0.13636363636363635,0.13266591451074441,11
VALIDATION_10_T,reward_rate,0.0,0.0,11
VALIDATION_10_T,normalized_efficiency,0.5073793490460157,0.28628821305543223,11
VALIDATION_11_C,mean_contribution_rate,0.05177111206050111,0.12467321894630179,11
VALIDATION_11_C,punishment_rate,0.0,0.0,11
VALIDATION_11_C,reward_rate,0.7182400932400932,0.13249985019223812,11
VALIDATION_11_C,normalized_efficiency,0.05584437492332228,0.12467321894630179,11
VALIDATION_11_T,mean_contribution_rate,0.03191416426710547,0.1334403402497714,11
VALIDATION_11_T,punishment_rate,0.7536421911421912,0.09736295660417343,11
VALIDATION_11_T,reward_rate,0.5120677933177933,0.08722980112005184,11
VALIDATION_11_T,normalized_efficiency,0.5450749907986749,0.15043076848295645,11
VALIDATION_12_C,mean_contribution_rate,0.25462962962962965,0.1484372179803833,12
VALIDATION_12_C,punishment_rate,0.0,0.0,12
VALIDATION_12_C,reward_rate,0.0,0.0,12
VALIDATION_12_C,normalized_efficiency,0.25462962962962965,0.1484372179803833,12
