metric_family,metric,distance_kind,n_treatments,mean_value,median_value
distribution_distance,final_surplus_ratio,wasserstein_1d,2,0.31263822942960295,0.31263822942960295
distribution_distance,proposer_net_surplus,wasserstein_1d,2,1.26739417989418,1.26739417989418
distribution_distance,trade_ratio,wasserstein_1d,2,0.39446239845545406,0.39446239845545406
distribution_distance,acceptance_rate,wasserstein_1d,2,0.07506613756613756,0.07506613756613756
distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,2,0.9386335299369063,0.9386335299369063
distribution_distance,declined_proposer_net_surplus,wasserstein_1d,2,1.6284108420862937,1.6284108420862937
distribution_distance,accepted_trade_ratio,wasserstein_1d,2,0.3012685844351683,0.3012685844351683
distribution_distance,declined_trade_ratio,wasserstein_1d,2,0.488367688759255,0.488367688759255
distribution_distance,final_total_surplus,wasserstein_1d,2,4.954464285714286,4.954464285714286
distribution_distance,mean_player_final_surplus,wasserstein_1d,2,1.6514880952380953,1.6514880952380953
