metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,n_treatments,model_score,median_value
distribution_distance,mean_send_field_distance,mean_wasserstein_1d,0.69585,0.69125,0.5788249999999999,0.8296,10,2.748,2.785
distribution_distance,mean_process_premium_distance,mean_wasserstein_1d,0.654,0.6479999999999999,0.5178,0.8200999999999999,5,1.5240000000000002,1.42
distribution_distance,mean_action_premium_distance,mean_wasserstein_1d,0.9548399999999999,0.9444999999999999,0.7559499999999999,1.188,10,3.7340000000000004,3.47
distribution_distance,return_pct,wasserstein_1d,4.01695,3.944,3.0639000000000003,5.1015,10,12.598000000000003,13.430000000000001
distribution_distance,process_premium_if_act,wasserstein_1d,0.625,0.6139999999999999,0.4398000000000001,0.8480000000000001,5,1.4600000000000002,1.3400000000000003
distribution_distance,process_premium_if_no_act,wasserstein_1d,0.6829999999999999,0.666,0.4916,0.9245999999999999,5,1.588,1.3199999999999998
distribution_distance,action_premium,wasserstein_1d,0.9136,0.8820000000000001,0.6636000000000001,1.2604000000000002,5,3.6,3.4400000000000004
distribution_distance,action_premium_without_check,wasserstein_1d,1.0351,0.9949999999999999,0.715,1.4349999999999998,4,3.87,3.54
distribution_distance,action_premium_after_check,wasserstein_1d,0.9660249999999999,0.9649999999999999,0.6499999999999999,1.3005,4,3.635,3.18
distribution_distance,action_premium_fast,wasserstein_1d,1.1248,1.0099999999999998,0.4789999999999998,2.1249999999999982,1,5.24,5.24
distribution_distance,action_premium_slow,wasserstein_1d,0.8314999999999999,0.76,0.36000000000000015,1.5809999999999997,1,3.4200000000000004,3.4200000000000004
distribution_distance,send_if_act,wasserstein_1d,0.68934,0.6719999999999999,0.4598,0.9691999999999995,5,2.8,2.84
distribution_distance,send_if_act_after_check,wasserstein_1d,0.69435,0.6849999999999998,0.42000000000000004,1.04025,4,2.635,2.58
distribution_distance,send_if_act_fast,wasserstein_1d,0.7681,0.67,0.28000000000000014,1.6039999999999988,1,3.58,3.58
distribution_distance,send_if_act_slow,wasserstein_1d,0.7081999999999999,0.65,0.23800000000000007,1.38,1,3.28,3.28
distribution_distance,send_if_act_without_check,wasserstein_1d,0.7027249999999999,0.6675,0.43925,1.0064999999999995,4,2.6450000000000005,2.46
distribution_distance,send_if_no_act,wasserstein_1d,0.6988599999999999,0.6839999999999999,0.4677999999999999,0.9845999999999998,5,2.9440000000000004,3.0200000000000005
distribution_distance,send_if_no_act_after_check,wasserstein_1d,0.675125,0.6675,0.43424999999999997,0.9802499999999998,4,2.22,2.09
distribution_distance,send_if_no_act_fast,wasserstein_1d,0.7204999999999999,0.6400000000000001,0.26000000000000006,1.4639999999999986,1,2.9,2.9
distribution_distance,send_if_no_act_slow,wasserstein_1d,0.6675,0.6100000000000001,0.26,1.2419999999999995,1,2.06,2.06
distribution_distance,send_if_no_act_without_check,wasserstein_1d,0.6997249999999999,0.6649999999999999,0.43950000000000006,1.0054999999999998,4,2.665,2.54
distribution_distance,joint_pattern_distribution,total_variation,0.11696999999999999,0.11599999999999999,0.08789999999999999,0.14609999999999995,10,0.508,0.6599999999999999
mean_alignment_abs_error,act_rate,,0.0666,0.06400000000000002,0.040000000000000015,0.09599999999999999,10,0.44000000000000006,0.61
mean_alignment_abs_error,check_rate,,0.066675,0.065,0.04000000000000002,0.10249999999999998,8,0.1725,0.15999999999999998
mean_alignment_abs_error,fast_rate,,0.08175,0.07500000000000001,0.020000000000000018,0.15999999999999998,2,0.39999999999999997,0.39999999999999997
mean_alignment_abs_error,mean_action_premium,,0.63672,0.608,0.34640000000000004,1.0762,5,2.152,2.8000000000000003
mean_alignment_abs_error,mean_action_premium_after_check,,0.6703749999999999,0.655,0.2492499999999999,1.1277499999999991,4,2.815,2.41
mean_alignment_abs_error,mean_action_premium_fast,,0.799,0.7,0.040000000000000036,2.0819999999999994,1,4.16,4.16
mean_alignment_abs_error,mean_action_premium_slow,,0.5665,0.41000000000000003,0.05900000000000002,1.5019999999999993,1,2.98,2.98
mean_alignment_abs_error,mean_action_premium_without_check,,0.7467,0.6925,0.38475,1.27575,4,2.71,2.74
mean_alignment_abs_error,mean_fast_premium_if_act,,0.4525,0.37000000000000005,0.04000000000000002,1.0409999999999997,1,0.38,0.38
mean_alignment_abs_error,mean_fast_premium_if_no_act,,0.42160000000000003,0.36,0.03999999999999998,1.1009999999999998,1,0.8,0.8
mean_alignment_abs_error,mean_process_premium_if_act,,0.39637500000000003,0.385,0.16975,0.6949999999999998,4,0.41,0.38
mean_alignment_abs_error,mean_process_premium_if_no_act,,0.46785000000000004,0.45999999999999996,0.18474999999999994,0.7802499999999999,4,0.585,0.51
mean_alignment_abs_error,mean_return_pct,,3.0102100000000003,2.962999999999999,1.8077000000000012,4.124899999999997,10,10.469999999999999,10.659999999999997
mean_alignment_abs_error,mean_send_if_act,,0.56138,0.5339999999999999,0.30720000000000003,0.9003999999999996,5,1.1280000000000001,1.2599999999999998
mean_alignment_abs_error,mean_send_if_act_after_check,,0.5687,0.5425000000000001,0.2495,1.0257499999999997,4,1.305,1.2799999999999998
mean_alignment_abs_error,mean_send_if_act_fast,,0.6581,0.56,0.08000000000000007,1.6039999999999992,1,2.54,2.54
mean_alignment_abs_error,mean_send_if_act_slow,,0.5640000000000001,0.45999999999999996,0.05999999999999961,1.38,1,2.1599999999999993,2.1599999999999993
mean_alignment_abs_error,mean_send_if_act_without_check,,0.5866250000000001,0.5575,0.2794999999999998,0.9849999999999999,4,1.215,1.02
mean_alignment_abs_error,mean_send_if_no_act,,0.5639799999999999,0.5359999999999998,0.26740000000000025,0.8967999999999998,5,1.0239999999999998,1.4400000000000004
mean_alignment_abs_error,mean_send_if_no_act_after_check,,0.558975,0.55,0.2597499999999998,0.8999999999999999,4,1.5099999999999998,1.2699999999999996
mean_alignment_abs_error,mean_send_if_no_act_fast,,0.5917,0.4400000000000004,0.020000000000000462,1.4639999999999986,1,1.62,1.62
mean_alignment_abs_error,mean_send_if_no_act_slow,,0.5109,0.4500000000000002,0.040000000000000036,1.241999999999999,1,0.8199999999999998,0.8199999999999998
mean_alignment_abs_error,mean_send_if_no_act_without_check,,0.578175,0.5449999999999999,0.28500000000000014,0.9264999999999994,4,1.495,1.72
mean_alignment_abs_error,pattern_checked_act,,0.07216249999999999,0.0675,0.04500000000000001,0.10512499999999998,8,0.4175,0.39
mean_alignment_abs_error,pattern_checked_no_act,,0.0559125,0.05499999999999999,0.030000000000000006,0.08762499999999995,8,0.245,0.2
