bootstrap_iter,metric_family,metric,distance_kind,n_treatments,mean_value,median_value,score
0,mean_alignment_abs_error,act_rate,,10,0.08199999999999999,0.08,0.08199999999999999
0,mean_alignment_abs_error,check_rate,,8,0.06749999999999999,0.07999999999999996,0.06749999999999999
0,mean_alignment_abs_error,fast_rate,,2,0.09999999999999998,0.09999999999999998,0.09999999999999998
0,mean_alignment_abs_error,mean_action_premium,,5,0.45999999999999996,0.21999999999999975,0.45999999999999996
0,mean_alignment_abs_error,mean_action_premium_after_check,,4,0.8200000000000001,0.7000000000000002,0.8200000000000001
0,mean_alignment_abs_error,mean_action_premium_fast,,1,0.3599999999999999,0.3599999999999999,0.3599999999999999
0,mean_alignment_abs_error,mean_action_premium_slow,,1,1.3199999999999998,1.3199999999999998,1.3199999999999998
0,mean_alignment_abs_error,mean_action_premium_without_check,,4,0.8100000000000002,1.0100000000000002,0.8100000000000002
0,mean_alignment_abs_error,mean_fast_premium_if_act,,1,0.9799999999999999,0.9799999999999999,0.9799999999999999
0,mean_alignment_abs_error,mean_fast_premium_if_no_act,,1,0.020000000000000004,0.020000000000000004,0.020000000000000004
0,mean_alignment_abs_error,mean_process_premium_if_act,,4,0.77,0.78,0.77
0,mean_alignment_abs_error,mean_process_premium_if_no_act,,4,0.49,0.48000000000000004,0.49
0,mean_alignment_abs_error,mean_return_pct,,10,2.724,2.4200000000000017,2.724
0,mean_alignment_abs_error,mean_send_if_act,,5,0.708,0.7800000000000002,0.708
0,mean_alignment_abs_error,mean_send_if_act_after_check,,4,0.7000000000000002,0.4400000000000004,0.7000000000000002
0,mean_alignment_abs_error,mean_send_if_act_fast,,1,0.5,0.5,0.5
0,mean_alignment_abs_error,mean_send_if_act_slow,,1,1.4800000000000004,1.4800000000000004,1.4800000000000004
0,mean_alignment_abs_error,mean_send_if_act_without_check,,4,0.5900000000000001,0.5700000000000003,0.5900000000000001
0,mean_alignment_abs_error,mean_send_if_no_act,,5,0.52,0.5200000000000005,0.52
0,mean_alignment_abs_error,mean_send_if_no_act_after_check,,4,0.7000000000000002,0.7800000000000001,0.7000000000000002
0,mean_alignment_abs_error,mean_send_if_no_act_fast,,1,0.14000000000000012,0.14000000000000012,0.14000000000000012
0,mean_alignment_abs_error,mean_send_if_no_act_slow,,1,0.1599999999999997,0.1599999999999997,0.1599999999999997
0,mean_alignment_abs_error,mean_send_if_no_act_without_check,,4,0.9100000000000001,1.1,0.9100000000000001
0,mean_alignment_abs_error,pattern_checked_act,,8,0.06249999999999998,0.06999999999999995,0.06249999999999998
0,mean_alignment_abs_error,pattern_checked_no_act,,8,0.03500000000000002,0.030000000000000006,0.03500000000000002
0,mean_alignment_abs_error,pattern_fast_act,,2,0.08999999999999998,0.08999999999999998,0.08999999999999998
0,mean_alignment_abs_error,pattern_fast_no_act,,2,0.16999999999999998,0.16999999999999998,0.16999999999999998
0,mean_alignment_abs_error,pattern_slow_act,,2,0.09999999999999999,0.09999999999999999,0.09999999999999999
0,mean_alignment_abs_error,pattern_slow_no_act,,2,0.020000000000000018,0.020000000000000018,0.020000000000000018
0,mean_alignment_abs_error,pattern_unchecked_act,,8,0.0525,0.06,0.0525
0,mean_alignment_abs_error,pattern_unchecked_no_act,,8,0.065,0.06,0.065
0,distribution_distance,joint_pattern_distribution,total_variation,10,0.124,0.11,0.124
0,distribution_distance,mean_send_field_distance,mean_wasserstein_1d,10,0.7569999999999999,0.7300000000000001,0.7569999999999999
0,distribution_distance,return_pct,wasserstein_1d,10,4.196,3.489999999999998,4.196
