custom_id,input_token_estimate
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0001,44187
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0002,44198
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0003,44188
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0004,44195
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0005,44194
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0006,44194
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0007,44205
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0008,44203
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0009,44210
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0010,44204
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0011,44192
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0012,44198
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0013,44204
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0014,44198
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0015,44209
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0016,44208
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0017,44195
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0018,44192
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0019,44202
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0020,44208
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0021,44205
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0022,44195
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0023,44192
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0024,44207
simbenchpop__simbenchpop__ctx_000__twin_profile_batched_seed_0__s0025,44190
