custom_id,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_players,num_rounds,model_label,mean_contribution_rate,punish_actor_round_rate,reward_actor_round_rate,punish_targets_per_actor_round,reward_targets_per_actor_round,actor_rounds,mean_total_contribution_rate,first_round_total_contribution_rate,total_contribution_rate_sd,final_total_contribution_rate,mean_round_normalized_efficiency,first_round_normalized_efficiency,final_round_normalized_efficiency,mean_within_round_contribution_rate_var,messages_per_round,rounds_with_chat_rate,observed_rounds,total_contribution_rate_decay_slope,round_normalized_efficiency_decay_slope,total_contribution_rate_rmse_to_treatment_mean,round_normalized_efficiency_rmse_to_treatment_mean
trajectory_completion_compact__VALIDATION_0_C__tjEFcmYxtEBx3PZzY__k0__rep1,tjEFcmYxtEBx3PZzY,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.35,0.0,0.0,0.0,0.0,60,0.35000000000000003,0.5,0.19790570145063194,0.0,0.3509615384615385,0.5,0.0,0.18833333333333335,4.833333333333333,1.0,6,-0.24285714285714285,-0.2458791208791209,0.4123748095350814,0.46979561917293083
trajectory_completion_compact__VALIDATION_0_C__kkGkkWk4kCvb4t5fK__k0__rep1,kkGkkWk4kCvb4t5fK,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.5166666666666667,0.0,0.0,0.0,0.0,60,0.5166666666666667,0.8,0.27335365778094545,0.0,0.5160256410256411,0.7980769230769231,0.0,0.17500000000000002,4.0,1.0,6,-0.4714285714285714,-0.46978021978021983,0.34191349109233243,0.3922269889392011
trajectory_completion_compact__VALIDATION_0_C__4HwmGmWXPq5jBJust__k0__rep1,4HwmGmWXPq5jBJust,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.35,0.0,0.0,0.0,0.0,60,0.35000000000000003,0.5,0.1707825127659933,0.6,0.3493589743589744,0.5,0.5961538461538461,0.19833333333333333,4.5,1.0,6,0.10000000000000002,0.09890109890109891,0.3960653965621201,0.45512907332623576
trajectory_completion_compact__VALIDATION_0_C__eKvYkv4QEg8DiocsW__k0__rep1,eKvYkv4QEg8DiocsW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.26666666666666666,0.0,0.0,0.0,0.0,60,0.26666666666666666,0.6,0.19720265943665388,0.0,0.266025641025641,0.5961538461538461,0.0,0.15666666666666668,3.0,1.0,6,-0.5714285714285715,-0.5714285714285715,0.4897819074572151,0.5588344161694411
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,5mhtM66ewYHNxSp4q,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.21666666666666667,0.0,0.0,0.0,0.0,60,0.21666666666666667,0.5,0.15723301886761004,0.2,0.21634615384615385,0.5,0.20192307692307693,0.14500000000000002,2.8333333333333335,1.0,6,-0.35714285714285715,-0.3557692307692308,0.5195236620125656,0.5873806668296491
trajectory_completion_compact__VALIDATION_0_C__K3BKmGpJcMFNK3TJz__k0__rep1,K3BKmGpJcMFNK3TJz,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.18333333333333332,0.0,0.0,0.0,0.0,60,0.18333333333333335,0.5,0.17716909687891083,0.0,0.1826923076923077,0.5,0.0,0.11833333333333333,4.0,1.0,6,-0.41428571428571426,-0.41208791208791207,0.557854041562166,0.6249506055755938
trajectory_completion_compact__VALIDATION_0_C__DLhhTyaSmN26NPemM__k0__rep1,DLhhTyaSmN26NPemM,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.36666666666666664,0.0,0.0,0.0,0.0,60,0.3666666666666667,0.6,0.12472191289246472,0.3,0.3669871794871795,0.5961538461538461,0.2980769230769231,0.21666666666666667,4.166666666666667,1.0,6,-0.22857142857142856,-0.22664835164835165,0.36757113474081476,0.4332035046138316
trajectory_completion_compact__VALIDATION_0_C__pYDEzMS4KKQzGsFQW__k0__rep1,pYDEzMS4KKQzGsFQW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.31666666666666665,0.0,0.0,0.0,0.0,60,0.3166666666666667,0.6,0.2852873794770615,0.2,0.31570512820512825,0.5961538461538461,0.20192307692307693,0.13500000000000004,6.833333333333333,1.0,6,-0.0428571428571428,-0.03983516483516478,0.48710902861814914,0.5411094581401973
trajectory_completion_compact__VALIDATION_0_C__F9zgaNoZPFFagrLwk__k0__rep1,F9zgaNoZPFFagrLwk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.4166666666666667,0.0,0.0,0.0,0.0,60,0.4166666666666667,0.5,0.18633899812498245,0.1,0.4166666666666667,0.5,0.09615384615384616,0.20833333333333334,5.166666666666667,1.0,6,-0.1285714285714286,-0.12912087912087913,0.3518959524019457,0.4087183582810816
trajectory_completion_compact__VALIDATION_0_C__AaPW26f94YzzFxPLk__k0__rep1,AaPW26f94YzzFxPLk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.38333333333333336,0.0,0.0,0.0,0.0,60,0.3833333333333333,0.6,0.16749792701868146,0.1,0.3814102564102564,0.5961538461538461,0.09615384615384616,0.20833333333333334,5.0,1.0,6,-0.41428571428571437,-0.4148351648351648,0.3702566955183008,0.43743593255566665
