treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_6_C,144,6.0244896341717125,0.0
VALIDATION_17_C,132,5.189105708371588,0.0
VALIDATION_7_C,154,4.875714104524606,0.11363636363636363
VALIDATION_13_T,176,3.976818081321403,0.09090909090909091
VALIDATION_13_C,150,3.3277775276770893,0.1
VALIDATION_11_C,150,2.48413626910384,0.25
VALIDATION_12_C,168,2.3169268540700996,0.27083333333333337
VALIDATION_11_T,176,2.2567578932903616,0.36363636363636365
VALIDATION_16_T,120,2.182769031638889,0.25
VALIDATION_15_C,143,2.0454171932272556,0.09090909090909091
VALIDATION_10_T,150,2.008086963003002,0.3
VALIDATION_0_C,140,1.985813702014993,0.3
VALIDATION_16_C,140,1.9323697779932656,0.2
VALIDATION_7_T,180,1.903302442464672,0.3333333333333333
VALIDATION_15_T,126,1.8098797064532524,0.16666666666666666
VALIDATION_1_C,96,1.7989294828962814,0.125
VALIDATION_14_T,160,1.7487796873821275,0.35
VALIDATION_6_T,143,1.737148050689822,0.09090909090909091
VALIDATION_18_C,168,1.7155500523457463,0.3333333333333333
VALIDATION_17_T,104,1.6848197384677426,0.75
VALIDATION_14_C,180,1.6073141212820834,0.3333333333333333
VALIDATION_9_C,143,1.584682940741245,0.09090909090909091
VALIDATION_19_T,140,1.371286024344581,0.3
VALIDATION_10_C,140,1.295786143348067,0.3
VALIDATION_9_T,154,1.2860300331104777,0.2727272727272727
VALIDATION_8_C,180,1.2462604723095725,0.25
VALIDATION_18_T,150,1.1549828802386197,0.5
VALIDATION_3_T,160,1.148334139462754,0.4
VALIDATION_19_C,130,1.0799656635544714,0.2
VALIDATION_2_C,117,1.075686982544279,0.1111111111111111
VALIDATION_5_T,192,1.0683560520507203,0.4166666666666667
VALIDATION_5_C,135,1.0482713621709185,0.3888888888888889
VALIDATION_0_T,180,1.0391029065904671,0.4166666666666667
VALIDATION_8_T,176,0.9836021600675963,0.36363636363636365
VALIDATION_4_C,180,0.8673306176573107,0.5208333333333333
VALIDATION_1_T,104,0.8363465680869863,0.375
VALIDATION_3_C,135,0.8138927217309408,0.4444444444444444
VALIDATION_2_T,154,0.728233193581266,0.36363636363636365
VALIDATION_12_T,180,0.7077782103257578,0.5416666666666666
VALIDATION_4_T,128,0.655232611779708,0.5555555555555556
