treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_0_C,final_round_normalized_efficiency,10,10,0.17948861034228203,0.2731795634738752,0.6570352776753264,0.42001756684723535,0.20192307692307693,0.4606711216973225,0.4383237138440548,0.824797568882107
VALIDATION_0_T,final_round_normalized_efficiency,12,12,0.14135187717350403,0.28614540806108135,0.493986180422405,0.7052477370389493,0.0961538461538462,0.2673735168276652,0.3596236728853811,1.022697147390766
VALIDATION_10_C,final_round_normalized_efficiency,10,10,0.16071082057278313,0.5043570131399739,0.31864496058505515,1.1436777722376636,0.1451310861423221,0.791198501872659,0.18343195266272191,1.6959115104379272
VALIDATION_10_T,final_round_normalized_efficiency,10,10,0.1613532526482248,1.0313056339783557,0.1564553196764667,1.8549848070390078,0.25280898876404495,0.294943820224719,0.8571428571428575,0.15415067982725783
VALIDATION_11_C,final_round_normalized_efficiency,10,10,0.10550762799157332,0.23838838681861213,0.44258711340604545,0.8151179674554704,0.08865248226950354,0.36300832664999794,0.24421611230692147,1.4097017395192915
VALIDATION_11_T,final_round_normalized_efficiency,11,11,0.13291979185748834,0.47564151189004067,0.2794537241489067,1.2749185666459555,0.17398049645390068,0.4131591790841922,0.4210979817501465,0.864889736629952
VALIDATION_12_C,final_round_normalized_efficiency,12,12,0.1870518088724178,0.20817768394941574,0.8985199821795921,0.10700633351823546,0.1593137254901961,0.17717086834733897,0.8992094861660078,0.10623925033651523
VALIDATION_12_T,final_round_normalized_efficiency,12,12,0.13167684802111546,0.32123983268754447,0.4099019941564706,0.8918371865008282,0.17003676470588236,0.3865108543417367,0.4399275280262711,0.8211452746670543
VALIDATION_13_C,final_round_normalized_efficiency,10,10,0.14219908139095375,0.19457814395275885,0.7308070603524613,0.31360579339679107,0.13177981321839077,0.21219405594405594,0.6210344235709127,0.4763687661036407
VALIDATION_13_T,final_round_normalized_efficiency,11,11,0.20034864008920225,0.2735662484795471,0.7323587657568112,0.3114847679348941,0.4031968390804597,0.28871880412533446,1.3965035644350678,0.33397165880590063
VALIDATION_14_C,final_round_normalized_efficiency,12,12,0.0882689154089317,0.3235742334137886,0.2727934003819547,1.2990405454537246,0.16927083333333337,0.45166666666666655,0.3747693726937271,0.9814444483556438
VALIDATION_14_T,final_round_normalized_efficiency,10,10,0.2883912062584819,1.0724088604114053,0.2689190819887922,1.3133447550834232,0.2890625000000001,0.203125,1.4230769230769236,0.35282137462274277
VALIDATION_15_C,final_round_normalized_efficiency,11,11,0.09312312830485456,0.2494339166468441,0.37333787464317064,0.9852714392123115,0.11778846153846151,0.39239926739926745,0.3001750291715285,1.203389543883621
VALIDATION_15_T,final_round_normalized_efficiency,9,9,0.36682968852224596,0.6815117251382604,0.5382588075763862,0.6194157795155072,0.3846153846153845,0.2234848484848485,1.7209908735332458,0.5429002142131599
VALIDATION_16_C,final_round_normalized_efficiency,10,10,0.07453559924999298,0.33781024752987077,0.2206433931327148,1.5112074864625973,0.1111111111111111,0.3974960876369328,0.27952755905511806,1.2746543899772214
VALIDATION_16_T,final_round_normalized_efficiency,8,8,0.08144859395219861,0.9836276043157709,0.08280429869478473,2.491275302334863,0.019444444444444445,0.6251956181533647,0.031101376720901127,3.470503193223637
VALIDATION_17_C,final_round_normalized_efficiency,11,11,0.10658265480259355,0.13585255991392448,0.784546532432836,0.24264939380349154,0.0,0.1642625328190076,0.0,
VALIDATION_17_T,final_round_normalized_efficiency,8,8,0.13497977263199315,0.2031456740393295,0.6644481762671487,0.40879839293387626,0.2271880125242285,0.1366218846129701,1.662896198276133,0.5085607799079835
VALIDATION_18_C,final_round_normalized_efficiency,12,12,0.0,0.4197840765343599,0.0,,0.0,0.5658783783783783,0.0,
VALIDATION_18_T,final_round_normalized_efficiency,10,10,0.020270270270270268,0.5506993448647906,0.03680823385625615,3.3020337127407586,0.0,0.9142736486486485,0.0,
VALIDATION_19_C,final_round_normalized_efficiency,10,10,0.1481411515455783,0.5726657662189238,0.25868693448133506,1.352136695583002,0.08203125,0.4084821428571428,0.20081967213114757,1.605347927182575
VALIDATION_19_T,final_round_normalized_efficiency,10,10,0.2012230669089655,4.998625867457863,0.04025567670886738,3.2125042488170887,0.3828125,0.78125,0.49,0.7133498878774648
VALIDATION_1_C,final_round_normalized_efficiency,8,8,0.14986948669342173,0.32795732377770404,0.4569786244353129,0.7831186628463775,0.2145214521452145,0.5486798679867986,0.3909774436090226,0.9391054096403263
VALIDATION_1_T,final_round_normalized_efficiency,8,8,0.07471439882951662,1.0400321086678523,0.07183855018208637,2.633334036398874,0.028877887788778873,0.726072607260726,0.03977272727272727,3.2245738459828384
VALIDATION_2_C,final_round_normalized_efficiency,9,9,0.07240580380791792,0.25322935632098775,0.28592973918923514,1.2520091655139134,0.05787037037037035,0.37037037037037035,0.15624999999999994,1.8562979903656265
VALIDATION_2_T,final_round_normalized_efficiency,11,11,0.20909716113231303,0.33690742263793927,0.6206368488266323,0.477009152599979,0.14467592592592593,0.4224537037037036,0.3424657534246576,1.0715836162801902
VALIDATION_3_C,final_round_normalized_efficiency,9,9,0.2715841307786099,0.47510244271459245,0.5716327813994385,0.5592584843269428,0.3477218225419664,0.6624700239808152,0.5248868778280543,0.6445725104113881
VALIDATION_3_T,final_round_normalized_efficiency,10,10,0.2281795372855459,0.1893675316367268,1.204955967442582,0.18644302473353425,0.1746103117505995,0.17386091127098324,1.0043103448275859,0.004301081899390259
VALIDATION_4_C,final_round_normalized_efficiency,12,12,0.2586597706221735,0.29473215844212747,0.8776095964192621,0.13055343523671048,0.45485175202156347,0.4405185365207017,1.0325371450065828,0.03201902099923795
VALIDATION_4_T,final_round_normalized_efficiency,8,9,0.1114282054862109,0.42141447610039706,0.264414755082273,1.3302363666529495,0.0,0.5418084338591609,0.0,
