config_feature,config_value,n_games,n_player_round_rows,share_any,mean_units,median_units,p95_units,mean_targets,conditional_mean_units_if_any,delta_vs_overall_mean_units,delta_vs_overall_share_any
CONFIG_MPCR,0.06,1,204,0.06862745098039216,0.1323529411764706,0.0,1.0,0.07352941176470588,1.9285714285714286,-0.5602225802613382,-0.10247710185974446
CONFIG_MPCR,0.07,2,828,0.07608695652173914,0.1111111111111111,0.0,1.0,0.08574879227053141,1.4603174603174602,-0.5814644103266977,-0.09501759631839748
CONFIG_MPCR,0.1,2,300,0.19666666666666666,0.6966666666666667,0.0,4.0,0.37333333333333335,3.542372881355932,0.004091145228857895,0.025562113826530036
CONFIG_MPCR,0.11,3,713,0.22580645161290322,0.6115007012622721,0.0,3.0,0.364656381486676,2.7080745341614905,-0.08107482017553669,0.0547018987727666
CONFIG_MPCR,0.12,2,308,0.16558441558441558,0.6168831168831169,0.0,5.0,0.3474025974025974,3.7254901960784315,-0.07569240455469184,-0.005520137255721036
CONFIG_MPCR,0.13,3,797,0.164366373902133,0.821831869510665,0.0,4.0,0.33500627352572143,5.0,0.12925634807285624,-0.0067381789380036305
CONFIG_MPCR,0.14,1,180,0.2833333333333333,0.7611111111111111,0.0,4.0,0.6055555555555555,2.6862745098039214,0.06853558967330231,0.1122287804931967
CONFIG_MPCR,0.15,1,30,0.2,0.3333333333333333,0.0,2.0,0.26666666666666666,1.6666666666666667,-0.35924218810447545,0.02889544715986339
CONFIG_MPCR,0.16,2,348,0.2614942528735632,0.8017241379310345,0.0,4.0,0.5114942528735632,3.065934065934066,0.10914861649322571,0.09038970003342658
CONFIG_MPCR,0.17,3,487,0.17864476386036962,0.433264887063655,0.0,3.0,0.2402464065708419,2.425287356321839,-0.25931063437415375,0.007540211020233001
CONFIG_MPCR,0.18,2,338,0.17159763313609466,0.3224852071005917,0.0,2.0,0.29289940828402367,1.8793103448275863,-0.37009031433721706,0.0004930802959580427
CONFIG_MPCR,0.19,5,1430,0.12867132867132866,0.3944055944055944,0.0,3.0,0.22657342657342658,3.0652173913043477,-0.29816992703221434,-0.04243322416880796
CONFIG_MPCR,0.2,2,404,0.18564356435643564,0.6262376237623762,0.0,4.0,0.31435643564356436,3.3733333333333335,-0.06633789767543252,0.014539011516299022
CONFIG_MPCR,0.22,4,688,0.12936046511627908,0.5043604651162791,0.0,4.0,0.3066860465116279,3.898876404494382,-0.18821505632152968,-0.04174408772385754
CONFIG_MPCR,0.23,4,579,0.08808290155440414,0.2538860103626943,0.0,1.0,0.16407599309153714,2.8823529411764706,-0.43868951107511445,-0.08302165128573248
CONFIG_MPCR,0.24,6,1057,0.04257332071901608,0.09649952696310313,0.0,0.0,0.06338694418164617,2.2666666666666666,-0.5960759944747056,-0.12853123212112055
CONFIG_MPCR,0.25,4,260,0.23461538461538461,0.9692307692307692,0.0,4.0,0.3730769230769231,4.131147540983607,0.27665524779296047,0.063510831775248
CONFIG_MPCR,0.26,2,574,0.24912891986062718,0.5627177700348432,0.0,3.0,0.47038327526132406,2.2587412587412588,-0.12985775140296552,0.07802436702049056
CONFIG_MPCR,0.27,1,195,0.3076923076923077,1.5435897435897437,0.0,8.0,0.5897435897435898,5.016666666666667,0.8510142221519349,0.1365877548521711
CONFIG_MPCR,0.28,1,160,0.23125,1.075,0.0,6.0,0.53125,4.648648648648648,0.3824244785621912,0.06014544715986339
CONFIG_MPCR,0.29,2,160,0.1125,0.64375,0.0,3.0,0.14375,5.722222222222222,-0.04882552143780872,-0.05860455284013662
CONFIG_MPCR,0.3,6,987,0.1894630192502533,0.7446808510638298,0.0,4.0,0.28976697061803447,3.93048128342246,0.05210532962602099,0.01835846641011668
CONFIG_MPCR,0.31,1,216,0.14814814814814814,1.537037037037037,0.0,3.0,0.3148148148148148,10.375,0.8444615155992282,-0.02295640469198848
CONFIG_MPCR,0.32,4,831,0.28640192539109505,0.914560770156438,0.0,4.5,0.4151624548736462,3.19327731092437,0.22198524871862924,0.11529737255095843
CONFIG_MPCR,0.34,4,770,0.24415584415584415,0.6415584415584416,0.0,4.0,0.45454545454545453,2.627659574468085,-0.05101707987936721,0.07305129131570753
CONFIG_MPCR,0.36,7,813,0.23001230012300122,0.6014760147601476,0.0,4.0,0.34932349323493234,2.6149732620320854,-0.0910995066776612,0.0589077472828646
CONFIG_MPCR,0.37,2,282,0.14893617021276595,0.48226950354609927,0.0,3.0,0.3191489361702128,3.238095238095238,-0.2103060178917095,-0.02216838262737067
CONFIG_MPCR,0.38,3,407,0.22604422604422605,1.1425061425061425,0.0,5.0,0.36855036855036855,5.054347826086956,0.4499306210683337,0.054939673204089434
CONFIG_MPCR,0.4,9,1195,0.1606694560669456,0.693723849372385,0.0,4.0,0.27531380753138074,4.317708333333333,0.0011483279345761987,-0.010435096773191016
CONFIG_MPCR,0.41,1,56,0.375,1.0,0.0,4.0,0.8571428571428571,2.6666666666666665,0.30742447856219124,0.20389544715986338
CONFIG_MPCR,0.42,5,807,0.12019826517967781,0.7149938042131351,0.0,2.0,0.18587360594795538,5.948453608247423,0.022418282775326315,-0.05090628766045881
CONFIG_MPCR,0.43,2,138,0.34782608695652173,1.4420289855072463,0.0,7.150000000000006,0.7608695652173914,4.145833333333333,0.7494534640694376,0.1767215341163851
CONFIG_MPCR,0.44,2,608,0.14967105263157895,0.3667763157894737,0.0,2.0,0.18092105263157895,2.4505494505494507,-0.3257992056483351,-0.021433500208557665
CONFIG_MPCR,0.45,4,649,0.10477657935285054,0.2942989214175655,0.0,2.0,0.16640986132511557,2.8088235294117645,-0.3982766000202433,-0.06632797348728608
CONFIG_MPCR,0.46,5,818,0.18704156479217604,0.9376528117359413,0.0,5.0,0.24816625916870416,5.0130718954248366,0.24507729029813252,0.01593701195203942
CONFIG_MPCR,0.47,2,383,0.1462140992167102,0.6344647519582245,0.0,2.0,0.25326370757180156,4.339285714285714,-0.05811076947958427,-0.02489045362342643
CONFIG_MPCR,0.48,4,662,0.11329305135951662,0.2598187311178248,0.0,1.0,0.14350453172205438,2.2933333333333334,-0.432756790319984,-0.05781150148062
CONFIG_MPCR,0.49,1,156,0.3269230769230769,1.1987179487179487,0.0,6.0,0.5897435897435898,3.6666666666666665,0.5061424272801399,0.1558185240829403
CONFIG_MPCR,0.5,5,502,0.07569721115537849,0.1294820717131474,0.0,1.0,0.099601593625498,1.7105263157894737,-0.5630934497246614,-0.09540734168475813
CONFIG_MPCR,0.51,2,477,0.25366876310272535,0.9308176100628931,0.0,5.0,0.5408805031446541,3.669421487603306,0.23824208862508434,0.08256421026258873
CONFIG_MPCR,0.52,4,1039,0.21270452358036573,0.6063522617901829,0.0,3.0,0.41000962463907603,2.8506787330316743,-0.0862232596476259,0.041599970740229114
CONFIG_MPCR,0.54,5,508,0.24803149606299213,1.0925196850393701,0.0,6.0,0.4645669291338583,4.404761904761905,0.3999441636015614,0.07692694322285551
CONFIG_MPCR,0.55,4,445,0.20224719101123595,0.9393258426966292,0.0,5.0,0.47191011235955055,4.644444444444445,0.24675032125882046,0.03114263817109933
CONFIG_MPCR,0.56,4,746,0.19436997319034852,2.6769436997319036,0.0,10.0,0.40214477211796246,13.772413793103448,1.984368178294095,0.023265420350211896
CONFIG_MPCR,0.57,2,524,0.16984732824427481,0.9465648854961832,0.0,3.0,0.2767175572519084,5.573033707865169,0.25398936405837447,-0.0012572245958618056
CONFIG_MPCR,0.58,2,395,0.08607594936708861,0.6151898734177215,0.0,2.0,0.13670886075949368,7.147058823529412,-0.0773856480200873,-0.08502860347304801
CONFIG_MPCR,0.59,4,480,0.18541666666666667,0.5583333333333333,0.0,4.0,0.32083333333333336,3.0112359550561796,-0.1342421881044754,0.014312113826530054
CONFIG_MPCR,0.6,5,256,0.13671875,0.453125,0.0,3.0,0.3125,3.3142857142857145,-0.23945052143780876,-0.03438580284013662
CONFIG_MPCR,0.61,2,301,0.07973421926910298,0.5880398671096345,0.0,1.0,0.09302325581395349,7.375,-0.10453565432817424,-0.09137033357103364
CONFIG_MPCR,0.62,4,685,0.11532846715328467,0.47883211678832116,0.0,2.0,0.15036496350364964,4.151898734177215,-0.2137434046494876,-0.05577608568685195
CONFIG_MPCR,0.63,6,1145,0.14847161572052403,0.7082969432314411,0.0,4.0,0.19825327510917032,4.770588235294118,0.01572142179363234,-0.02263293711961259
CONFIG_MPCR,0.64,2,192,0.22916666666666666,0.5677083333333334,0.0,2.0,0.2552083333333333,2.477272727272727,-0.12486718810447539,0.05806211382653004
CONFIG_MPCR,0.65,3,210,0.02857142857142857,0.047619047619047616,0.0,0.0,0.02857142857142857,1.6666666666666667,-0.6449564738187612,-0.14253312426870804
CONFIG_MPCR,0.66,3,513,0.24171539961013644,0.9649122807017544,0.0,4.0,0.33528265107212474,3.9919354838709675,0.2723367592639456,0.07061084676999982
CONFIG_MPCR,0.67,2,801,0.26841448189762795,1.8564294631710363,0.0,8.0,0.4706616729088639,6.916279069767442,1.1638539417332274,0.09730992905749133
CONFIG_MPCR,0.68,3,509,0.18860510805500982,0.3929273084479371,0.0,2.0,0.22593320235756384,2.0833333333333335,-0.29964821298987165,0.017500555214873204
CONFIG_MPCR,0.69,3,375,0.10666666666666667,0.624,0.0,4.0,0.29333333333333333,5.85,-0.06857552143780876,-0.06443788617346995
CONFIG_MPCR,0.7,3,236,0.08898305084745763,0.1228813559322034,0.0,1.0,0.1016949152542373,1.380952380952381,-0.5696941655056054,-0.082121501992679
CONFIG_allOrNothing,False,91,14567,0.16633486647902793,0.6619756984966019,0.0,3.0,0.26992517333699456,3.979777135782088,-0.03059982294120689,-0.004769686361108694
CONFIG_allOrNothing,True,92,15590,0.1755612572161642,0.7211674150096216,0.0,4.0,0.3116741500962155,4.107782243332116,0.0285918935718128,0.004456704376027576
CONFIG_chat,False,92,14946,0.21530844373076408,0.9212498327311656,0.0,4.0,0.3855881172219992,4.278744561839652,0.2286743112933568,0.044203890890627456
CONFIG_chat,True,91,15211,0.12767076457826573,0.4678850831635001,0.0,3.0,0.19906646505818157,3.664778578784758,-0.22469043827430868,-0.04343378826187089
CONFIG_defaultContribProp,0,96,15976,0.16543565348022032,0.6806459689534301,0.0,3.0,0.2811717576364547,4.114264093832766,-0.011929552484378658,-0.005668899359916296
CONFIG_defaultContribProp,1,87,14181,0.17749100909667864,0.7060150906142021,0.0,4.0,0.30315210492913053,3.977751291219706,0.013439569176393329,0.006386456256542022
CONFIG_numRounds,1,3,35,0.17142857142857143,0.4857142857142857,0.0,3.299999999999997,0.42857142857142855,2.8333333333333335,-0.20686123572352305,0.00032401858843481013
CONFIG_numRounds,10,8,830,0.21566265060240963,0.808433734939759,0.0,4.0,0.2674698795180723,3.7486033519553073,0.11585821350195025,0.04455809776227301
CONFIG_numRounds,11,7,704,0.2713068181818182,1.2940340909090908,0.0,3.0,0.3693181818181818,4.769633507853404,0.6014585694712821,0.10020226534168156
CONFIG_numRounds,12,8,1104,0.14583333333333334,0.6422101449275363,0.0,2.0,0.24003623188405798,4.403726708074534,-0.05036537651027251,-0.025271219506803277
CONFIG_numRounds,13,5,663,0.28355957767722473,1.2262443438914028,0.0,6.0,0.49321266968325794,4.324468085106383,0.533668822453594,0.11245502483708811
CONFIG_numRounds,14,6,1078,0.17625231910946196,0.4777365491651206,0.0,2.1499999999999773,0.29035250463821893,2.710526315789474,-0.21483897227268817,0.005147766269325338
CONFIG_numRounds,15,5,825,0.12363636363636364,0.5684848484848485,0.0,3.0,0.23636363636363636,4.598039215686274,-0.12409067295296028,-0.04746818920377298
CONFIG_numRounds,16,5,992,0.17842741935483872,0.8629032258064516,0.0,4.0,0.3316532258064516,4.836158192090395,0.17032770436864286,0.007322866514702098
CONFIG_numRounds,17,9,1496,0.2072192513368984,0.7179144385026738,0.0,4.0,0.3429144385026738,3.464516129032258,0.02533891706486502,0.03611469849676177
CONFIG_numRounds,18,6,1170,0.18717948717948718,0.6324786324786325,0.0,4.0,0.382051282051282,3.3789954337899544,-0.06009688895917631,0.01607493433935056
CONFIG_numRounds,19,5,855,0.07485380116959064,0.4807017543859649,0.0,2.0,0.1847953216374269,6.421875,-0.21187376705184385,-0.09625075167054598
CONFIG_numRounds,2,5,132,0.14393939393939395,0.3409090909090909,0.0,3.0,0.2196969696969697,2.3684210526315788,-0.3516664305287179,-0.02716515890074267
CONFIG_numRounds,20,7,1420,0.21267605633802816,1.7929577464788733,0.0,5.0,0.44014084507042256,8.43046357615894,1.1003822250410646,0.04157150349789154
CONFIG_numRounds,21,8,1743,0.21055651176133103,0.8301778542742398,0.0,4.0,0.30120481927710846,3.9427792915531334,0.13760233283643108,0.03945195892119441
CONFIG_numRounds,22,6,1320,0.0856060606060606,0.225,0.0,1.0,0.1159090909090909,2.6283185840707963,-0.4675755214378088,-0.08549849223407602
CONFIG_numRounds,23,6,1426,0.13955119214586256,0.6283309957924264,0.0,4.0,0.2138849929873773,4.50251256281407,-0.06424452564538241,-0.03155336069427406
CONFIG_numRounds,24,6,1560,0.2705128205128205,0.8006410256410257,0.0,4.0,0.45705128205128204,2.9597156398104265,0.10806550420321692,0.09940826767268388
CONFIG_numRounds,25,5,1250,0.1872,0.7512,0.0,4.0,0.3576,4.012820512820513,0.05862447856219122,0.016095447159863385
CONFIG_numRounds,26,6,1586,0.14880201765447668,0.4987389659520807,0.0,3.0,0.22887767969735182,3.3516949152542375,-0.19383655548572803,-0.022302535185659944
