custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,round_number,round_mean_trade_ratio,round_acceptance_rate,round_mean_proposer_net_surplus,round_end_total_surplus,round_end_surplus_ratio
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,1.3333333333333333,0.6666666666666666,0.6999999999999998,2.6999999999999957,0.1359712230215825
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,1.3333333333333333,1.0,0.4666666666666666,4.700000000000003,0.2366906474820145
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,1.3333333333333333,0.3333333333333333,0.3666666666666667,5.700000000000003,0.2870503597122303
chip_bargain__chip3_cohort_02_m8aiq8_game_1,chip3__cohort_02_m8aiq8__game_1,chip3__cohort_02_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,1.1666666666666667,0.3333333333333333,-0.6,-0.6000000000000014,-0.12000000000000029
chip_bargain__chip3_cohort_02_m8aiq8_game_1,chip3__cohort_02_m8aiq8__game_1,chip3__cohort_02_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,1.1666666666666667,1.0,-0.10000000000000002,0.19999999999999574,0.03999999999999915
chip_bargain__chip3_cohort_02_m8aiq8_game_1,chip3__cohort_02_m8aiq8__game_1,chip3__cohort_02_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,1.3333333333333333,0.6666666666666666,-0.4333333333333334,-0.3999999999999986,-0.07999999999999971
chip_bargain__chip3_cohort_04_m8aiq8_game_1,chip3__cohort_04_m8aiq8__game_1,chip3__cohort_04_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,1.8333333333333333,0.6666666666666666,0.7000000000000001,2.299999999999997,0.09199999999999989
chip_bargain__chip3_cohort_04_m8aiq8_game_1,chip3__cohort_04_m8aiq8__game_1,chip3__cohort_04_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,1.222222222222222,0.6666666666666666,0.8000000000000002,5.899999999999999,0.23599999999999993
chip_bargain__chip3_cohort_04_m8aiq8_game_1,chip3__cohort_04_m8aiq8__game_1,chip3__cohort_04_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,1.6666666666666667,0.6666666666666666,0.3666666666666667,7.399999999999999,0.29599999999999993
chip_bargain__chip3_cohort_05_m8aiq8_game_1,chip3__cohort_05_m8aiq8__game_1,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,1.222222222222222,0.6666666666666666,0.2333333333333334,1.3999999999999986,0.07368421052631571
chip_bargain__chip3_cohort_05_m8aiq8_game_1,chip3__cohort_05_m8aiq8__game_1,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,1.1666666666666667,0.6666666666666666,-0.5666666666666667,-0.8000000000000043,-0.04210526315789496
chip_bargain__chip3_cohort_05_m8aiq8_game_1,chip3__cohort_05_m8aiq8__game_1,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,1.6666666666666667,0.6666666666666666,-0.033333333333333326,0.3999999999999986,0.021052631578947295
chip_bargain__chip3_cohort_06_m8ak4g_game_1,chip3__cohort_06_m8ak4g__game_1,chip3__cohort_06_m8ak4g__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,1.0,1.0,-0.10000000000000009,-3.4000000000000057,-0.3400000000000006
chip_bargain__chip3_cohort_06_m8ak4g_game_1,chip3__cohort_06_m8ak4g__game_1,chip3__cohort_06_m8ak4g__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,1.2777777777777777,1.0,0.6666666666666666,1.0,0.1
chip_bargain__chip3_cohort_06_m8ak4g_game_1,chip3__cohort_06_m8ak4g__game_1,chip3__cohort_06_m8ak4g__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,1.1666666666666667,1.0,0.5333333333333333,3.799999999999997,0.3799999999999997
