custom_id,input_tokens_tiktoken
persona_chip_match__pid_327__record_chip2__cohort_03_m8aexq__game_1__p001__g001,4226
persona_chip_match__pid_327__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p001__g002,4157
persona_chip_match__pid_327__record_chip3__cohort_03_m8aiq8__game_1__p001__g003,4291
persona_chip_match__pid_327__record_chip3__g12_m5wp8p__game_2_alt_profile__p001__g004,4210
persona_chip_match__pid_327__record_chip4__cohort_02_m7xl5i__game_1__p001__g005,4278
persona_chip_match__pid_327__record_chip4__cohort_05_m898xg__game_2_alt_profile__p001__g006,4465
persona_chip_match__pid_1199__record_chip2__cohort_03_m8aexq__game_1__p002__g001,4381
persona_chip_match__pid_1199__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p002__g002,4312
persona_chip_match__pid_1199__record_chip3__cohort_03_m8aiq8__game_1__p002__g003,4446
persona_chip_match__pid_1199__record_chip3__g12_m5wp8p__game_2_alt_profile__p002__g004,4365
persona_chip_match__pid_1199__record_chip4__cohort_02_m7xl5i__game_1__p002__g005,4433
persona_chip_match__pid_1199__record_chip4__cohort_05_m898xg__game_2_alt_profile__p002__g006,4620
persona_chip_match__pid_836__record_chip2__cohort_03_m8aexq__game_1__p003__g001,4432
persona_chip_match__pid_836__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p003__g002,4363
persona_chip_match__pid_836__record_chip3__cohort_03_m8aiq8__game_1__p003__g003,4497
persona_chip_match__pid_836__record_chip3__g12_m5wp8p__game_2_alt_profile__p003__g004,4416
persona_chip_match__pid_836__record_chip4__cohort_02_m7xl5i__game_1__p003__g005,4484
persona_chip_match__pid_836__record_chip4__cohort_05_m898xg__game_2_alt_profile__p003__g006,4671
persona_chip_match__pid_1667__record_chip2__cohort_03_m8aexq__game_1__p004__g001,4375
persona_chip_match__pid_1667__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p004__g002,4306
persona_chip_match__pid_1667__record_chip3__cohort_03_m8aiq8__game_1__p004__g003,4440
persona_chip_match__pid_1667__record_chip3__g12_m5wp8p__game_2_alt_profile__p004__g004,4359
persona_chip_match__pid_1667__record_chip4__cohort_02_m7xl5i__game_1__p004__g005,4427
persona_chip_match__pid_1667__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g006,4614
persona_chip_match__pid_333__record_chip2__cohort_03_m8aexq__game_1__p005__g001,4238
persona_chip_match__pid_333__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p005__g002,4169
persona_chip_match__pid_333__record_chip3__cohort_03_m8aiq8__game_1__p005__g003,4303
persona_chip_match__pid_333__record_chip3__g12_m5wp8p__game_2_alt_profile__p005__g004,4222
persona_chip_match__pid_333__record_chip4__cohort_02_m7xl5i__game_1__p005__g005,4290
persona_chip_match__pid_333__record_chip4__cohort_05_m898xg__game_2_alt_profile__p005__g006,4477
persona_chip_match__pid_448__record_chip2__cohort_03_m8aexq__game_1__p006__g001,4131
persona_chip_match__pid_448__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p006__g002,4062
persona_chip_match__pid_448__record_chip3__cohort_03_m8aiq8__game_1__p006__g003,4196
persona_chip_match__pid_448__record_chip3__g12_m5wp8p__game_2_alt_profile__p006__g004,4115
persona_chip_match__pid_448__record_chip4__cohort_02_m7xl5i__game_1__p006__g005,4183
persona_chip_match__pid_448__record_chip4__cohort_05_m898xg__game_2_alt_profile__p006__g006,4370
persona_chip_match__pid_1898__record_chip2__cohort_03_m8aexq__game_1__p007__g001,4231
persona_chip_match__pid_1898__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p007__g002,4162
persona_chip_match__pid_1898__record_chip3__cohort_03_m8aiq8__game_1__p007__g003,4296
persona_chip_match__pid_1898__record_chip3__g12_m5wp8p__game_2_alt_profile__p007__g004,4215
persona_chip_match__pid_1898__record_chip4__cohort_02_m7xl5i__game_1__p007__g005,4283
persona_chip_match__pid_1898__record_chip4__cohort_05_m898xg__game_2_alt_profile__p007__g006,4470
persona_chip_match__pid_750__record_chip2__cohort_03_m8aexq__game_1__p008__g001,4416
persona_chip_match__pid_750__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p008__g002,4347
persona_chip_match__pid_750__record_chip3__cohort_03_m8aiq8__game_1__p008__g003,4481
persona_chip_match__pid_750__record_chip3__g12_m5wp8p__game_2_alt_profile__p008__g004,4400
persona_chip_match__pid_750__record_chip4__cohort_02_m7xl5i__game_1__p008__g005,4468
persona_chip_match__pid_750__record_chip4__cohort_05_m898xg__game_2_alt_profile__p008__g006,4655
