custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,round,turn_index,absolute_turn_index,sender_id,buy_color,buy_quantity,sell_color,sell_quantity,status,recipient_id,accepted_binary,num_acceptors,multiple_acceptors_binary,proposer_net_surplus,trade_ratio,group_total_welfare_before,group_total_welfare_after,group_surplus_before,group_surplus_after,group_surplus_ratio_before,group_surplus_ratio_after
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,0,0,buffalo-green-2230,BLUE,2,RED,3,DECLINED,,0,0,0,1.0999999999999999,1.5,41.0,41.0,0.0,0.0,0.0,0.0
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,1,1,bear-green-5745,BLUE,1,GREEN,2,ACCEPTED,goose-green-3433,1,1,0,0.0,2.0,41.0,41.9,0.0,0.8999999999999986,0.0,0.04532374100719416
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,2,2,goose-green-3433,GREEN,1,BLUE,2,DECLINED,,0,0,0,0.3,2.0,41.9,41.9,0.8999999999999986,0.8999999999999986,0.04532374100719416,0.04532374100719416
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,0,3,buffalo-green-2230,BLUE,2,GREEN,3,ACCEPTED,goose-green-3433,1,1,0,-0.10000000000000009,1.5,41.9,43.099999999999994,0.8999999999999986,2.0999999999999943,0.04532374100719416,0.10575539568345294
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,1,4,bear-green-5745,GREEN,2,RED,2,DECLINED,,0,0,0,-0.19999999999999996,1.0,43.099999999999994,43.099999999999994,2.0999999999999943,2.0999999999999943,0.10575539568345294,0.10575539568345294
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,2,5,goose-green-3433,GREEN,1,RED,2,DECLINED,,0,0,0,0.3,2.0,43.099999999999994,43.099999999999994,2.0999999999999943,2.0999999999999943,0.10575539568345294,0.10575539568345294
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,0,6,buffalo-green-2230,BLUE,1,RED,3,ACCEPTED,bear-green-5745,1,1,0,0.3999999999999999,3.0,43.099999999999994,44.3,2.0999999999999943,3.299999999999997,0.10575539568345294,0.16618705035971204
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,1,7,bear-green-5745,GREEN,1,RED,1,DECLINED,,0,0,0,-0.09999999999999998,1.0,44.3,44.3,3.299999999999997,3.299999999999997,0.16618705035971204,0.16618705035971204
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,2,8,goose-green-3433,GREEN,1,BLUE,1,DECLINED,,0,0,0,0.4,1.0,44.3,44.3,3.299999999999997,3.299999999999997,0.16618705035971204,0.16618705035971204
chip_bargain__chip3_cohort_02_m8aiq8_game_1,chip3__cohort_02_m8aiq8__game_1,chip3__cohort_02_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,0,0,otter-blue-7516,RED,1,BLUE,2,DECLINED,,0,0,0,0.19999999999999996,2.0,61.0,61.0,0.0,0.0,0.0,0.0
