experiment_id,config_hash,game_id,round,agent_id,avatar_name,contribution,punishments_sent,punishments_received,rewards_sent,rewards_received,round_payoff,cumulative_wallet,public_fund,timestamp
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_0,DOG,0,8,18,8,18,11.560000000000002,11.560000000000002,1140.0,2026-01-02T01:59:59.967993
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_1,CHICKEN,0,3,14,3,14,42.88,42.88,1140.0,2026-01-02T01:59:59.968096
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_2,CAT,20,10,12,10,12,-8.959999999999994,-8.959999999999994,1140.0,2026-01-02T01:59:59.968110
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_3,FISH,20,7,5,7,5,17.1,17.1,1140.0,2026-01-02T01:59:59.968122
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_4,BIRD,20,8,3,8,3,15.259999999999998,15.259999999999998,1140.0,2026-01-02T01:59:59.968133
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_5,RABBIT,20,7,6,7,6,15.520000000000003,15.520000000000003,1140.0,2026-01-02T01:59:59.968145
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_6,TURTLE,0,14,3,14,3,5.260000000000005,5.260000000000005,1140.0,2026-01-02T01:59:59.968156
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_7,HAMSTER,20,6,6,6,6,20.520000000000003,20.520000000000003,1140.0,2026-01-02T01:59:59.968168
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_8,FROG,20,11,8,11,8,-7.640000000000001,-7.640000000000001,1140.0,2026-01-02T01:59:59.968193
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_9,MOUSE,20,0,4,0,4,53.68,53.68,1140.0,2026-01-02T01:59:59.968261
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_10,SNAKE,20,9,16,9,16,-10.280000000000001,-10.280000000000001,1140.0,2026-01-02T01:59:59.968274
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_11,BEAR,0,5,7,5,7,43.94,43.94,1140.0,2026-01-02T01:59:59.968286
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_12,LION,20,10,12,10,12,-8.959999999999994,-8.959999999999994,1140.0,2026-01-02T01:59:59.968296
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_13,TIGER,20,9,7,9,7,3.9399999999999977,3.9399999999999977,1140.0,2026-01-02T01:59:59.968308
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_14,ELEPHANT,20,2,2,2,2,46.84,46.84,1140.0,2026-01-02T01:59:59.968319
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_15,MONKEY,20,10,8,10,8,-2.6400000000000006,-2.6400000000000006,1140.0,2026-01-02T01:59:59.968330
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_16,PANDA,20,8,3,8,3,15.259999999999998,15.259999999999998,1140.0,2026-01-02T01:59:59.968341
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_17,KOALA,20,5,2,5,2,31.84,31.84,1140.0,2026-01-02T01:59:59.968353
exp_021_treatment,ef71efad,exp_021_treatment_game1,1,agent_18,WOLF,20,8,4,8,4,13.68,13.68,1140.0,2026-01-02T01:59:59.968363
