treatment_name,metric_family,metric,distance_kind,score
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.25718544416234973
CHIP3__GAME_1,distribution_distance,final_total_surplus,wasserstein_1d,3.6940217391304344
CHIP3__GAME_1,distribution_distance,mean_player_final_surplus,wasserstein_1d,1.2313405797101449
CHIP3__GAME_1,distribution_distance,proposer_net_surplus,wasserstein_1d,0.9745772946859904
CHIP3__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.23197575594918587
CHIP3__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.106280193236715
CHIP3__GAME_1,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.7253225806451613
CHIP3__GAME_1,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.22559097115548718
CHIP3__GAME_1,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,1.280975877192982
CHIP3__GAME_1,distribution_distance,declined_trade_ratio,wasserstein_1d,0.2745892509050403
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.22897616216136696
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_total_surplus,wasserstein_1d,3.6369047619047614
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,mean_player_final_surplus,wasserstein_1d,1.2123015873015872
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,proposer_net_surplus,wasserstein_1d,1.1787698412698409
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.21720962936240715
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.10780423280423279
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.8588785046728971
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.2571066697234922
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,1.4437252449447568
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,declined_trade_ratio,wasserstein_1d,0.1202361399515871
