custom_id,input_token_estimate
two_stage_trust_punishment_y2hgu__e1_a_106,1212
two_stage_trust_punishment_y2hgu__e1_a_1183,1204
two_stage_trust_punishment_y2hgu__e1_a_1239,1214
two_stage_trust_punishment_y2hgu__e1_a_1278,1213
two_stage_trust_punishment_y2hgu__e1_a_1296,1206
two_stage_trust_punishment_y2hgu__e1_a_1322,1222
two_stage_trust_punishment_y2hgu__e1_a_1385,1161
two_stage_trust_punishment_y2hgu__e1_a_1466,1166
two_stage_trust_punishment_y2hgu__e1_a_1571,1157
two_stage_trust_punishment_y2hgu__e1_a_1611,1192
two_stage_trust_punishment_y2hgu__e1_a_1625,1256
two_stage_trust_punishment_y2hgu__e1_a_1700,1201
two_stage_trust_punishment_y2hgu__e1_a_174,1235
two_stage_trust_punishment_y2hgu__e1_a_1744,1215
two_stage_trust_punishment_y2hgu__e1_a_1884,1160
two_stage_trust_punishment_y2hgu__e1_a_1897,1245
two_stage_trust_punishment_y2hgu__e1_a_1903,1176
two_stage_trust_punishment_y2hgu__e1_a_198,1202
two_stage_trust_punishment_y2hgu__e1_a_1998,1212
two_stage_trust_punishment_y2hgu__e1_a_2056,1208
two_stage_trust_punishment_y2hgu__e1_a_2066,1233
two_stage_trust_punishment_y2hgu__e1_a_2089,1159
two_stage_trust_punishment_y2hgu__e1_a_2095,1213
two_stage_trust_punishment_y2hgu__e1_a_2106,1188
two_stage_trust_punishment_y2hgu__e1_a_2177,1186
two_stage_trust_punishment_y2hgu__e1_a_2195,1166
two_stage_trust_punishment_y2hgu__e1_a_2214,1163
two_stage_trust_punishment_y2hgu__e1_a_2331,1245
two_stage_trust_punishment_y2hgu__e1_a_2372,1179
two_stage_trust_punishment_y2hgu__e1_a_2414,1165
two_stage_trust_punishment_y2hgu__e1_a_2448,1164
two_stage_trust_punishment_y2hgu__e1_a_2459,1192
two_stage_trust_punishment_y2hgu__e1_a_2476,1221
two_stage_trust_punishment_y2hgu__e1_a_2558,1248
two_stage_trust_punishment_y2hgu__e1_a_28,1164
two_stage_trust_punishment_y2hgu__e1_a_284,1169
two_stage_trust_punishment_y2hgu__e1_a_379,1167
two_stage_trust_punishment_y2hgu__e1_a_397,1236
two_stage_trust_punishment_y2hgu__e1_a_428,1176
two_stage_trust_punishment_y2hgu__e1_a_501,1185
two_stage_trust_punishment_y2hgu__e1_a_543,1171
two_stage_trust_punishment_y2hgu__e1_a_56,1205
two_stage_trust_punishment_y2hgu__e1_a_582,1198
two_stage_trust_punishment_y2hgu__e1_a_744,1232
two_stage_trust_punishment_y2hgu__e1_a_748,1163
two_stage_trust_punishment_y2hgu__e1_a_752,1238
two_stage_trust_punishment_y2hgu__e1_a_909,1213
two_stage_trust_punishment_y2hgu__e1_a_92,1180
two_stage_trust_punishment_y2hgu__e1_a_971,1225
two_stage_trust_punishment_y2hgu__e1_a_983,1234
two_stage_trust_punishment_y2hgu__e1_a_1044,1178
two_stage_trust_punishment_y2hgu__e1_a_1189,1173
two_stage_trust_punishment_y2hgu__e1_a_1223,1222
two_stage_trust_punishment_y2hgu__e1_a_1270,1177
two_stage_trust_punishment_y2hgu__e1_a_1295,1177
two_stage_trust_punishment_y2hgu__e1_a_1309,1170
two_stage_trust_punishment_y2hgu__e1_a_1386,1158
two_stage_trust_punishment_y2hgu__e1_a_1459,1159
two_stage_trust_punishment_y2hgu__e1_a_1560,1219
two_stage_trust_punishment_y2hgu__e1_a_1621,1212
two_stage_trust_punishment_y2hgu__e1_a_1633,1224
two_stage_trust_punishment_y2hgu__e1_a_1716,1209
two_stage_trust_punishment_y2hgu__e1_a_1758,1167
two_stage_trust_punishment_y2hgu__e1_a_1759,1220
two_stage_trust_punishment_y2hgu__e1_a_1893,1198
two_stage_trust_punishment_y2hgu__e1_a_1901,1236
two_stage_trust_punishment_y2hgu__e1_a_1905,1206
two_stage_trust_punishment_y2hgu__e1_a_2050,1157
two_stage_trust_punishment_y2hgu__e1_a_2068,1229
two_stage_trust_punishment_y2hgu__e1_a_2191,1175
two_stage_trust_punishment_y2hgu__e1_a_2201,1181
two_stage_trust_punishment_y2hgu__e1_a_2243,1210
two_stage_trust_punishment_y2hgu__e1_a_2322,1158
two_stage_trust_punishment_y2hgu__e1_a_238,1191
two_stage_trust_punishment_y2hgu__e1_a_2411,1217
two_stage_trust_punishment_y2hgu__e1_a_2417,1224
two_stage_trust_punishment_y2hgu__e1_a_2447,1212
two_stage_trust_punishment_y2hgu__e1_a_2457,1191
two_stage_trust_punishment_y2hgu__e1_a_247,1169
two_stage_trust_punishment_y2hgu__e1_a_2483,1155
two_stage_trust_punishment_y2hgu__e1_a_2503,1232
two_stage_trust_punishment_y2hgu__e1_a_2552,1195
two_stage_trust_punishment_y2hgu__e1_a_2610,1187
two_stage_trust_punishment_y2hgu__e1_a_297,1211
two_stage_trust_punishment_y2hgu__e1_a_354,1175
two_stage_trust_punishment_y2hgu__e1_a_365,1223
two_stage_trust_punishment_y2hgu__e1_a_394,1175
two_stage_trust_punishment_y2hgu__e1_a_421,1248
two_stage_trust_punishment_y2hgu__e1_a_537,1188
two_stage_trust_punishment_y2hgu__e1_a_548,1183
two_stage_trust_punishment_y2hgu__e1_a_562,1215
two_stage_trust_punishment_y2hgu__e1_a_691,1190
two_stage_trust_punishment_y2hgu__e1_a_72,1229
two_stage_trust_punishment_y2hgu__e1_a_728,1176
two_stage_trust_punishment_y2hgu__e1_a_739,1198
two_stage_trust_punishment_y2hgu__e1_a_884,1178
two_stage_trust_punishment_y2hgu__e1_a_913,1193
two_stage_trust_punishment_y2hgu__e1_a_935,1216
two_stage_trust_punishment_y2hgu__e1_a_985,1197
two_stage_trust_punishment_y2hgu__e1_a_986,1170
two_stage_trust_punishment_y2hgu__e1_b_1049,1092
two_stage_trust_punishment_y2hgu__e1_b_1174,1157
two_stage_trust_punishment_y2hgu__e1_b_1220,1095
two_stage_trust_punishment_y2hgu__e1_b_1265,1078
two_stage_trust_punishment_y2hgu__e1_b_1271,1138
two_stage_trust_punishment_y2hgu__e1_b_1289,1139
two_stage_trust_punishment_y2hgu__e1_b_1343,1086
two_stage_trust_punishment_y2hgu__e1_b_1443,1106
two_stage_trust_punishment_y2hgu__e1_b_1551,1161
two_stage_trust_punishment_y2hgu__e1_b_1607,1090
two_stage_trust_punishment_y2hgu__e1_b_1630,1113
two_stage_trust_punishment_y2hgu__e1_b_1695,1133
two_stage_trust_punishment_y2hgu__e1_b_1735,1117
two_stage_trust_punishment_y2hgu__e1_b_1739,1085
two_stage_trust_punishment_y2hgu__e1_b_1890,1082
two_stage_trust_punishment_y2hgu__e1_b_1899,1115
two_stage_trust_punishment_y2hgu__e1_b_190,1117
two_stage_trust_punishment_y2hgu__e1_b_2065,1084
two_stage_trust_punishment_y2hgu__e1_b_2083,1131
two_stage_trust_punishment_y2hgu__e1_b_2187,1125
two_stage_trust_punishment_y2hgu__e1_b_2193,1078
two_stage_trust_punishment_y2hgu__e1_b_2227,1097
two_stage_trust_punishment_y2hgu__e1_b_2304,1108
two_stage_trust_punishment_y2hgu__e1_b_2351,1110
two_stage_trust_punishment_y2hgu__e1_b_239,1139
two_stage_trust_punishment_y2hgu__e1_b_2390,1090
two_stage_trust_punishment_y2hgu__e1_b_2409,1094
two_stage_trust_punishment_y2hgu__e1_b_2429,1086
two_stage_trust_punishment_y2hgu__e1_b_2437,1088
two_stage_trust_punishment_y2hgu__e1_b_2449,1122
two_stage_trust_punishment_y2hgu__e1_b_2475,1137
two_stage_trust_punishment_y2hgu__e1_b_2520,1117
two_stage_trust_punishment_y2hgu__e1_b_2599,1073
two_stage_trust_punishment_y2hgu__e1_b_2617,1147
two_stage_trust_punishment_y2hgu__e1_b_32,1165
two_stage_trust_punishment_y2hgu__e1_b_341,1121
two_stage_trust_punishment_y2hgu__e1_b_364,1117
two_stage_trust_punishment_y2hgu__e1_b_402,1140
two_stage_trust_punishment_y2hgu__e1_b_515,1116
two_stage_trust_punishment_y2hgu__e1_b_534,1087
two_stage_trust_punishment_y2hgu__e1_b_559,1084
two_stage_trust_punishment_y2hgu__e1_b_707,1116
two_stage_trust_punishment_y2hgu__e1_b_747,1087
two_stage_trust_punishment_y2hgu__e1_b_75,1106
two_stage_trust_punishment_y2hgu__e1_b_754,1090
two_stage_trust_punishment_y2hgu__e1_b_88,1137
two_stage_trust_punishment_y2hgu__e1_b_930,1072
two_stage_trust_punishment_y2hgu__e1_b_970,1089
two_stage_trust_punishment_y2hgu__e1_b_976,1112
two_stage_trust_punishment_y2hgu__e1_b_993,1094
two_stage_trust_punishment_y2hgu__e1_b_1050,1107
