config,metric,sim_mean,human_mean,human_std
VALIDATION_0_C,mean_contribution_rate,0.75,0.6472222222222223,0.13295664381971467
VALIDATION_0_T,mean_contribution_rate,1.0,0.7930555555555555,0.1414963573234395
VALIDATION_10_C,mean_contribution_rate,0.21666666666666667,0.6462121212121212,0.26444060541541303
VALIDATION_10_T,mean_contribution_rate,0.38055555555555554,0.6497474747474747,0.18258361607631757
VALIDATION_11_C,mean_contribution_rate,0.9967845659163987,0.7173659673659674,0.12467321894630179
VALIDATION_11_T,mean_contribution_rate,1.0,0.7867132867132867,0.1334403402497714
VALIDATION_12_C,mean_contribution_rate,1.0,0.7314814814814815,0.1484372179803833
VALIDATION_12_T,mean_contribution_rate,0.6527777777777778,0.8310185185185185,0.11021533201034642
VALIDATION_13_C,mean_contribution_rate,0.4905204460966543,0.8009191176470588,0.10391134694794413
VALIDATION_13_T,mean_contribution_rate,0.5947955390334573,0.8798963903743315,0.0486939834780396
VALIDATION_14_C,mean_contribution_rate,0.6754385964912281,0.7596125730994152,0.15871401102775579
VALIDATION_14_T,mean_contribution_rate,0.768859649122807,0.8436038011695907,0.1060187698272115
VALIDATION_15_C,mean_contribution_rate,0.7637362637362637,0.6034798534798534,0.11100245932136879
VALIDATION_15_T,mean_contribution_rate,1.0,0.6998001998001998,0.18675842070943022
VALIDATION_16_C,mean_contribution_rate,0.8333333333333334,0.7533333333333333,0.1937734454153823
VALIDATION_16_T,mean_contribution_rate,0.6644295302013423,0.7713333333333333,0.17238329385413192
VALIDATION_17_C,mean_contribution_rate,0.25274725274725274,0.5471695906432749,0.1251476996138901
VALIDATION_17_T,mean_contribution_rate,1.0,0.6059964012595591,0.10714780244840078
VALIDATION_18_C,mean_contribution_rate,1.0,0.5969202898550725,0.23757971887523557
VALIDATION_18_T,mean_contribution_rate,0.9565217391304348,0.6657608695652174,0.24695391436927303
VALIDATION_19_C,mean_contribution_rate,0.5086206896551724,0.6092672413793103,0.16705376111081227
VALIDATION_19_T,mean_contribution_rate,0.48620689655172417,0.704058908045977,0.16610778070475388
VALIDATION_1_C,mean_contribution_rate,0.5875,0.5803819444444445,0.2506598761369985
VALIDATION_1_T,mean_contribution_rate,0.2760416666666667,0.5408854166666667,0.2190478812585371
VALIDATION_2_C,mean_contribution_rate,0.5743243243243243,0.5747916666666667,0.13232873496418768
VALIDATION_2_T,mean_contribution_rate,0.8575,0.6201041666666667,0.17279899987453312
VALIDATION_3_C,mean_contribution_rate,0.7608552631578948,0.5555128205128205,0.17190879546411353
VALIDATION_3_T,mean_contribution_rate,0.6192307692307693,0.8306235431235431,0.1425482911475572
VALIDATION_4_C,mean_contribution_rate,0.9642857142857143,0.6473214285714286,0.13911103974002575
VALIDATION_4_T,mean_contribution_rate,0.9821428571428571,0.7321428571428571,0.15152288168283162
VALIDATION_5_C,mean_contribution_rate,1.0,0.6354166666666666,0.2523758633247024
VALIDATION_5_T,mean_contribution_rate,1.0,0.7326388888888888,0.21140672833178847
VALIDATION_6_C,mean_contribution_rate,0.08245192307692308,0.6726161858974359,0.10850205754116886
VALIDATION_6_T,mean_contribution_rate,0.18861386138613861,0.7003405448717949,0.1306691227195971
VALIDATION_7_C,mean_contribution_rate,0.5278947368421053,0.8499122807017544,0.13172616033775678
VALIDATION_7_T,mean_contribution_rate,0.4660526315789474,0.8432675438596491,0.10674810370521763
VALIDATION_8_C,mean_contribution_rate,0.42083333333333334,0.6291666666666667,0.141931941175783
VALIDATION_8_T,mean_contribution_rate,0.5333333333333333,0.5961805555555556,0.1423945590788037
VALIDATION_9_C,mean_contribution_rate,0.65,0.6046913580246914,0.12233415500534517
VALIDATION_9_T,mean_contribution_rate,0.45190839694656487,0.6477160493827161,0.13623017663969475
VALIDATION_0_C,mean_payoff,98.0,87.3111111111111,13.827490957250324
VALIDATION_0_T,mean_payoff,124.0,98.73333333333333,16.561378543444363
VALIDATION_10_C,mean_payoff,23.9,31.631818181818183,4.759930897477434
VALIDATION_10_T,mean_payoff,-43.37222222222222,28.86717171717172,5.15318783499778
VALIDATION_11_C,mean_payoff,57.858520900321544,47.25990675990676,4.7375823199594675
VALIDATION_11_T,mean_payoff,57.83495145631068,47.73688811188811,5.716369202352344
VALIDATION_12_C,mean_payoff,74.0,59.5,8.0156097709407
VALIDATION_12_T,mean_payoff,24.72222222222222,61.042824074074076,8.534667522225739
VALIDATION_13_C,mean_payoff,31.853159851301115,74.26420454545455,7.288344811993726
VALIDATION_13_T,mean_payoff,21.36802973977695,76.86614304812834,7.807101107873506
VALIDATION_14_C,mean_payoff,30.80701754385965,32.15380116959064,2.5394241764440935
VALIDATION_14_T,mean_payoff,29.40701754385965,31.39970760233918,5.22378591449366
VALIDATION_15_C,mean_payoff,63.2967032967033,40.44551282051282,4.0346980160619434
VALIDATION_15_T,mean_payoff,97.03296703296704,35.28796203796204,5.905230985935479
