custom_id,input_token_estimate
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0001,37909
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0002,37932
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0003,37965
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0004,37898
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0005,37925
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0006,37927
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0007,38032
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0008,37905
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0009,37925
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0010,37905
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0011,37900
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0012,37940
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0013,37941
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0014,37915
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0015,37894
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0016,38163
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0017,37957
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0018,37902
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0019,38045
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0020,37918
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0021,37942
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0022,38017
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0023,37994
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0024,37956
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0025,37912
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0026,37924
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0027,37947
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0028,37993
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0029,37954
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0030,37934
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0031,37910
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0032,37936
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0033,37954
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0034,37911
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0035,38055
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0036,37942
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0037,37982
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0038,37915
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0039,37957
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0040,37950
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0041,37967
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0042,37917
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0043,38046
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0044,37951
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0045,37920
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0046,37942
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0047,37912
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_direct_social_only__s0048,37892
