metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr,run_name
behavior_distribution_distance,distribution,fairness_wd,mean_wasserstein_1d,6,0.2286,0.227,0.0105453517932994,baseline_gpt_5_1
behavior_distribution_distance,distribution,trust_wd,mean_wasserstein_1d,6,0.19,0.22,0.0311626557133873,baseline_gpt_5_1
behavior_distribution_distance,distribution,trustworthiness_wd,mean_wasserstein_1d,6,0.1813333333333333,0.1816666666666667,0.0081830900620097,baseline_gpt_5_1
behavior_distribution_distance,distribution,cooperation_wd,mean_wasserstein_1d,6,0.387,0.365,0.0451429827203396,baseline_gpt_5_1
behavior_distribution_distance,distribution,coordination_wd,mean_wasserstein_1d,6,0.39,0.36,0.0342863756549967,baseline_gpt_5_1
behavior_distribution_distance,distribution,fairness_offer_wd,wasserstein_1d,6,0.1716,0.1679999999999999,0.030001185161775,baseline_gpt_5_1
behavior_distribution_distance,distribution,inequality_tolerance_wd,wasserstein_1d,6,0.2856,0.288,0.0172634488636154,baseline_gpt_5_1
behavior_distribution_distance,distribution,trust_send_wd,wasserstein_1d,6,0.19,0.22,0.0311626557133873,baseline_gpt_5_1
behavior_distribution_distance,distribution,trustworthiness_return_wd,wasserstein_1d,6,0.1813333333333333,0.1816666666666667,0.0081830900620097,baseline_gpt_5_1
behavior_distribution_distance,distribution,cooperation_pd_wd,wasserstein_1d,6,0.4059999999999999,0.4399999999999999,0.022715633383201,baseline_gpt_5_1
behavior_distribution_distance,distribution,cooperation_sh_wd,wasserstein_1d,6,0.368,0.28,0.0719999999999999,baseline_gpt_5_1
behavior_distribution_distance,distribution,coordination_earth_wd,wasserstein_1d,6,0.39,0.36,0.0342863756549967,baseline_gpt_5_1
paper_index_distribution_distance,distribution,delegation_index_wd,wasserstein_1d,4,0.5242857142857142,0.5485714285714285,0.0567786009321251,baseline_gpt_5_1
paper_index_distribution_distance,distribution,payoff_index_wd,wasserstein_1d,6,0.2022743825307613,0.1967619047619047,0.0163630195438816,baseline_gpt_5_1
paper_index_distribution_distance,distribution,prosociality_index_wd,wasserstein_1d,6,0.2178731510843797,0.2111213624338624,0.0130624279741012,baseline_gpt_5_1
paper_index_distribution_distance,distribution,kindness_index_wd,wasserstein_1d,6,0.2886792403198653,0.2753787878787879,0.016763877780904,baseline_gpt_5_1
paper_index_distribution_distance,distribution,intentions_index_wd,wasserstein_1d,6,0.1621992200920772,0.1605,0.0086888562368585,baseline_gpt_5_1
