case_group,role_slice,game,generated_mean_expected_payoff,benchmark_mean_expected_payoff,data_source,generated_relative_payoff_diff_pct,human_mean_expected_payoff,human_relative_payoff_diff_pct,abs_error_relative_payoff_diff_pct
Benchmark,both,Sender,5.7225835389100705,5.546530612244899,generated,3.1741089876346384,5.546530612244899,0.0,3.1741089876346384
Benchmark,both,Receiver,5.145660461986993,5.159285714285715,generated,-0.2640918346699439,5.159285714285715,0.0,0.2640918346699439
Benchmark,both,PD,3.2220228750841,4.312448979591837,generated,-25.285542151757657,4.312448979591837,0.0,25.285542151757657
Benchmark,both,SH,6.743215967705764,6.584693877551021,generated,2.4074329513660064,6.584693877551021,0.0,2.4074329513660064
Benchmark,both,C,4.230993496299619,3.7369387755102044,generated,13.220840652439136,3.7369387755102044,0.0,13.220840652439136
Benchmark,both,Proposer,2.896501457725947,4.225408163265306,generated,-31.45037483224834,4.225408163265306,0.0,31.45037483224834
Benchmark,both,Responder,4.655640278089258,3.459387755102041,generated,34.57989123141623,3.459387755102041,0.0,34.57989123141623
Benchmark,no,Sender,5.702399641175152,5.546530612244899,generated,2.8102076744360938,5.546530612244899,0.0,2.8102076744360938
Benchmark,no,Receiver,5.102265081856919,5.1079591836734695,generated,-0.11147508450637389,5.1079591836734695,0.0,0.11147508450637389
Benchmark,no,PD,3.3171114599686025,4.312448979591837,generated,-23.080563372078224,4.312448979591837,0.0,23.080563372078224
Benchmark,no,SH,6.685803991926441,6.6446938775510205,generated,0.6186908702342286,6.6446938775510205,0.0,0.6186908702342286
Benchmark,no,C,4.264633325857816,3.7369387755102044,generated,14.121038155771393,3.7369387755102044,0.0,14.121038155771393
Benchmark,no,Proposer,1.4063691410630186,4.270816326530612,generated,-67.0702499583849,4.270816326530612,0.0,67.0702499583849
Benchmark,no,Responder,4.795245570755775,3.3659183673469384,generated,42.46470197479717,3.3659183673469384,0.0,42.46470197479717
Benchmark,yes,Sender,5.7427674366449875,5.546530612244899,generated,3.5380103008331387,5.546530612244899,0.0,3.5380103008331387
Benchmark,yes,Receiver,5.1890558421170665,5.210612244897959,generated,-0.413701917696907,5.210612244897959,0.0,0.413701917696907
