metric_family,case_group,role_slice,game,metric,distance_kind,score,generated_n,human_n
payoff_distribution_distance,Benchmark,both,Sender,sender_expected_payoff,wasserstein_1d,0.17605292666517158,91,100
payoff_distribution_distance,Benchmark,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.02034649024444938,91,100
payoff_distribution_distance,Benchmark,both,PD,pd_expected_payoff,wasserstein_1d,1.0939515586454363,91,100
payoff_distribution_distance,Benchmark,both,SH,sh_expected_payoff,wasserstein_1d,0.16426777304328322,91,100
payoff_distribution_distance,Benchmark,both,C,c_expected_payoff,wasserstein_1d,0.4940547207894148,91,100
payoff_distribution_distance,Benchmark,both,Proposer,proposer_expected_payoff,wasserstein_1d,1.3820038125140166,91,100
payoff_distribution_distance,Benchmark,both,Responder,responder_expected_payoff,wasserstein_1d,1.3918524332810047,91,100
payoff_distribution_distance,Benchmark,no,Sender,sender_expected_payoff,wasserstein_1d,0.15586902893025345,91,100
payoff_distribution_distance,Benchmark,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.015485534873289991,91,100
payoff_distribution_distance,Benchmark,no,PD,pd_expected_payoff,wasserstein_1d,0.9970060551693205,91,100
payoff_distribution_distance,Benchmark,no,SH,sh_expected_payoff,wasserstein_1d,0.05109441578829334,91,100
payoff_distribution_distance,Benchmark,no,C,c_expected_payoff,wasserstein_1d,0.5276945503476116,91,100
payoff_distribution_distance,Benchmark,no,Proposer,proposer_expected_payoff,wasserstein_1d,2.8684660237721458,91,100
payoff_distribution_distance,Benchmark,no,Responder,responder_expected_payoff,wasserstein_1d,1.6224826194213948,91,100
payoff_distribution_distance,Benchmark,yes,Sender,sender_expected_payoff,wasserstein_1d,0.19623682440008974,91,100
payoff_distribution_distance,Benchmark,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.0398923525454138,91,100
payoff_distribution_distance,Benchmark,yes,PD,pd_expected_payoff,wasserstein_1d,1.1855146893922401,91,100
payoff_distribution_distance,Benchmark,yes,SH,sh_expected_payoff,wasserstein_1d,0.27593406593406594,91,100
payoff_distribution_distance,Benchmark,yes,C,c_expected_payoff,wasserstein_1d,0.4604148912312178,91,100
payoff_distribution_distance,Benchmark,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.20663377438887648,91,100
payoff_distribution_distance,Benchmark,yes,Responder,responder_expected_payoff,wasserstein_1d,1.1570688495178292,91,100
payoff_distribution_distance,AIR,both,Sender,sender_expected_payoff,wasserstein_1d,0.18871944382148448,91,100
payoff_distribution_distance,AIR,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.0023716079838528845,91,100
payoff_distribution_distance,AIR,both,PD,pd_expected_payoff,wasserstein_1d,0.4624971966808702,91,100
payoff_distribution_distance,AIR,both,SH,sh_expected_payoff,wasserstein_1d,0.8260596546310831,91,100
payoff_distribution_distance,AIR,both,C,c_expected_payoff,wasserstein_1d,0.04726059654631084,91,100
payoff_distribution_distance,AIR,both,Proposer,proposer_expected_payoff,wasserstein_1d,1.6437844808252975,91,100
payoff_distribution_distance,AIR,both,Responder,responder_expected_payoff,wasserstein_1d,0.46850975555057195,91,100
