mode,cohort_name,stage_name,turn_id,round_id,proposal_id,proposer_name,receiver_name,chips_offered,chips_requested,timestamp_start,timestamp_prop,timestamp_end,status,rationale,player1,player2,player3,player1_is_sender,player2_is_sender,player3_is_sender,player1_is_chosen_receiver,player2_is_chosen_receiver,player3_is_chosen_receiver,player1_offer_response,player2_offer_response,player3_offer_response,buy_offer_red,buy_offer_blue,buy_offer_green,sell_offer_red,sell_offer_blue,sell_offer_green,player1_red_before,player1_red_after,player2_red_before,player2_red_after,player3_red_before,player3_red_after,player1_blue_before,player1_blue_after,player2_blue_before,player2_blue_after,player3_blue_before,player3_blue_after,player1_green_before,player1_green_after,player2_green_before,player2_green_after,player3_green_before,player3_green_after,player1_red_value,player1_blue_value,player1_green_value,player2_red_value,player2_blue_value,player2_green_value,player3_red_value,player3_blue_value,player3_green_value,player1_payout_before,player1_payout_after,player2_payout_before,player2_payout_after,player3_payout_before,player3_payout_after,sender_payout_before,sender_payout_after,recipient_payout_before,recipient_payout_after,do_proposer_gain,proposal_content
llm,g1-m5wp46,First negotiation game-negotiation1,0,0,0,bear-yellow-1294,ram-blue-9899,{'blue': 1},{'red': 1},2025-05-14 13:25:53.617206,2025-05-14 13:26:11.048605,2025-05-14 13:26:22.540073,ACCEPTED,Single acceptor,bear-yellow-1294,goose-green-2832,ram-blue-9899,True,False,False,False,False,True,False,False,False,1,0,0,0,1,0,10,11,10,10,10,9,10,9,10,10,10,11,10,10,10,10,10,10,1,0.3,0.5,1,0.2,0.5,0.8,1,0.5,18.0,18.7,17.0,17.0,23.0,23.2,18.0,18.7,23.0,23.2,True,"<REASONING>
To increase my surplus by trading lower-value blue chips for higher-value red chips.
</REASONING>

<CHECK>
I have 10 blue chips and giving 1 blue is within my holding.
<\CHECK>

<GET_COLOR>red</GET_COLOR>
<GET_QUANTITY>1</GET_QUANTITY>
<GIVE_COLOR>blue</GIVE_COLOR>
<GIVE_QUANTITY>1</GIVE_QUANTITY>"
llm,g1-m5wp46,First negotiation game-negotiation1,1,0,1,goose-green-2832,ram-blue-9899,{'blue': 3},{'red': 1},2025-05-14 13:26:22.540205,2025-05-14 13:26:47.058142,2025-05-14 13:26:59.074435,ACCEPTED,Single acceptor,bear-yellow-1294,goose-green-2832,ram-blue-9899,False,True,False,False,False,True,False,False,False,1,0,0,0,3,0,11,11,10,11,9,8,9,9,10,7,11,14,10,10,10,10,10,10,1,0.3,0.5,1,0.2,0.5,0.8,1,0.5,18.7,18.7,17.0,17.4,23.2,25.4,17.0,17.4,23.2,25.4,True,"<REASONING>
Trade low-value blue chips for high-value red chips to increase my total surplus.
</REASONING>

<CHECK>
I have 10 blue chips; offering 3 is within my holding.
<\CHECK>

<GET_COLOR>red</GET_COLOR>
<GET_QUANTITY>1</GET_QUANTITY>
<GIVE_COLOR>blue</GIVE_COLOR>
<GIVE_QUANTITY>3</GIVE_QUANTITY>"
llm,g1-m5wp46,First negotiation game-negotiation1,2,0,2,ram-blue-9899,goose-green-2832,{'green': 1},{'blue': 1},2025-05-14 13:26:59.074528,2025-05-14 13:27:23.049153,2025-05-14 13:27:32.558020,ACCEPTED,Multiple acceptors,bear-yellow-1294,goose-green-2832,ram-blue-9899,False,False,True,False,True,False,False,False,False,0,1,0,0,0,1,11,11,11,11,8,8,9,9,7,6,14,15,10,10,10,11,10,9,1,0.3,0.5,1,0.2,0.5,0.8,1,0.5,18.7,18.7,17.4,17.7,25.4,25.9,25.4,25.9,17.4,17.7,True,"<REASONING>
To gain more high‐value blue chips by trading lower‐value green chips.
</REASONING>

<CHECK>
I have 10 green chips and am offering only 1 green chip.
<\CHECK>

<GET_COLOR>blue</GET_COLOR>
<GET_QUANTITY>1</GET_QUANTITY>
<GIVE_COLOR>green</GIVE_COLOR>
<GIVE_QUANTITY>1</GIVE_QUANTITY>"
llm,g1-m5wp46,First negotiation game-negotiation1,0,1,3,bear-yellow-1294,ram-blue-9899,{'blue': 2},{'red': 1},2025-05-14 13:27:32.558136,2025-05-14 13:28:01.729678,2025-05-14 13:28:14.937572,ACCEPTED,Single acceptor,bear-yellow-1294,goose-green-2832,ram-blue-9899,True,False,False,False,False,True,False,False,False,1,0,0,0,2,0,11,12,11,11,8,7,9,7,6,6,15,17,10,10,11,11,9,9,1,0.3,0.5,1,0.2,0.5,0.8,1,0.5,18.7,19.1,17.7,17.7,25.9,27.1,18.7,19.1,25.9,27.1,True,"<REASONING>
To exchange lower-value blue chips (worth $0.3 each) for higher-value red chips (worth $1 each), yielding a positive surplus of $0.4.
</REASONING>

<CHECK>
I have 9 blue chips, giving 2 is within my holdings.
<\CHECK>

<GET_COLOR>red</GET_COLOR>
<GET_QUANTITY>1</GET_QUANTITY>
<GIVE_COLOR>blue</GIVE_COLOR>
<GIVE_QUANTITY>2</GIVE_QUANTITY>"
llm,g1-m5wp46,First negotiation game-negotiation1,1,1,4,goose-green-2832,No one,{'blue': 1},{'red': 2},2025-05-14 13:28:14.937635,2025-05-14 13:28:45.480952,2025-05-14 13:28:52.554349,REJECTED,No one accepted,bear-yellow-1294,goose-green-2832,ram-blue-9899,False,True,False,False,False,False,False,False,False,2,0,0,0,1,0,12,12,11,11,7,7,7,7,6,6,17,17,10,10,11,11,9,9,1,0.3,0.5,1,0.2,0.5,0.8,1,0.5,19.1,19.1,17.7,17.7,27.1,27.1,17.7,17.7,,,True,"<REASONING>
I want to exchange low-value blue chips for high-value red chips to increase my total surplus.
</REASONING>

<CHECK>
I have 6 blue chips, so I can give 1 blue chip.
</CHECK>

<GET_COLOR>red</GET_COLOR>
<GET_QUANTITY>2</GET_QUANTITY>
<GIVE_COLOR>blue</GIVE_COLOR>
<GIVE_QUANTITY>1</GIVE_QUANTITY>"
llm,g1-m5wp46,First negotiation game-negotiation1,2,1,5,ram-blue-9899,goose-green-2832,{'green': 1},{'blue': 1},2025-05-14 13:28:52.554384,2025-05-14 13:29:05.946062,2025-05-14 13:29:16.610972,ACCEPTED,Multiple acceptors,bear-yellow-1294,goose-green-2832,ram-blue-9899,False,False,True,False,True,False,False,False,False,0,1,0,0,0,1,12,12,11,11,7,7,7,7,6,5,17,18,10,10,11,12,9,8,1,0.3,0.5,1,0.2,0.5,0.8,1,0.5,19.1,19.1,17.7,18.0,27.1,27.6,27.1,27.6,17.7,18.0,True,"<REASONING>
To gain more high-value blue chips, I trade lower-value green chips for blue at positive surplus.
</REASONING>

<CHECK>
I have 9 green chips, so I can give 1 green chip.
<\CHECK>

<GET_COLOR>blue</GET_COLOR>
<GET_QUANTITY>1</GET_QUANTITY>
<GIVE_COLOR>green</GIVE_COLOR>
<GIVE_QUANTITY>1</GIVE_QUANTITY>"
llm,g1-m5wp46,First negotiation game-negotiation1,0,2,6,bear-yellow-1294,ram-blue-9899,{'blue': 1},{'red': 1},2025-05-14 13:29:16.611141,2025-05-14 13:29:32.814558,2025-05-14 13:29:40.161628,ACCEPTED,Single acceptor,bear-yellow-1294,goose-green-2832,ram-blue-9899,True,False,False,False,False,True,False,False,False,1,0,0,0,1,0,12,13,11,11,7,6,7,6,5,5,18,19,10,10,12,12,8,8,1,0.3,0.5,1,0.2,0.5,0.8,1,0.5,19.1,19.8,18.0,18.0,27.6,27.8,19.1,19.8,27.6,27.8,True,"<REASONING>
To increase my surplus, I want to exchange low-value blue chips for high-value red chips.
</REASONING>

<CHECK>
I have 7 blue chips, so I can give 1 blue chip.
</\CHECK>

<GET_COLOR>red</GET_COLOR>
<GET_QUANTITY>1</GET_QUANTITY>
<GIVE_COLOR>blue</GIVE_COLOR>
<GIVE_QUANTITY>1</GIVE_QUANTITY>"
llm,g1-m5wp46,First negotiation game-negotiation1,1,2,7,goose-green-2832,ram-blue-9899,{'blue': 1},{'red': 1},2025-05-14 13:29:40.161689,2025-05-14 13:29:56.929117,2025-05-14 13:30:04.749619,ACCEPTED,Single acceptor,bear-yellow-1294,goose-green-2832,ram-blue-9899,False,True,False,False,False,True,False,False,False,1,0,0,0,1,0,13,13,11,12,6,5,6,6,5,4,19,20,10,10,12,12,8,8,1,0.3,0.5,1,0.2,0.5,0.8,1,0.5,19.8,19.8,18.0,18.8,27.8,28.0,18.0,18.8,27.8,28.0,True,"<REASONING>
To maximize surplus, I trade my low‐value blue chips (0.2) for high‐value red chips (1.0), yielding +0.8 per chip.
</REASONING>

<CHECK>
I have 5 blue chips, so I can give 1 blue.
<\CHECK>

<GET_COLOR>red</GET_COLOR>
<GET_QUANTITY>1</GET_QUANTITY>
<GIVE_COLOR>blue</GIVE_COLOR>
<GIVE_QUANTITY>1</GIVE_QUANTITY>"
llm,g1-m5wp46,First negotiation game-negotiation1,2,2,8,ram-blue-9899,goose-green-2832,{'green': 1},{'blue': 1},2025-05-14 13:30:04.749693,2025-05-14 13:30:18.723860,2025-05-14 13:30:26.175406,ACCEPTED,Multiple acceptors,bear-yellow-1294,goose-green-2832,ram-blue-9899,False,False,True,False,True,False,False,False,False,0,1,0,0,0,1,13,13,12,12,5,5,6,6,4,3,20,21,10,10,12,13,8,7,1,0.3,0.5,1,0.2,0.5,0.8,1,0.5,19.8,19.8,18.8,19.1,28.0,28.5,28.0,28.5,18.8,19.1,True,"<REASONING>
To gain surplus, I trade low‐value green (0.5) for high‐value blue (1), netting +0.5 per chip.
</REASONING>

<CHECK>
I have 8 green chips, so I can give 1 green and request 1 blue.
</CHECK>

<GET_COLOR>blue</GET_COLOR>
<GET_QUANTITY>1</GET_QUANTITY>
<GIVE_COLOR>green</GIVE_COLOR>
<GIVE_QUANTITY>1</GIVE_QUANTITY>"
llm,g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,0,0,0,bear-yellow-1294,goose-green-2832,{'red': 3},{'blue': 1},2025-05-14 13:30:26.180710,2025-05-14 13:30:55.325190,2025-05-14 13:31:10.632146,ACCEPTED,Multiple acceptors,bear-yellow-1294,goose-green-2832,ram-blue-9899,True,False,False,False,True,False,False,False,False,0,1,0,3,0,0,10,7,10,13,10,10,10,11,10,9,10,10,10,10,10,10,10,10,0.2,1,0.5,0.8,0.8,0.5,0.5,0.8,0.5,17.0,17.4,21.0,22.6,18.0,18.0,17.0,17.4,21.0,22.6,True,"<REASONING>
To gain surplus, I trade lower-valued red for higher-valued blue chips.
</REASONING>

<CHECK>
I have 10 red so can give 3.
</CHECK>

<GET_COLOR>blue</GET_COLOR>
<GET_QUANTITY>1</GET_QUANTITY>
<GIVE_COLOR>red</GIVE_COLOR>
<GIVE_QUANTITY>3</GIVE_QUANTITY>"
