game_id,treatment_name,config_id,player,player_key,num_rounds,interaction_mode,max_observed_contribution,mean_contribution,mean_contribution_rate,first_contribution,first_contribution_rate,final_contribution,final_contribution_rate,contribution_sd,zero_contribution_rate,full_contribution_rate,contribution_slope,message_count,messages_per_round,rounds_with_message_rate,reward_given_units,reward_given_events,reward_given_round_rate,reward_received_units,reward_received_events,reward_received_round_rate,punish_given_units,punish_given_events,punish_given_round_rate,punish_received_units,punish_received_events,punish_received_round_rate,top1_count,top1_share,probability_mass,probability_share
3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,SLOTH,3Ce6KgbmNCQEwYBfk::SLOTH,29,reward,20.0,19.517241379310345,0.9758620689655172,15.0,0.75,20.0,1.0,1.2711268806842333,0.0,0.8620689655172413,0.10827586206896553,0,0.0,0.0,21.0,19,0.5517241379310345,37.0,35,0.9310344827586207,0.0,0,0.0,0.0,0,0.0,2,0.05,2.25,0.05625000000000001
3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,GORILLA,3Ce6KgbmNCQEwYBfk::GORILLA,29,reward,20.0,14.758620689655173,0.7379310344827585,10.0,0.5,20.0,1.0,7.2489170246014405,0.13793103448275862,0.4827586206896552,0.7937931034482758,0,0.0,0.0,0.0,0,0.0,13.0,13,0.4482758620689655,0.0,0,0.0,0.0,0,0.0,1,0.025,0.75,0.018750000000000003
3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,DUCK,3Ce6KgbmNCQEwYBfk::DUCK,29,reward,20.0,18.310344827586206,0.9155172413793103,1.0,0.05,20.0,1.0,4.343331903009997,0.0,0.8275862068965517,0.41793103448275865,0,0.0,0.0,66.0,61,0.8620689655172413,20.0,18,0.6206896551724138,0.0,0,0.0,0.0,0,0.0,2,0.05,2.35,0.05875000000000001
3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,CHICKEN,3Ce6KgbmNCQEwYBfk::CHICKEN,29,reward,20.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,17.0,17,0.3448275862068966,34.0,31,0.896551724137931,0.0,0,0.0,0.0,0,0.0,3,0.075,2.65,0.06625
TvaK7RsiSd758hAmp,VALIDATION_1_T,1,SLOTH,TvaK7RsiSd758hAmp::SLOTH,16,punishment,20.0,17.8125,0.890625,20.0,1.0,20.0,1.0,6.046693311223912,0.0625,0.875,0.00551470588235294,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,376.0,14,0.8125,2.0,2,0.125,2,0.05,3.2000000000000006,0.08000000000000003
TvaK7RsiSd758hAmp,VALIDATION_1_T,1,GORILLA,TvaK7RsiSd758hAmp::GORILLA,16,punishment,20.0,13.3125,0.6656249999999999,10.0,0.5,16.0,0.8,5.629905268593188,0.0625,0.25,-0.058455882352941135,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,32.0,16,0.875,20.0,1,0.0625,6,0.15,4.65,0.11625000000000003
TvaK7RsiSd758hAmp,VALIDATION_1_T,1,DUCK,TvaK7RsiSd758hAmp::DUCK,16,punishment,20.0,1.8125,0.09062500000000001,2.0,0.1,0.0,0.0,1.6007810593582121,0.3125,0.0,-0.03198529411764706,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,386.0,27,1.0,0,0.0,0.15000000000000002,0.003750000000000001
6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,SLOTH,6sSM4xSyZQkaxyHav::SLOTH,6,reward,20.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,1,0.16666666666666666,0.16666666666666666,7.0,7,0.8333333333333334,7.0,7,1.0,0.0,0,0.0,0.0,0,0.0,5,0.125,3.6999999999999997,0.09250000000000001
6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,GORILLA,6sSM4xSyZQkaxyHav::GORILLA,6,reward,20.0,16.666666666666668,0.8333333333333334,20.0,1.0,20.0,1.0,8.164965809277259,0.16666666666666666,0.8333333333333334,0.14285714285714282,0,0.0,0.0,5.0,5,0.5,6.0,6,0.8333333333333334,0.0,0,0.0,0.0,0,0.0,0,0.0,0.55,0.013750000000000004
6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,DUCK,6sSM4xSyZQkaxyHav::DUCK,6,reward,20.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,2,0.3333333333333333,0.3333333333333333,16.0,16,1.0,7.0,7,0.8333333333333334,0.0,0,0.0,0.0,0,0.0,3,0.075,3.6,0.09000000000000002
6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,CHICKEN,6sSM4xSyZQkaxyHav::CHICKEN,6,reward,20.0,16.666666666666668,0.8333333333333334,20.0,1.0,20.0,1.0,8.164965809277259,0.16666666666666666,0.8333333333333334,0.4285714285714286,1,0.16666666666666666,0.16666666666666666,0.0,0,0.0,8.0,8,1.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.15,0.0037500000000000007
JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,SLOTH,JgQY6iNGkRDTwiYTC::SLOTH,6,punishment_reward,20.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,5.0,5,0.5,2.0,2,0.3333333333333333,0.0,0,0.0,0.0,0,0.0,6,0.15,4.67,0.11675000000000002
JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,GORILLA,JgQY6iNGkRDTwiYTC::GORILLA,6,punishment_reward,20.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,1,0.16666666666666666,0.0,0,0.0,0.0,0,0.0,0,0.0,0.9299999999999999,0.023250000000000003
JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,DUCK,JgQY6iNGkRDTwiYTC::DUCK,6,punishment_reward,20.0,16.666666666666668,0.8333333333333334,20.0,1.0,0.0,0.0,8.16496580927726,0.16666666666666666,0.8333333333333334,-0.7142857142857143,1,0.16666666666666666,0.16666666666666666,0.0,0,0.0,2.0,2,0.3333333333333333,0.0,0,0.0,0.0,0,0.0,2,0.05,1.75,0.04375000000000001
JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,CHICKEN,JgQY6iNGkRDTwiYTC::CHICKEN,6,punishment_reward,20.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2.0,2,0.3333333333333333,2.0,2,0.3333333333333333,0.0,0,0.0,0.0,0,0.0,0,0.0,0.65,0.016250000000000004
T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,SLOTH,T8RpnDhSrnavwJQL2::SLOTH,2,punishment_reward,20.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,4,2.0,1.0,2.0,2,0.5,1.0,1,0.5,0.0,0,0.0,1.0,1,0.5,6,0.15,4.869999999999999,0.12175
T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,GORILLA,T8RpnDhSrnavwJQL2::GORILLA,2,punishment_reward,20.0,11.5,0.575,8.0,0.4,15.0,0.75,4.949747468305833,0.0,0.0,0.35,1,0.5,0.5,0.0,0,0.0,2.0,2,0.5,0.0,0,0.0,1.0,1,0.5,0,0.0,0.25,0.006250000000000001
T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,DUCK,T8RpnDhSrnavwJQL2::DUCK,2,punishment_reward,20.0,15.0,0.75,10.0,0.5,20.0,1.0,7.0710678118654755,0.0,0.5,0.5,1,0.5,0.5,5.0,5,0.5,1.0,1,0.5,5.0,5,0.5,0.0,0,0.0,0,0.0,0.4,0.010000000000000002
T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,CHICKEN,T8RpnDhSrnavwJQL2::CHICKEN,2,punishment_reward,20.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,1,0.5,0.5,0.0,0,0.0,2.0,2,1.0,0.0,0,0.0,1.0,1,0.5,2,0.05,2.33,0.05825000000000001
T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,DOG,T8RpnDhSrnavwJQL2::DOG,2,punishment_reward,20.0,9.5,0.475,6.0,0.3,13.0,0.65,4.949747468305833,0.0,0.0,0.35000000000000003,3,1.5,1.0,1.0,1,0.5,1.0,1,0.5,0.0,0,0.0,1.0,1,0.5,0,0.0,0.15,0.0037500000000000007
T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,PARROT,T8RpnDhSrnavwJQL2::PARROT,2,punishment_reward,20.0,10.5,0.525,20.0,1.0,1.0,0.05,13.435028842544403,0.0,0.5,-0.95,4,2.0,1.0,0.0,0,0.0,1.0,1,0.5,0.0,0,0.0,1.0,1,0.5,0,0.0,0.0,0.0
