experiment_id,config_hash,game_id,round,agent_id,avatar_name,contribution,punishments_sent,punishments_received,rewards_sent,rewards_received,round_payoff,cumulative_wallet,public_fund,timestamp
exp_005_control,30213748,exp_005_control_game1,1,agent_0,DOG,10,0,0,10,125,147.75,147.75,1026.0,2026-01-01T23:37:04.377647
exp_005_control,30213748,exp_005_control_game1,1,agent_1,CHICKEN,10,0,0,11,62,99.5,99.5,1026.0,2026-01-01T23:37:04.377782
exp_005_control,30213748,exp_005_control_game1,1,agent_2,CAT,10,0,0,87,90,44.5,44.5,1026.0,2026-01-01T23:37:04.377798
exp_005_control,30213748,exp_005_control_game1,1,agent_3,FISH,10,0,0,11,78,111.5,111.5,1026.0,2026-01-01T23:37:04.377810
exp_005_control,30213748,exp_005_control_game1,1,agent_4,BIRD,10,0,0,87,0,-23.0,-23.0,1026.0,2026-01-01T23:37:04.377822
exp_005_control,30213748,exp_005_control_game1,1,agent_5,RABBIT,10,0,0,20,85,107.75,107.75,1026.0,2026-01-01T23:37:04.377833
exp_005_control,30213748,exp_005_control_game1,1,agent_6,TURTLE,10,0,0,11,1,53.75,53.75,1026.0,2026-01-01T23:37:04.377844
exp_005_control,30213748,exp_005_control_game1,1,agent_7,HAMSTER,10,0,0,13,0,51.0,51.0,1026.0,2026-01-01T23:37:04.377855
exp_005_control,30213748,exp_005_control_game1,1,agent_8,FROG,10,0,0,13,0,51.0,51.0,1026.0,2026-01-01T23:37:04.377866
exp_005_control,30213748,exp_005_control_game1,1,agent_9,MOUSE,10,0,0,10,0,54.0,54.0,1026.0,2026-01-01T23:37:04.377876
exp_005_control,30213748,exp_005_control_game1,1,agent_10,SNAKE,0,0,0,86,0,-12.0,-12.0,1026.0,2026-01-01T23:37:04.377886
exp_005_control,30213748,exp_005_control_game1,1,agent_11,BEAR,10,0,0,10,0,54.0,54.0,1026.0,2026-01-01T23:37:04.377907
exp_005_control,30213748,exp_005_control_game1,1,agent_12,LION,0,0,0,10,0,64.0,64.0,1026.0,2026-01-01T23:37:04.377918
exp_005_control,30213748,exp_005_control_game1,1,agent_13,TIGER,10,0,0,10,0,54.0,54.0,1026.0,2026-01-01T23:37:04.377929
exp_005_control,30213748,exp_005_control_game1,1,agent_14,ELEPHANT,10,0,0,10,0,54.0,54.0,1026.0,2026-01-01T23:37:04.377939
exp_005_control,30213748,exp_005_control_game1,1,agent_15,MONKEY,0,0,0,21,0,53.0,53.0,1026.0,2026-01-01T23:37:04.377949
exp_005_control,30213748,exp_005_control_game1,1,agent_16,PANDA,0,0,0,0,0,74.0,74.0,1026.0,2026-01-01T23:37:04.377960
exp_005_control,30213748,exp_005_control_game1,1,agent_17,KOALA,10,0,0,11,0,53.0,53.0,1026.0,2026-01-01T23:37:04.377971
exp_005_control,30213748,exp_005_control_game1,1,agent_18,WOLF,10,0,0,10,0,54.0,54.0,1026.0,2026-01-01T23:37:04.377981
