feature,marginal_tv,n_eval_values,coef_abs_mean,tag
CONFIG_chat,0.2383098321426808,2,0.6209854609260215,RESPONSE_TO_PUNISHER
CONFIG_rewardExists,0.11028960037494828,2,0.25831190281739136,RESPONSE_TO_PUNISHER
CONFIG_punishmentMagnitude,0.09503116485536975,9,0.25502174669201955,RESPONSE_TO_PUNISHER
CONFIG_MPCR,0.0925848692002974,10,0.25229371841338033,RESPONSE_TO_PUNISHER
CONFIG_playerCount,0.08196089842888521,9,0.22823627688702375,RESPONSE_TO_PUNISHER
CONFIG_numRounds,0.08170683228063635,10,0.2065953446982095,RESPONSE_TO_PUNISHER
CONFIG_rewardMagnitude,0.080146404427764,6,0.22331453529960357,RESPONSE_TO_PUNISHER
CONFIG_showNRounds,0.07926975556501002,2,0.18412597324393115,RESPONSE_TO_PUNISHER
CONFIG_allOrNothing,0.07926467608290519,2,0.17531816913495563,RESPONSE_TO_PUNISHER
CONFIG_showOtherSummaries,0.07014322588283176,2,0.19593874330867406,RESPONSE_TO_PUNISHER
CONFIG_defaultContribProp,0.06904392012062836,2,0.1557121307503735,RESPONSE_TO_PUNISHER
