config,metric,sim_mean,human_mean,human_std
VALIDATION_0_C,mean_contribution_rate,0.65,0.6472222222222223,0.13295664381971467
VALIDATION_0_T,mean_contribution_rate,0.5833333333333334,0.7930555555555555,0.1414963573234395
VALIDATION_10_C,mean_contribution_rate,0.7861111111111111,0.6462121212121212,0.26444060541541303
VALIDATION_10_T,mean_contribution_rate,0.9444444444444444,0.6497474747474747,0.18258361607631757
VALIDATION_18_C,mean_contribution_rate,0.9130434782608695,0.5969202898550725,0.23757971887523557
VALIDATION_18_T,mean_contribution_rate,0.31521739130434784,0.6657608695652174,0.24695391436927303
VALIDATION_19_C,mean_contribution_rate,0.9116379310344828,0.6092672413793103,0.16705376111081227
VALIDATION_19_T,mean_contribution_rate,0.6620689655172414,0.704058908045977,0.16610778070475388
VALIDATION_1_C,mean_contribution_rate,0.7395833333333334,0.5803819444444445,0.2506598761369985
VALIDATION_1_T,mean_contribution_rate,0.81875,0.5408854166666667,0.2190478812585371
VALIDATION_2_C,mean_contribution_rate,0.79375,0.5747916666666667,0.13232873496418768
VALIDATION_2_T,mean_contribution_rate,0.9875,0.6201041666666667,0.17279899987453312
VALIDATION_3_C,mean_contribution_rate,0.8598484848484849,0.5555128205128205,0.17190879546411353
VALIDATION_3_T,mean_contribution_rate,0.6044871794871794,0.8306235431235431,0.1425482911475572
VALIDATION_4_C,mean_contribution_rate,0.9818181818181818,0.6473214285714286,0.13911103974002575
VALIDATION_4_T,mean_contribution_rate,0.6964285714285714,0.7321428571428571,0.15152288168283162
VALIDATION_5_C,mean_contribution_rate,0.9166666666666666,0.6354166666666666,0.2523758633247024
VALIDATION_5_T,mean_contribution_rate,1.0,0.7326388888888888,0.21140672833178847
VALIDATION_0_C,punishment_rate,0.0,0.0,0.0
VALIDATION_0_T,punishment_rate,0.36666666666666664,0.19166666666666668,0.1177528799679258
VALIDATION_10_C,punishment_rate,0.0,0.0,0.0
VALIDATION_10_T,punishment_rate,0.0,0.13636363636363635,0.13266591451074441
VALIDATION_18_C,punishment_rate,0.0,0.0,0.0
VALIDATION_18_T,punishment_rate,0.5543478260869565,0.09963768115942029,0.08010032959939907
