metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr
behavior_distribution_distance,distribution,fairness_wd,mean_wasserstein_1d,6,0.2664,0.27016666666666667,0.012960134744384127
behavior_distribution_distance,distribution,trust_wd,mean_wasserstein_1d,6,0.10466666666666666,0.09583333333333331,0.022526459065390005
behavior_distribution_distance,distribution,trustworthiness_wd,mean_wasserstein_1d,6,0.07766666666666666,0.07256944444444444,0.00756979979911148
behavior_distribution_distance,distribution,cooperation_wd,mean_wasserstein_1d,6,0.1665,0.14645833333333336,0.01440997489738306
behavior_distribution_distance,distribution,coordination_wd,mean_wasserstein_1d,6,0.36991666666666667,0.39,0.022340121273585745
behavior_distribution_distance,distribution,fairness_offer_wd,wasserstein_1d,6,0.14661666666666667,0.15,0.01111633349492405
behavior_distribution_distance,distribution,inequality_tolerance_wd,wasserstein_1d,6,0.3861833333333333,0.3969166666666667,0.019558387579024963
behavior_distribution_distance,distribution,trust_send_wd,wasserstein_1d,6,0.10466666666666666,0.09583333333333331,0.022526459065390005
behavior_distribution_distance,distribution,trustworthiness_return_wd,wasserstein_1d,6,0.07766666666666666,0.07256944444444444,0.00756979979911148
behavior_distribution_distance,distribution,cooperation_pd_wd,wasserstein_1d,6,0.27441666666666664,0.26666666666666666,0.0167939813219491
behavior_distribution_distance,distribution,cooperation_sh_wd,wasserstein_1d,6,0.058583333333333334,0.029166666666666646,0.018310613025857875
behavior_distribution_distance,distribution,coordination_earth_wd,wasserstein_1d,6,0.36991666666666667,0.39,0.022340121273585745
paper_index_distribution_distance,distribution,delegation_index_wd,wasserstein_1d,4,0.18428571428571427,0.15857142857142856,0.05961897155023292
paper_index_distribution_distance,distribution,payoff_index_wd,wasserstein_1d,6,0.08164671006167384,0.07923809523809525,0.004446734239531278
paper_index_distribution_distance,distribution,prosociality_index_wd,wasserstein_1d,6,0.12050834457877355,0.1235949074074074,0.007188529003242452
paper_index_distribution_distance,distribution,kindness_index_wd,wasserstein_1d,6,0.1505343749497435,0.15805555555555556,0.010781619796689922
paper_index_distribution_distance,distribution,intentions_index_wd,wasserstein_1d,6,0.19261016289642333,0.209,0.010604015964451824
paper_index_distribution_distance,distribution,predictability_index_wd,wasserstein_1d,6,0.32498673813931167,0.32,0.021152413667984184
paper_index_distribution_distance,distribution,equality_index_wd,wasserstein_1d,6,0.13082444260216436,0.13908408408408407,0.00976052382608862
delegation_distribution_distance,distribution,mean_delegation_wd,mean_wasserstein_1d,4,0.26571428571428574,0.2585714285714286,0.028452131897694573
delegation_distribution_distance,distribution,C_delegated,wasserstein_1d,4,0.21999999999999997,0.20999999999999996,0.03162277660168379
delegation_distribution_distance,distribution,PD_delegated,wasserstein_1d,4,0.175,0.16999999999999998,0.06849574196011506
delegation_distribution_distance,distribution,SH_delegated,wasserstein_1d,4,0.12000000000000002,0.10999999999999999,0.031622776601683805
delegation_distribution_distance,distribution,TGReceiver_delegated,wasserstein_1d,4,0.355,0.29999999999999993,0.0767571929311297
delegation_distribution_distance,distribution,TGSender_delegated,wasserstein_1d,4,0.505,0.5,0.06344288770224758
delegation_distribution_distance,distribution,UGProposer_delegated,wasserstein_1d,4,0.14500000000000002,0.17000000000000004,0.04349329450233296
delegation_distribution_distance,distribution,UGResponder_delegated,wasserstein_1d,4,0.33999999999999997,0.35000000000000003,0.04690415759823429
scenario_state_distribution_distance,distribution,mean_role_state_tv,total_variation,6,0.3288169642857143,0.3198214285714286,0.01269624145352667
scenario_state_distribution_distance,distribution,C_decision_state,total_variation,6,0.3399479166666667,0.35,0.02112140676623416
scenario_state_distribution_distance,distribution,PD_decision_state,total_variation,6,0.27848958333333335,0.26666666666666666,0.016193137469296584
scenario_state_distribution_distance,distribution,SH_decision_state,total_variation,6,0.07619791666666667,0.057500000000000016,0.015866553007514828
scenario_state_distribution_distance,distribution,TGReceiver_decision_state,total_variation,6,0.2903125,0.26083333333333336,0.030587597625054214
scenario_state_distribution_distance,distribution,TGSender_decision_state,total_variation,6,0.20182291666666666,0.11666666666666668,0.050189756749570116
scenario_state_distribution_distance,distribution,UGProposer_decision_state,total_variation,6,0.4493229166666667,0.42,0.02863717987983292
scenario_state_distribution_distance,distribution,UGResponder_decision_state,total_variation,6,0.665625,0.66,0.01545930664800453
scenario_direct_value_distance,distribution,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,0.9827129663466319,1.010822317891503,0.04064687629501051
scenario_direct_value_distance,distribution,UGProposer_decision_direct,wasserstein_1d,6,0.6541222130108219,0.6954204204204204,0.04880261913044309
scenario_direct_value_distance,distribution,UGResponder_decision_direct,wasserstein_1d,6,1.8422620168236377,1.9412500000000001,0.076957301749822
scenario_direct_value_distance,distribution,TGReceiver_decision_direct,wasserstein_1d,6,0.4517546692054359,0.40875,0.03933590923879388
mean_alignment_abs_error,scenario,C_decision_nonnull_rate,,6,0.05499999999999999,0.0,0.025592967784139456
mean_alignment_abs_error,session,C_delegated,,4,0.22,0.21,0.031622776601683805
mean_alignment_abs_error,scenario,PD_decision_nonnull_rate,,6,0.04375,0.0,0.0248474512442088
mean_alignment_abs_error,session,PD_delegated,,4,0.175,0.16999999999999998,0.06849574196011507
mean_alignment_abs_error,scenario,SH_decision_nonnull_rate,,6,0.030000000000000006,0.0,0.015165750888103102
mean_alignment_abs_error,session,SH_delegated,,4,0.12000000000000001,0.11000000000000001,0.03162277660168379
mean_alignment_abs_error,scenario,TGReceiver_decision_direct_mean,,6,0.19270631999110255,0.16500000000000004,0.034747612993068035
mean_alignment_abs_error,scenario,TGReceiver_decision_nonnull_rate,,6,0.08875,0.0,0.04324229218407986
mean_alignment_abs_error,session,TGReceiver_delegated,,4,0.355,0.30000000000000004,0.07675719293112969
mean_alignment_abs_error,scenario,TGSender_decision_nonnull_rate,,6,0.12625,0.0,0.05821565511097509
mean_alignment_abs_error,session,TGSender_delegated,,4,0.505,0.5,0.06344288770224761
mean_alignment_abs_error,scenario,UGProposer_decision_direct_mean,,6,0.39742089115324997,0.37708333333333366,0.06026822253732069
mean_alignment_abs_error,scenario,UGProposer_decision_nonnull_rate,,6,0.036250000000000004,0.0,0.018904915586517003
mean_alignment_abs_error,session,UGProposer_delegated,,4,0.14500000000000002,0.17000000000000004,0.04349329450233296
mean_alignment_abs_error,scenario,UGResponder_decision_direct_mean,,6,1.820901811509628,1.899583333333333,0.08279001066177383
mean_alignment_abs_error,scenario,UGResponder_decision_nonnull_rate,,6,0.08499999999999999,0.0,0.03943348830626071
mean_alignment_abs_error,session,UGResponder_delegated,,4,0.33999999999999997,0.35,0.0469041575982343
mean_alignment_abs_error,paper_index_session,delegation_index_mean,,4,0.17142857142857137,0.15857142857142853,0.0679235264262455
mean_alignment_abs_error,paper_index_scenario,equality_index_mean,,6,0.07948417823065002,0.07541666666666652,0.012053644507464146
mean_alignment_abs_error,paper_index_scenario,intentions_index_mean,,6,0.18894716545749504,0.20766666666666667,0.012083567874379305
mean_alignment_abs_error,paper_index_scenario,kindness_index_mean,,6,0.1260054410895027,0.12694444444444458,0.014043211022330979
mean_alignment_abs_error,paper_index_scenario,payoff_index_mean,,6,0.052413707946550446,0.048544195275009305,0.008324409789617519
mean_alignment_abs_error,paper_index_scenario,predictability_index_mean,,6,0.32498673813931167,0.31999999999999995,0.02115241366798418
mean_alignment_abs_error,paper_index_scenario,prosociality_index_mean,,6,0.10078899554084926,0.1126759259259259,0.011511328004968815
