metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,metric_scope,n_groups,model_score,median_value,model_stderr
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,0.06484933333333333,0.0640875,0.051442499999999995,0.08151833333333333,distribution,6,0.2664,0.27016666666666667,0.012960134744384127
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,0.07249416666666667,0.07020833333333334,0.04547500000000001,0.1055875,distribution,6,0.10466666666666666,0.09583333333333331,0.022526459065390005
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,0.05235368055555556,0.051652777777777784,0.03918749999999999,0.06741180555555555,distribution,6,0.07766666666666666,0.07256944444444444,0.00756979979911148
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,0.07303104166666667,0.073875,0.05100208333333334,0.09615208333333328,distribution,6,0.1665,0.14645833333333336,0.01440997489738306
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,0.07555666666666666,0.07325,0.046325000000000005,0.10892083333333333,distribution,6,0.36991666666666667,0.39,0.022340121273585745
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,0.06019391666666667,0.059050000000000005,0.0458475,0.07863916666666666,distribution,6,0.14661666666666667,0.15,0.01111633349492405
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,0.06950475,0.06811666666666666,0.04982416666666666,0.0942175,distribution,6,0.3861833333333333,0.3969166666666667,0.019558387579024963
behavior_distribution_distance,trust_send_wd,wasserstein_1d,0.07249416666666667,0.07020833333333334,0.04547500000000001,0.1055875,distribution,6,0.10466666666666666,0.09583333333333331,0.022526459065390005
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,0.05235368055555556,0.051652777777777784,0.03918749999999999,0.06741180555555555,distribution,6,0.07766666666666666,0.07256944444444444,0.00756979979911148
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,0.07796458333333334,0.07620833333333334,0.04631250000000001,0.11727499999999995,distribution,6,0.27441666666666664,0.26666666666666666,0.0167939813219491
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,0.0680975,0.0655,0.043125,0.09974583333333331,distribution,6,0.058583333333333334,0.029166666666666646,0.018310613025857875
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,0.07555666666666666,0.07325,0.046325000000000005,0.10892083333333333,distribution,6,0.36991666666666667,0.39,0.022340121273585745
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,0.063475,0.061071428571428575,0.042857142857142864,0.08932142857142857,distribution,4,0.18428571428571427,0.15857142857142856,0.05961897155023292
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,0.042999021969149884,0.042414555145686525,0.03554114698862774,0.05304547222336528,distribution,6,0.08164671006167384,0.07923809523809525,0.004446734239531278
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,0.0470579767682303,0.04647449352969827,0.03884629152760808,0.05840804180208979,distribution,6,0.12050834457877355,0.1235949074074074,0.007188529003242452
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,0.06310924640759293,0.06291781329665858,0.04624039213607015,0.07954883874897785,distribution,6,0.1505343749497435,0.15805555555555556,0.010781619796689922
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,0.04980360940570376,0.0497358702060955,0.03798808099539069,0.06158247094529084,distribution,6,0.19261016289642333,0.209,0.010604015964451824
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,0.08093265800857036,0.07848674393529803,0.05496899690101636,0.10968774538476135,distribution,6,0.32498673813931167,0.32,0.021152413667984184
paper_index_distribution_distance,equality_index_wd,wasserstein_1d,0.055760430096610115,0.055174611275714214,0.043199616568700985,0.07064912514885575,distribution,6,0.13082444260216436,0.13908408408408407,0.00976052382608862
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,0.07566071428571428,0.07392857142857143,0.055,0.09928571428571428,distribution,4,0.26571428571428574,0.2585714285714286,0.028452131897694573
delegation_distribution_distance,C_delegated,wasserstein_1d,0.07702500000000001,0.075,0.03474999999999997,0.13,distribution,4,0.21999999999999997,0.20999999999999996,0.03162277660168379
delegation_distribution_distance,PD_delegated,wasserstein_1d,0.071975,0.06999999999999995,0.03,0.12000000000000002,distribution,4,0.175,0.16999999999999998,0.06849574196011506
delegation_distribution_distance,SH_delegated,wasserstein_1d,0.07154999999999999,0.07,0.03,0.11499999999999999,distribution,4,0.12000000000000002,0.10999999999999999,0.031622776601683805
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,0.079,0.07500000000000002,0.034749999999999996,0.13,distribution,4,0.355,0.29999999999999993,0.0767571929311297
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,0.0806,0.07999999999999999,0.03500000000000002,0.13,distribution,4,0.505,0.5,0.06344288770224758
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,0.0717,0.07,0.03,0.11524999999999991,distribution,4,0.14500000000000002,0.17000000000000004,0.04349329450233296
delegation_distribution_distance,UGResponder_delegated,wasserstein_1d,0.077775,0.07500000000000001,0.034999999999999976,0.12499999999999994,distribution,4,0.33999999999999997,0.35000000000000003,0.04690415759823429
scenario_state_distribution_distance,mean_role_state_tv,total_variation,0.11441767113095239,0.1140029761904762,0.10134821428571429,0.12883965773809525,distribution,6,0.3288169642857143,0.3198214285714286,0.01269624145352667
scenario_state_distribution_distance,C_decision_state,total_variation,0.12499817708333333,0.12338541666666666,0.10075520833333332,0.1517473958333333,distribution,6,0.3399479166666667,0.35,0.02112140676623416
scenario_state_distribution_distance,PD_decision_state,total_variation,0.08538958333333334,0.08463541666666666,0.05746354166666667,0.11875520833333333,distribution,6,0.27848958333333335,0.26666666666666666,0.016193137469296584
scenario_state_distribution_distance,SH_decision_state,total_variation,0.07432265625000001,0.073671875,0.05343489583333333,0.0973046875,distribution,6,0.07619791666666667,0.057500000000000016,0.015866553007514828
scenario_state_distribution_distance,TGReceiver_decision_state,total_variation,0.16164375,0.160390625,0.130703125,0.19183072916666666,distribution,6,0.2903125,0.26083333333333336,0.030587597625054214
scenario_state_distribution_distance,TGSender_decision_state,total_variation,0.07961171875,0.078984375,0.05348437499999998,0.105078125,distribution,6,0.20182291666666666,0.11666666666666668,0.050189756749570116
scenario_state_distribution_distance,UGProposer_decision_state,total_variation,0.11934921875,0.11851562500000001,0.0991875,0.14388281249999998,distribution,6,0.4493229166666667,0.42,0.02863717987983292
scenario_state_distribution_distance,UGResponder_decision_state,total_variation,0.15560859375,0.15354166666666666,0.12288020833333334,0.19171354166666663,distribution,6,0.665625,0.66,0.01545930664800453
scenario_direct_value_distance,mean_numeric_direct_value_wd,mean_wasserstein_1d,0.32985941122353213,0.3280889389582643,0.2751078224882293,0.3907246463706644,distribution,6,0.9827129663466319,1.010822317891503,0.04064687629501051
scenario_direct_value_distance,UGProposer_decision_direct,wasserstein_1d,0.2788021504830506,0.27587305637857107,0.2159980828435049,0.35324562574427876,distribution,6,0.6541222130108219,0.6954204204204204,0.04880261913044309
scenario_direct_value_distance,UGResponder_decision_direct,wasserstein_1d,0.3674470121448875,0.3642618206401974,0.2740552878268222,0.4823042319571161,distribution,6,1.8422620168236377,1.9412500000000001,0.076957301749822
scenario_direct_value_distance,TGReceiver_decision_direct,wasserstein_1d,0.3433290710426583,0.34002841766057856,0.2677040930339821,0.44197416464055034,distribution,6,0.4517546692054359,0.40875,0.03933590923879388
mean_alignment_abs_error,C_decision_nonnull_rate,,0.019256250000000003,0.01875,0.008687499999999992,0.0325,scenario,6,0.05499999999999999,0.0,0.025592967784139456
mean_alignment_abs_error,C_delegated,,0.077025,0.075,0.034749999999999996,0.13,session,4,0.22,0.21,0.031622776601683805
mean_alignment_abs_error,PD_decision_nonnull_rate,,0.01799375,0.017499999999999988,0.0075,0.030000000000000006,scenario,6,0.04375,0.0,0.0248474512442088
mean_alignment_abs_error,PD_delegated,,0.071975,0.06999999999999999,0.03,0.12000000000000001,session,4,0.175,0.16999999999999998,0.06849574196011507
mean_alignment_abs_error,SH_decision_nonnull_rate,,0.017887499999999997,0.0175,0.0075,0.028749999999999998,scenario,6,0.030000000000000006,0.0,0.015165750888103102
mean_alignment_abs_error,SH_delegated,,0.07155,0.07,0.030000000000000006,0.115,session,4,0.12000000000000001,0.11000000000000001,0.03162277660168379
mean_alignment_abs_error,TGReceiver_decision_direct_mean,,0.25126880575639776,0.24198808853018144,0.16280873952730027,0.3577456813809467,scenario,6,0.19270631999110255,0.16500000000000004,0.034747612993068035
mean_alignment_abs_error,TGReceiver_decision_nonnull_rate,,0.01975,0.018750000000000006,0.008687499999999999,0.0325,scenario,6,0.08875,0.0,0.04324229218407986
mean_alignment_abs_error,TGReceiver_delegated,,0.079,0.07500000000000004,0.03474999999999998,0.13,session,4,0.355,0.30000000000000004,0.07675719293112969
mean_alignment_abs_error,TGSender_decision_nonnull_rate,,0.02015,0.019999999999999997,0.008750000000000004,0.0325,scenario,6,0.12625,0.0,0.05821565511097509
