bootstrap_iter,metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr,score
0,mean_alignment_abs_error,paper_index_scenario,equality_index_mean,,6,0.041523498829419865,0.02861148648648648,0.008186434169031422,0.041523498829419865
0,mean_alignment_abs_error,paper_index_scenario,intentions_index_mean,,6,0.02904870613166004,0.025666666666666782,0.004200796894786664,0.02904870613166004
0,mean_alignment_abs_error,paper_index_scenario,kindness_index_mean,,6,0.04507202207211484,0.03666666666666657,0.009426814082242793,0.04507202207211484
0,mean_alignment_abs_error,paper_index_scenario,payoff_index_mean,,6,0.019097988193427624,0.015261904761904699,0.0039005856558343996,0.019097988193427624
0,mean_alignment_abs_error,paper_index_scenario,predictability_index_mean,,6,0.0734710681655679,0.055833333333333346,0.015474886210664646,0.0734710681655679
0,mean_alignment_abs_error,paper_index_scenario,prosociality_index_mean,,6,0.028567810917130766,0.022888888888888848,0.006077391394900367,0.028567810917130766
0,mean_alignment_abs_error,paper_index_session,delegation_index_mean,,4,0.04642857142857139,0.012857142857142873,0.03405427840302919,0.04642857142857139
0,mean_alignment_abs_error,scenario,C_decision_nonnull_rate,,6,0.018749999999999996,0.0,0.011898004034290791,0.018749999999999996
0,mean_alignment_abs_error,scenario,PD_decision_nonnull_rate,,6,0.013749999999999998,0.0,0.00723849662107632,0.013749999999999998
0,mean_alignment_abs_error,scenario,SH_decision_nonnull_rate,,6,0.023749999999999993,0.0,0.014401244159215312,0.023749999999999993
0,mean_alignment_abs_error,scenario,TGReceiver_decision_direct_mean,,6,0.3494682253603625,0.3530008417508419,0.05242325729717548,0.3494682253603625
0,mean_alignment_abs_error,scenario,TGReceiver_decision_nonnull_rate,,6,0.027500000000000004,0.0,0.01547847968417226,0.027500000000000004
0,mean_alignment_abs_error,scenario,TGSender_decision_nonnull_rate,,6,0.027500000000000004,0.0,0.0175,0.027500000000000004
0,mean_alignment_abs_error,scenario,UGProposer_decision_direct_mean,,6,0.20761749414709949,0.1430574324324323,0.04093217084515713,0.20761749414709949
0,mean_alignment_abs_error,scenario,UGProposer_decision_nonnull_rate,,6,0.010000000000000002,0.0,0.006324555320336755,0.010000000000000002
0,mean_alignment_abs_error,scenario,UGResponder_decision_direct_mean,,6,0.21545472221673415,0.19176470588235284,0.03898987592755405,0.21545472221673415
0,mean_alignment_abs_error,scenario,UGResponder_decision_nonnull_rate,,6,0.020000000000000007,0.0,0.013038404810405293,0.020000000000000007
0,mean_alignment_abs_error,session,C_delegated,,4,0.07500000000000001,0.04999999999999999,0.037749172176353755,0.07500000000000001
0,mean_alignment_abs_error,session,PD_delegated,,4,0.05499999999999999,0.05000000000000002,0.01707825127659933,0.05499999999999999
0,mean_alignment_abs_error,session,SH_delegated,,4,0.095,0.06999999999999999,0.043493294502332955,0.095
0,mean_alignment_abs_error,session,TGReceiver_delegated,,4,0.10999999999999999,0.09999999999999998,0.04203173404306163,0.10999999999999999
0,mean_alignment_abs_error,session,TGSender_delegated,,4,0.10999999999999997,0.08999999999999994,0.055677643628300216,0.10999999999999997
0,mean_alignment_abs_error,session,UGProposer_delegated,,4,0.03999999999999999,0.020000000000000004,0.019999999999999997,0.03999999999999999
0,mean_alignment_abs_error,session,UGResponder_delegated,,4,0.08000000000000002,0.05000000000000002,0.04242640687119287,0.08000000000000002
0,behavior_distribution_distance,distribution,cooperation_pd_wd,wasserstein_1d,6,0.10500000000000001,0.11999999999999997,0.01647154298768217,0.10500000000000001
