custom_id,input_token_estimate
chip_bargain__chip3_cohort_01_m8aiq8_game_1,2988
chip_bargain__chip3_cohort_02_m8aiq8_game_1,2974
chip_bargain__chip3_cohort_03_m8aiq8_game_1,2992
chip_bargain__chip3_cohort_04_m8aiq8_game_1,2978
chip_bargain__chip3_cohort_05_m8aiq8_game_1,2988
chip_bargain__chip3_cohort_06_m8ak4g_game_1,2994
chip_bargain__chip3_cohort_07_m8ak4j_game_1,3003
chip_bargain__chip3_g11_m5wp7b_game_1,2984
chip_bargain__chip3_g12_m5wp8p_game_1,2987
chip_bargain__chip3_g13_m5wp8q_game_1,2986
chip_bargain__chip3_g15_m5wp8s_game_1,2995
chip_bargain__chip3_g16_m5wp8t_game_1,2987
chip_bargain__chip3_g17_m5wp8w_game_1,2984
chip_bargain__chip3_g18_m5wq8i_game_1,2984
chip_bargain__chip3_g19_m5wq90_game_1,2989
chip_bargain__chip3_g1_m5wp46_game_1,2978
chip_bargain__chip3_g20_m5wq93_game_1,2975
chip_bargain__chip3_g2_m5wp6p_game_1,2986
chip_bargain__chip3_g3_m5wp6q_game_1,3001
chip_bargain__chip3_g5_m5wp6r_game_1,2975
chip_bargain__chip3_g6_m5wp77_game_1,2981
chip_bargain__chip3_g7_m5wp78_game_1,3003
chip_bargain__chip3_g8_m5wp79_game_1,2981
chip_bargain__chip3_g9_m5wp79_game_1,3011
chip_bargain__chip3_cohort_01_m8aiq8_game_2_alt_profile,2994
chip_bargain__chip3_cohort_02_m8aiq8_game_2_alt_profile,2979
chip_bargain__chip3_cohort_03_m8aiq8_game_2_alt_profile,2997
chip_bargain__chip3_cohort_04_m8aiq8_game_2_alt_profile,2984
chip_bargain__chip3_cohort_05_m8aiq8_game_2_alt_profile,2993
chip_bargain__chip3_cohort_06_m8ak4g_game_2_alt_profile,2998
chip_bargain__chip3_cohort_07_m8ak4j_game_2_alt_profile,3009
chip_bargain__chip3_g11_m5wp7b_game_2_alt_profile,2989
chip_bargain__chip3_g12_m5wp8p_game_2_alt_profile,2992
chip_bargain__chip3_g13_m5wp8q_game_2_alt_profile,2990
chip_bargain__chip3_g15_m5wp8s_game_2_alt_profile,3000
chip_bargain__chip3_g16_m5wp8t_game_2_alt_profile,2992
chip_bargain__chip3_g17_m5wp8w_game_2_alt_profile,2989
chip_bargain__chip3_g18_m5wq8i_game_2_alt_profile,2989
chip_bargain__chip3_g19_m5wq90_game_2_alt_profile,2994
chip_bargain__chip3_g1_m5wp46_game_2_alt_profile,2983
chip_bargain__chip3_g20_m5wq93_game_2_alt_profile,2980
chip_bargain__chip3_g2_m5wp6p_game_2_alt_profile,2991
chip_bargain__chip3_g3_m5wp6q_game_2_alt_profile,3006
chip_bargain__chip3_g5_m5wp6r_game_2_alt_profile,2980
chip_bargain__chip3_g6_m5wp77_game_2_alt_profile,2986
chip_bargain__chip3_g7_m5wp78_game_2_alt_profile,3008
chip_bargain__chip3_g8_m5wp79_game_2_alt_profile,2985
chip_bargain__chip3_g9_m5wp79_game_2_alt_profile,3016
