metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,n_treatments,model_score,median_value
distribution_distance,final_surplus_ratio,wasserstein_1d,0.08585178433670997,0.08106453802055169,0.048553474513246285,0.14037535232287782,2,0.288873181458291,0.288873181458291
distribution_distance,proposer_net_surplus,wasserstein_1d,0.2542213955026455,0.2472883597883599,0.1477562830687832,0.38388723544973546,2,1.2584986772486775,1.2584986772486775
distribution_distance,trade_ratio,wasserstein_1d,0.061970090586038015,0.06023845670423053,0.037943646594440265,0.09319562368297482,2,0.39289163125968685,0.39289163125968685
distribution_distance,acceptance_rate,wasserstein_1d,0.04505291005291005,0.04199735449735452,0.013839285714285669,0.08799603174603177,2,0.12499999999999997,0.12499999999999997
distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.2645843017415503,0.252780846948765,0.172645505351428,0.3865628586423007,2,0.9528993422598073,0.9528993422598073
distribution_distance,declined_proposer_net_surplus,wasserstein_1d,0.35350848689671766,0.3457885054618836,0.19041380913442868,0.5527982752655519,2,1.5834230006105006,1.5834230006105006
distribution_distance,accepted_trade_ratio,wasserstein_1d,0.08093983152681247,0.07668418340682007,0.04389561727216138,0.12234088719893658,2,0.33912716590042175,0.33912716590042175
distribution_distance,declined_trade_ratio,wasserstein_1d,0.0731894844383655,0.06998068525337961,0.039680749230581194,0.12079248449287514,2,0.4224482254654669,0.4224482254654669
distribution_distance,final_total_surplus,wasserstein_1d,1.8273541666666666,1.709970238095238,1.1552976190476196,2.8927232142857107,2,4.749999999999999,4.749999999999999
distribution_distance,mean_player_final_surplus,wasserstein_1d,0.6091180555555554,0.5699900793650794,0.3850992063492065,0.9642410714285703,2,1.583333333333333,1.583333333333333
