treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_0_C,final_round_normalized_efficiency,10,10,0.08111191041908902,0.2731795634738752,0.2969179296856368,1.2142995093906819,0.07211538461538462,0.4606711216973225,0.15654418351573388,1.854416986063265
VALIDATION_0_T,final_round_normalized_efficiency,12,12,0.17899256482965933,0.28614540806108135,0.6255300968920358,0.4691558336987045,0.22403846153846155,0.2673735168276652,0.8379231578229376,0.17682887981315729
VALIDATION_10_C,final_round_normalized_efficiency,10,10,0.08624403700126931,0.5043570131399739,0.170997992997738,1.766103459403688,0.07490636704119849,0.791198501872659,0.09467455621301775,2.3573099926832923
VALIDATION_10_T,final_round_normalized_efficiency,10,10,0.2613416483059102,1.0313056339783555,0.2534085335088891,1.37275233562073,0.3932584269662921,0.294943820224719,1.3333333333333337,0.2876820724517812
VALIDATION_11_C,final_round_normalized_efficiency,10,10,0.05676528579284439,0.23838838681861219,0.23812101986342415,1.4349762477251682,0.0,0.36300832664999794,0.0,
VALIDATION_11_T,final_round_normalized_efficiency,11,11,0.12915541999338265,0.47564151189004067,0.27153941942569754,1.3036479588925058,0.08865248226950354,0.4131591790841922,0.21457222000007467,1.5391089073043784
VALIDATION_12_C,final_round_normalized_efficiency,12,12,0.2101625370430625,0.20817768394941574,1.0095344181758168,0.009489252469713693,0.08425245098039216,0.17717086834733897,0.4755434782608695,0.743296964245417
VALIDATION_12_T,final_round_normalized_efficiency,12,12,0.14662735416860123,0.32123983268754447,0.456442007648594,0.7842936239313476,0.2236519607843137,0.3865108543417367,0.5786434152417619,0.5470688542710522
VALIDATION_13_C,final_round_normalized_efficiency,10,10,0.2258534637924612,0.19457814395275885,1.1607339817533444,0.14905254791170683,0.06308369252873562,0.21219405594405594,0.29729245830225975,1.2130389165979913
VALIDATION_13_T,final_round_normalized_efficiency,11,11,0.09834023751482057,0.2735662484795471,0.35947503780669376,1.0231105400963683,0.13963721264367815,0.28871880412533446,0.4836443302219444,0.7264054973170648
