treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_6_C,144,6.444590574734096,0.0
VALIDATION_7_C,154,5.1245376676004115,0.1590909090909091
VALIDATION_17_C,132,5.10043369618526,0.0
VALIDATION_13_T,176,4.527596275337671,0.09090909090909091
VALIDATION_13_C,150,3.2142406129086565,0.1
VALIDATION_11_C,150,2.728176654309549,0.25
VALIDATION_15_C,143,2.6160601877038223,0.0
VALIDATION_11_T,176,2.4137608681610034,0.2727272727272727
VALIDATION_15_T,126,2.3487510142964783,0.1111111111111111
VALIDATION_14_T,160,2.3276334132854526,0.2
VALIDATION_16_T,120,2.24171340847822,0.25
VALIDATION_0_C,140,2.240526416864085,0.3
VALIDATION_12_C,168,2.237908908611869,0.2916666666666667
VALIDATION_17_T,104,2.2204473752952656,0.625
VALIDATION_1_C,96,2.0836860538889623,0.0
VALIDATION_10_T,150,2.043143489954062,0.3
VALIDATION_14_C,180,1.963784432786279,0.4166666666666667
VALIDATION_19_T,140,1.9524999145324518,0.3
VALIDATION_6_T,143,1.8742307600622008,0.09090909090909091
VALIDATION_16_C,140,1.8708572010576285,0.225
VALIDATION_9_T,154,1.82952464908218,0.09090909090909091
VALIDATION_0_T,180,1.779872452416938,0.3333333333333333
VALIDATION_18_C,168,1.7685973078146555,0.4166666666666667
VALIDATION_9_C,143,1.7462890916799982,0.09090909090909091
VALIDATION_3_T,160,1.6810386357168798,0.375
VALIDATION_7_T,180,1.4767638678123325,0.3333333333333333
VALIDATION_8_C,180,1.343525704804617,0.2916666666666667
VALIDATION_10_C,140,1.2993306535973028,0.275
VALIDATION_18_T,150,1.2306701971110963,0.5
VALIDATION_5_T,192,1.1739900584770797,0.4166666666666667
VALIDATION_2_C,117,1.1116279209063993,0.1111111111111111
VALIDATION_19_C,130,1.086929878502724,0.2
VALIDATION_5_C,135,1.074284554247014,0.3333333333333333
VALIDATION_4_C,180,0.9714198648075528,0.5416666666666667
VALIDATION_8_T,176,0.9326145301591083,0.36363636363636365
VALIDATION_1_T,104,0.9159962372762553,0.375
VALIDATION_2_T,154,0.8026883104393403,0.2727272727272727
VALIDATION_3_C,135,0.773330577766857,0.4444444444444444
VALIDATION_4_T,144,0.7644604622738771,0.4722222222222222
VALIDATION_12_T,180,0.7322956548589674,0.5
