metric_family,metric,distance_kind,n_treatments,mean_value,median_value
distribution_distance,mean_send_field_distance,mean_wasserstein_1d,10,1.9449999999999998,2.01
distribution_distance,mean_process_premium_distance,mean_wasserstein_1d,5,1.592,1.4700000000000002
distribution_distance,mean_action_premium_distance,mean_wasserstein_1d,10,2.646,2.65
distribution_distance,return_pct,wasserstein_1d,10,6.096,5.4799999999999995
distribution_distance,process_premium_if_act,wasserstein_1d,5,1.5480000000000003,1.5
distribution_distance,process_premium_if_no_act,wasserstein_1d,5,1.636,1.3000000000000003
distribution_distance,action_premium,wasserstein_1d,5,2.816,2.56
distribution_distance,action_premium_without_check,wasserstein_1d,4,2.875,3.1399999999999997
distribution_distance,action_premium_after_check,wasserstein_1d,4,2.245,2.35
distribution_distance,action_premium_fast,wasserstein_1d,1,2.74,2.74
distribution_distance,action_premium_slow,wasserstein_1d,1,1.54,1.54
distribution_distance,send_if_act,wasserstein_1d,5,1.8399999999999999,1.86
distribution_distance,send_if_act_after_check,wasserstein_1d,4,1.9849999999999999,1.99
distribution_distance,send_if_act_fast,wasserstein_1d,1,1.9000000000000001,1.9000000000000001
distribution_distance,send_if_act_slow,wasserstein_1d,1,2.0,2.0
distribution_distance,send_if_act_without_check,wasserstein_1d,4,2.185,2.26
distribution_distance,send_if_no_act,wasserstein_1d,5,2.088,2.1
distribution_distance,send_if_no_act_after_check,wasserstein_1d,4,1.67,1.67
distribution_distance,send_if_no_act_fast,wasserstein_1d,1,1.7600000000000002,1.7600000000000002
distribution_distance,send_if_no_act_slow,wasserstein_1d,1,1.0999999999999999,1.0999999999999999
distribution_distance,send_if_no_act_without_check,wasserstein_1d,4,2.1,2.21
distribution_distance,joint_pattern_distribution,total_variation,10,0.198,0.21000000000000002
mean_alignment_abs_error,act_rate,,10,0.074,0.060000000000000026
mean_alignment_abs_error,check_rate,,8,0.16749999999999998,0.11999999999999994
mean_alignment_abs_error,fast_rate,,2,0.12999999999999998,0.12999999999999998
mean_alignment_abs_error,mean_action_premium,,5,1.424,1.32
mean_alignment_abs_error,mean_action_premium_after_check,,4,0.7350000000000001,0.5500000000000003
mean_alignment_abs_error,mean_action_premium_fast,,1,0.21999999999999997,0.21999999999999997
mean_alignment_abs_error,mean_action_premium_slow,,1,0.94,0.94
mean_alignment_abs_error,mean_action_premium_without_check,,4,1.275,1.18
mean_alignment_abs_error,mean_fast_premium_if_act,,1,1.18,1.18
mean_alignment_abs_error,mean_fast_premium_if_no_act,,1,0.45999999999999996,0.45999999999999996
mean_alignment_abs_error,mean_process_premium_if_act,,4,0.81,0.71
mean_alignment_abs_error,mean_process_premium_if_no_act,,4,0.61,0.48
mean_alignment_abs_error,mean_return_pct,,10,4.2559999999999985,3.0899999999999963
mean_alignment_abs_error,mean_send_if_act,,5,0.43199999999999994,0.39999999999999947
mean_alignment_abs_error,mean_send_if_act_after_check,,4,0.4650000000000001,0.4700000000000002
mean_alignment_abs_error,mean_send_if_act_fast,,1,0.17999999999999972,0.17999999999999972
mean_alignment_abs_error,mean_send_if_act_slow,,1,1.0,1.0
mean_alignment_abs_error,mean_send_if_act_without_check,,4,1.0250000000000001,1.02
mean_alignment_abs_error,mean_send_if_no_act,,5,1.096,1.2200000000000006
mean_alignment_abs_error,mean_send_if_no_act_after_check,,4,0.45999999999999996,0.2999999999999998
mean_alignment_abs_error,mean_send_if_no_act_fast,,1,0.40000000000000036,0.40000000000000036
mean_alignment_abs_error,mean_send_if_no_act_slow,,1,0.0600000000000005,0.0600000000000005
mean_alignment_abs_error,mean_send_if_no_act_without_check,,4,0.9700000000000001,0.8500000000000001
mean_alignment_abs_error,pattern_checked_act,,8,0.10750000000000004,0.1
mean_alignment_abs_error,pattern_checked_no_act,,8,0.10500000000000001,0.1
mean_alignment_abs_error,pattern_fast_act,,2,0.03,0.03
mean_alignment_abs_error,pattern_fast_no_act,,2,0.10000000000000002,0.10000000000000002
mean_alignment_abs_error,pattern_slow_act,,2,0.08000000000000002,0.08000000000000002
mean_alignment_abs_error,pattern_slow_no_act,,2,0.21,0.21
mean_alignment_abs_error,pattern_unchecked_act,,8,0.0775,0.05
mean_alignment_abs_error,pattern_unchecked_no_act,,8,0.1,0.07999999999999999
