metric,direction,observed,null_mean,null_sd,null_ci_low,null_ci_high,observed_minus_null_mean,z_score,collapse_tail_p
total_top1,higher_is_more_collapsed,1536.0,1536.0,0.0,1536.0,1536.0,0.0,nan,1.0
candidate_identities,higher_is_more_collapsed,144.0,144.0,0.0,144.0,144.0,0.0,nan,1.0
selected_identities,lower_is_more_collapsed,121.0,143.9997,0.01731790980459247,144.0,144.0,-22.99969999999999,-1328.0875267002943,9.999000099990002e-05
selected_identity_share,lower_is_more_collapsed,0.8402777777777778,0.9999979166666666,0.00012026326253189172,1.0,1.0,-0.1597201388888888,-1328.087526700299,9.999000099990002e-05
never_selected_identities,higher_is_more_collapsed,23.0,0.0003,0.017317909804592472,0.0,0.0,22.9997,1328.0875267002948,9.999000099990002e-05
never_selected_identity_share,higher_is_more_collapsed,0.1597222222222222,2.083333333333333e-06,0.00012026326253189215,0.0,0.0,0.15972013888888886,1328.0875267002946,9.999000099990002e-05
entropy_effective_n,lower_is_more_collapsed,87.77771834571108,139.47273564279382,0.6422821828963609,138.139317568259,140.63259364197242,-51.69501729708274,-80.48645700238005,9.999000099990002e-05
entropy_effective_n_share,lower_is_more_collapsed,0.6095674885118825,0.9685606641860682,0.004460292936780284,0.9593008164462431,0.9766152336248083,-0.35899317567418576,-80.48645700238005,9.999000099990002e-05
simpson_effective_n,lower_is_more_collapsed,75.16075183179356,135.53634465136946,1.129494731187744,133.18783681501415,137.58432470258924,-60.3755928195759,-53.453629443748426,9.999000099990002e-05
simpson_effective_n_share,lower_is_more_collapsed,0.5219496654985664,0.9412246156345102,0.007843713411025998,0.9249155334375982,0.9554466993235364,-0.41927495013594385,-53.45362944374845,9.999000099990002e-05
hhi,higher_is_more_collapsed,0.013304816351996528,0.00737860844930013,6.164068898393575e-05,0.007268269856770833,0.0075081931220160585,0.005926207902696398,96.1411690943434,9.999000099990002e-05
gini,higher_is_more_collapsed,0.5287000868055556,0.13986111020688657,0.01013973512866221,0.12069566514756946,0.15993041992187496,0.388838976598669,38.3480408181008,9.999000099990002e-05
top_1pct_share,higher_is_more_collapsed,0.041666666666666664,0.0226962890625,0.001192796062591306,0.020833333333333332,0.025390625,0.018970377604166665,15.904124937295828,9.999000099990002e-05
top_5pct_share,higher_is_more_collapsed,0.16080729166666666,0.083891796875,0.002823088067400838,0.07877604166666667,0.08984375,0.07691549479166666,27.245163082170954,9.999000099990002e-05
top_10pct_share,higher_is_more_collapsed,0.2877604166666667,0.1498642578125,0.0041135751124774245,0.142578125,0.158203125,0.13789615885416667,33.52221731308509,9.999000099990002e-05
