custom_id,persona_pid,record_id,metric,matched_value,candidate_uniform_value,diff
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_01_m7xia7__game_1__p005__g001,nemotron_2dbb30158a18,chip2__cohort_01_m7xia7__game_1,final_surplus,0.1099999999999995,-0.13333333333333344,0.24333333333333296
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,nemotron_2dbb30158a18,chip2__cohort_02_m7xiz2__game_1,final_surplus,1.012,1.0,0.01200000000000001
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_03_m8aexq__game_1__p005__g003,nemotron_2dbb30158a18,chip2__cohort_03_m8aexq__game_1,final_surplus,1.275,0.8999999999999997,0.3750000000000002
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p005__g009,nemotron_2dbb30158a18,chip2__cohort_04_m8aexq__game_2_alt_profile,final_surplus,1.0699999999999998,0.6666666666666666,0.4033333333333332
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,nemotron_2dbb30158a18,chip2__cohort_05_m7xjzy__game_1,final_surplus,1.6500000000000008,2.4333333333333336,-0.7833333333333328
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p005__g010,nemotron_2dbb30158a18,chip2__cohort_05_m7xjzy__game_2_alt_profile,final_surplus,2.1549999999999994,2.1999999999999997,-0.04500000000000037
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p005__g011,nemotron_2dbb30158a18,chip2__cohort_05_m8aexq__game_2_alt_profile,final_surplus,2.3130000000000006,3.07,-0.7569999999999992
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,nemotron_2dbb30158a18,chip2__cohort_07_m8ag8i__game_1,final_surplus,3.990000000000001,2.5,1.490000000000001
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_12_m8agmu__game_1__p005__g006,nemotron_2dbb30158a18,chip2__cohort_12_m8agmu__game_1,final_surplus,1.4900000000000007,-0.19999999999999987,1.6900000000000006
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p005__g012,nemotron_2dbb30158a18,chip2__cohort_12_m8agmu__game_2_alt_profile,final_surplus,1.7150000000000005,1.7333333333333336,-0.01833333333333309
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_14_m8agmu__game_1__p005__g007,nemotron_2dbb30158a18,chip2__cohort_14_m8agmu__game_1,final_surplus,2.7500000000000004,1.3877787807814457e-16,2.7500000000000004
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p005__g013,nemotron_2dbb30158a18,chip2__cohort_14_m8agmu__game_2_alt_profile,final_surplus,4.960000000000001,2.533333333333333,2.4266666666666676
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_15_m8agmu__game_1__p005__g008,nemotron_2dbb30158a18,chip2__cohort_15_m8agmu__game_1,final_surplus,2.8800000000000003,1.9333333333333333,0.946666666666667
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p005__g014,nemotron_2dbb30158a18,chip2__cohort_15_m8agmu__game_2_alt_profile,final_surplus,2.980000000000001,2.2,0.7800000000000007
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p005__g015,nemotron_2dbb30158a18,chip2__cohort_18_m8agzl__game_2_alt_profile,final_surplus,1.1800000000000002,1.0,0.18000000000000016
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p005__g016,nemotron_2dbb30158a18,chip2__cohort_20_m8agzl__game_2_alt_profile,final_surplus,2.7,1.0,1.7000000000000002
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_01_m8aiq8__game_1__p005__g017,nemotron_2dbb30158a18,chip3__cohort_01_m8aiq8__game_1,final_surplus,3.6,3.3333333333333335,0.2666666666666666
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p005__g025,nemotron_2dbb30158a18,chip3__cohort_01_m8aiq8__game_2_alt_profile,final_surplus,3.0,1.3333333333333333,1.6666666666666667
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p005__g026,nemotron_2dbb30158a18,chip3__cohort_02_m8aiq8__game_2_alt_profile,final_surplus,0.8523999999999996,0.9699999999999993,-0.1175999999999997
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p005__g027,nemotron_2dbb30158a18,chip3__cohort_03_m8aiq8__game_2_alt_profile,final_surplus,4.300000000000001,4.333333333333333,-0.03333333333333233
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_05_m8aiq8__game_1__p005__g018,nemotron_2dbb30158a18,chip3__cohort_05_m8aiq8__game_1,final_surplus,3.2,3.6666666666666665,-0.46666666666666634
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p005__g028,nemotron_2dbb30158a18,chip3__cohort_06_m8ak4g__game_2_alt_profile,final_surplus,2.2,1.6666666666666665,0.5333333333333337
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g11_m5wp7b__game_1__p005__g019,nemotron_2dbb30158a18,chip3__g11_m5wp7b__game_1,final_surplus,5.630000000000001,3.0999999999999996,2.530000000000001
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g12_m5wp8p__game_2_alt_profile__p005__g029,nemotron_2dbb30158a18,chip3__g12_m5wp8p__game_2_alt_profile,final_surplus,1.022,1.7699999999999996,-0.7479999999999996
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g13_m5wp8q__game_2_alt_profile__p005__g030,nemotron_2dbb30158a18,chip3__g13_m5wp8q__game_2_alt_profile,final_surplus,3.7190000000000003,4.496666666666666,-0.7776666666666658
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g17_m5wp8w__game_1__p005__g020,nemotron_2dbb30158a18,chip3__g17_m5wp8w__game_1,final_surplus,3.4800000000000013,2.733333333333334,0.7466666666666675
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g20_m5wq93__game_1__p005__g021,nemotron_2dbb30158a18,chip3__g20_m5wq93__game_1,final_surplus,1.9199999999999997,1.7999999999999996,0.1200000000000001
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g3_m5wp6q__game_2_alt_profile__p005__g031,nemotron_2dbb30158a18,chip3__g3_m5wp6q__game_2_alt_profile,final_surplus,5.275499999999999,5.203333333333332,0.07216666666666693
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g6_m5wp77__game_1__p005__g022,nemotron_2dbb30158a18,chip3__g6_m5wp77__game_1,final_surplus,3.6500000000000004,2.5,1.1500000000000004
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g7_m5wp78__game_1__p005__g023,nemotron_2dbb30158a18,chip3__g7_m5wp78__game_1,final_surplus,5.47,4.133333333333333,1.336666666666667
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g7_m5wp78__game_2_alt_profile__p005__g032,nemotron_2dbb30158a18,chip3__g7_m5wp78__game_2_alt_profile,final_surplus,0.6170000000000003,-0.12666666666666676,0.7436666666666671
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g9_m5wp79__game_1__p005__g024,nemotron_2dbb30158a18,chip3__g9_m5wp79__game_1,final_surplus,0.35150000000000053,-0.029999999999999957,0.3815000000000005
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_01_m898xg__game_2_alt_profile__p005__g041,nemotron_2dbb30158a18,chip4__cohort_01_m898xg__game_2_alt_profile,final_surplus,4.2,3.0,1.2000000000000002
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p005__g042,nemotron_2dbb30158a18,chip4__cohort_02_m7xl5i__game_2_alt_profile,final_surplus,6.920000000000001,6.666666666666666,0.25333333333333474
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_02_m89542__game_1__p005__g033,nemotron_2dbb30158a18,chip4__cohort_02_m89542__game_1,final_surplus,3.5900000000000003,3.5333333333333323,0.056666666666667975
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_02_m89542__game_2_alt_profile__p005__g043,nemotron_2dbb30158a18,chip4__cohort_02_m89542__game_2_alt_profile,final_surplus,1.5499999999999996,1.366666666666666,0.18333333333333357
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p005__g044,nemotron_2dbb30158a18,chip4__cohort_02_m8aboy__game_2_alt_profile,final_surplus,0.5010000000000003,0.8033333333333333,-0.302333333333333
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_03_m898xg__game_2_alt_profile__p005__g045,nemotron_2dbb30158a18,chip4__cohort_03_m898xg__game_2_alt_profile,final_surplus,3.8059999999999996,3.0700000000000003,0.7359999999999993
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_04_m89542__game_2_alt_profile__p005__g046,nemotron_2dbb30158a18,chip4__cohort_04_m89542__game_2_alt_profile,final_surplus,3.692499999999998,2.8699999999999983,0.8224999999999998
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_04_m8aboy__game_1__p005__g034,nemotron_2dbb30158a18,chip4__cohort_04_m8aboy__game_1,final_surplus,0.4668000000000003,0.6366666666666667,-0.1698666666666664
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_05_m7xlsd__game_1__p005__g035,nemotron_2dbb30158a18,chip4__cohort_05_m7xlsd__game_1,final_surplus,1.536,1.4033333333333335,0.1326666666666665
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p005__g047,nemotron_2dbb30158a18,chip4__cohort_05_m7xlsd__game_2_alt_profile,final_surplus,4.5699999999999985,3.9999999999999987,0.5699999999999998
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_05_m89542__game_1__p005__g036,nemotron_2dbb30158a18,chip4__cohort_05_m89542__game_1,final_surplus,2.7950000000000004,3.1333333333333337,-0.3383333333333334
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_05_m898xg__game_1__p005__g037,nemotron_2dbb30158a18,chip4__cohort_05_m898xg__game_1,final_surplus,3.4210000000000003,3.4699999999999998,-0.04899999999999949
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_05_m898xg__game_2_alt_profile__p005__g048,nemotron_2dbb30158a18,chip4__cohort_05_m898xg__game_2_alt_profile,final_surplus,4.420000000000002,5.533333333333333,-1.1133333333333315
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_06_m89b9z__game_1__p005__g038,nemotron_2dbb30158a18,chip4__cohort_06_m89b9z__game_1,final_surplus,2.170000000000001,1.2000000000000004,0.9700000000000004
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_06_m8acrp__game_1__p005__g039,nemotron_2dbb30158a18,chip4__cohort_06_m8acrp__game_1,final_surplus,5.265,4.7333333333333325,0.5316666666666672
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip4__cohort_07_m8ad4g__game_1__p005__g040,nemotron_2dbb30158a18,chip4__cohort_07_m8ad4g__game_1,final_surplus,9.31,7.799999999999999,1.5100000000000016
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_01_m7xia7__game_1__p029__g001,nemotron_419f99738bbb,chip2__cohort_01_m7xia7__game_1,final_surplus,0.01999999999999955,-0.13333333333333344,0.153333333333333
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_02_m7xiz2__game_1__p029__g002,nemotron_419f99738bbb,chip2__cohort_02_m7xiz2__game_1,final_surplus,0.99,1.0,-0.010000000000000009
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_03_m8aexq__game_1__p029__g003,nemotron_419f99738bbb,chip2__cohort_03_m8aexq__game_1,final_surplus,1.1639999999999997,0.8999999999999997,0.264
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p029__g009,nemotron_419f99738bbb,chip2__cohort_04_m8aexq__game_2_alt_profile,final_surplus,0.7500000000000001,0.6666666666666666,0.08333333333333348
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_05_m7xjzy__game_1__p029__g004,nemotron_419f99738bbb,chip2__cohort_05_m7xjzy__game_1,final_surplus,1.7000000000000004,2.4333333333333336,-0.7333333333333332
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p029__g010,nemotron_419f99738bbb,chip2__cohort_05_m7xjzy__game_2_alt_profile,final_surplus,2.14,2.1999999999999997,-0.05999999999999961
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p029__g011,nemotron_419f99738bbb,chip2__cohort_05_m8aexq__game_2_alt_profile,final_surplus,1.611,3.07,-1.4589999999999999
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_07_m8ag8i__game_1__p029__g005,nemotron_419f99738bbb,chip2__cohort_07_m8ag8i__game_1,final_surplus,3.7200000000000006,2.5,1.2200000000000006
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_12_m8agmu__game_1__p029__g006,nemotron_419f99738bbb,chip2__cohort_12_m8agmu__game_1,final_surplus,0.7220000000000002,-0.19999999999999987,0.922
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p029__g012,nemotron_419f99738bbb,chip2__cohort_12_m8agmu__game_2_alt_profile,final_surplus,1.7500000000000007,1.7333333333333336,0.01666666666666705
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_14_m8agmu__game_1__p029__g007,nemotron_419f99738bbb,chip2__cohort_14_m8agmu__game_1,final_surplus,-1.6000000000000003,1.3877787807814457e-16,-1.6000000000000005
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p029__g013,nemotron_419f99738bbb,chip2__cohort_14_m8agmu__game_2_alt_profile,final_surplus,4.715,2.533333333333333,2.1816666666666666
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_15_m8agmu__game_1__p029__g008,nemotron_419f99738bbb,chip2__cohort_15_m8agmu__game_1,final_surplus,2.805,1.9333333333333333,0.8716666666666668
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p029__g014,nemotron_419f99738bbb,chip2__cohort_15_m8agmu__game_2_alt_profile,final_surplus,2.9880000000000004,2.2,0.7880000000000003
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p029__g015,nemotron_419f99738bbb,chip2__cohort_18_m8agzl__game_2_alt_profile,final_surplus,1.2750000000000001,1.0,0.27500000000000013
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p029__g016,nemotron_419f99738bbb,chip2__cohort_20_m8agzl__game_2_alt_profile,final_surplus,2.3000000000000003,1.0,1.3000000000000003
nemotron_chip_match__pid_nemotron_419f99738bbb__record_chip3__cohort_01_m8aiq8__game_1__p029__g017,nemotron_419f99738bbb,chip3__cohort_01_m8aiq8__game_1,final_surplus,4.3,3.3333333333333335,0.9666666666666663
