record_id,treatment_name,n_requests,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,top1_uniform_expected_share,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,32,3,32.0,3,1.7135323579168613,0.5711774526389538,dog-orange-384,27.0,0.84375,0.3333333333333333,3,2.539374508709428,dog-orange-384,0.6137500000000001
chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,32,3,32.0,3,1.6679356965569503,0.5559785655189834,otter-blue-1497,27.0,0.84375,0.3333333333333333,3,2.569445049628357,otter-blue-1497,0.6056250000000001
chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,32,3,32.0,3,2.5457771405860634,0.8485923801953544,owl-orange-1045,16.0,0.5,0.3333333333333333,3,2.9059725177313793,owl-orange-1045,0.41593750000000007
chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,2,1.6910021130734858,0.5636673710244953,ram-red-5745,25.0,0.78125,0.3333333333333333,3,2.5405867228685852,ram-red-5745,0.5715625000000001
chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,32,3,32.0,1,1.0,0.3333333333333333,owl-yellow-7660,32.0,1.0,0.3333333333333333,3,2.314127419017648,owl-yellow-7660,0.6840625
chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,2,1.1491939670970752,0.3830646556990251,owl-yellow-7660,31.0,0.96875,0.3333333333333333,3,2.3400435463246185,owl-yellow-7660,0.6665625
chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,3,1.7630720877647699,0.58769069592159,gorilla-purple-6898,26.0,0.8125,0.3333333333333333,3,2.707277306359543,gorilla-purple-6898,0.5434375
chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,32,3,32.0,3,1.7135323579168613,0.5711774526389538,whale-green-1798,27.0,0.84375,0.3333333333333333,3,2.515967259379982,whale-green-1798,0.6215625
chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,32,3,32.0,3,1.6679356965569503,0.5559785655189834,buffalo-orange-6610,27.0,0.84375,0.3333333333333333,3,2.488474384912816,buffalo-orange-6610,0.6284375000000001
chip2__cohort_12_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,2,1.9960950200730567,0.665365006691019,goose-purple-9985,17.0,0.53125,0.3333333333333333,3,2.548102338687199,goose-purple-9985,0.4928125
chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,32,3,32.0,3,2.3840802553608156,0.7946934184536052,squid-yellow-4597,21.0,0.65625,0.3333333333333333,3,2.7828267159720546,squid-yellow-4597,0.52125
chip2__cohort_14_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,1,1.0,0.3333333333333333,otter-pink-5988,32.0,1.0,0.3333333333333333,3,2.169410187556606,otter-pink-5988,0.7203125
chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,32,3,32.0,2,1.4575692649810903,0.4858564216603634,camel-pink-767,28.0,0.875,0.3333333333333333,3,2.410404167889529,camel-pink-767,0.6140625
chip2__cohort_15_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,2,1.4575692649810903,0.4858564216603634,camel-pink-767,28.0,0.875,0.3333333333333333,3,2.421864175261532,camel-pink-767,0.6409374999999999
chip2__cohort_18_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,3,2.988525810966443,0.9961752703221477,turtle-yellow-3106,12.0,0.375,0.3333333333333333,3,2.9957336617472468,pig-blue-1277,0.354375
chip2__cohort_20_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,3,2.2480046710829824,0.7493348903609941,tiger-yellow-3019,16.0,0.5,0.3333333333333333,3,2.60554382890699,tiger-yellow-3019,0.466875
chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,32,3,32.0,3,2.649351128562104,0.8831170428540346,buffalo-green-2230,16.0,0.5,0.3333333333333333,3,2.8933410940998234,buffalo-green-2230,0.43218750000000006
chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,2,1.5424913566151934,0.5141637855383978,goose-green-3433,27.0,0.84375,0.3333333333333333,3,2.5822464923708153,goose-green-3433,0.5959375
chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.2480046710829824,0.7493348903609941,cat-orange-2462,16.0,0.5,0.3333333333333333,3,2.8138283460968854,cat-orange-2462,0.4225000000000001
chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.736465162693914,0.9121550542313046,camel-yellow-5577,17.0,0.53125,0.3333333333333333,3,2.9557180429358985,camel-yellow-5577,0.41250000000000003
chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,32,3,32.0,3,2.1024637917818048,0.7008212639272683,alligator-blue-3197,23.0,0.71875,0.3333333333333333,3,2.8132830398095092,alligator-blue-3197,0.5046875000000001
chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,2,1.2633812503027273,0.42112708343424243,whale-red-86,30.0,0.9375,0.3333333333333333,3,2.5127461309588908,whale-red-86,0.6249999999999999
chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,32,3,32.0,2,1.2633812503027273,0.42112708343424243,cat-green-4185,30.0,0.9375,0.3333333333333333,3,2.4486693763436373,cat-green-4185,0.6440625
chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,1.845116947259154,0.615038982419718,bear-purple-7271,26.0,0.8125,0.3333333333333333,3,2.704478101781746,bear-purple-7271,0.553125
chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.8182213824676525,0.9394071274892175,gorilla-yellow-5964,15.0,0.46875,0.3333333333333333,3,2.9655355095177476,gorilla-yellow-5964,0.3937500000000001
chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,32,3,32.0,2,1.9378192408783848,0.6459397469594615,owl-green-168,20.0,0.625,0.3333333333333333,3,2.6443538237010578,owl-green-168,0.4878125
chip3__g20_m5wq93__game_1,CHIP3__GAME_1,32,3,32.0,2,1.9960950200730567,0.665365006691019,lion-blue-472,17.0,0.53125,0.3333333333333333,3,2.6089955485292133,lion-blue-472,0.46656249999999994
