metric,num_treatments,mean_abs_diff_from_human_mean,mean_abs_z_score,median_abs_z_score,mean_percentile_within_humans,median_percentile_within_humans,within_human_range_rate,within_human_iqr_rate
final_round_normalized_efficiency,40,0.5050738075729341,1.734121001736123,1.2577692132929288,0.16053218031635297,0.09090909090909091,0.592326139088729,0.19904076738609114
final_total_contribution_rate,40,0.43912175577142365,3.059464556120819,2.173667492650253,0.1267607126420076,0.0,0.4052757793764988,0.15347721822541965
first_round_normalized_efficiency,40,0.16147587558063403,1.1565821938880847,0.9031689666986383,0.27081365210861613,0.2,0.8033573141486811,0.3501199040767386
first_round_total_contribution_rate,40,0.1525541454568496,1.3238365194571198,0.9958932064677034,0.23606720684058813,0.18181818181818182,0.762589928057554,0.34292565947242204
mean_round_normalized_efficiency,40,0.332468321828536,1.9034199671055967,1.2711648900146977,0.17704563621829808,0.1,0.6378896882494005,0.22062350119904076
mean_total_contribution_rate,40,0.28456489941140845,2.535530587614968,1.9987211241401728,0.15546956374294504,0.08333333333333333,0.5275779376498801,0.1774580335731415
mean_within_round_contribution_rate_var,40,0.04078712671374738,1.1134265953307116,0.7903288948676177,0.5242188067727637,0.55,0.8081534772182254,0.45083932853717024
messages_per_round,26,2.078534777345164,1.343621425596444,0.7193409440376883,0.5538968201874339,0.5833333333333334,0.8050541516245487,0.44404332129963897
punish_actor_round_rate,20,0.1055277174896603,1.0711401493049562,0.7402457424865669,0.5264170834559184,0.5694444444444444,0.7427184466019418,0.5048543689320388
reward_actor_round_rate,22,0.10295097156177219,0.7770922002207039,0.5794622477523867,0.5172891963109354,0.5,0.8652173913043478,0.48695652173913045
round_normalized_efficiency_decay_slope,40,0.370119776844169,1.3113338154755891,0.8583260480340444,0.2705465930286074,0.16666666666666666,0.6858513189448441,0.3237410071942446
round_normalized_efficiency_rmse_to_treatment_mean,40,0.20321609038620322,2.1229388419125,0.8698981304406562,0.6467298888162197,0.75,0.6594724220623501,0.33573141486810554
rounds_with_chat_rate,26,0.3986753431367669,1.5629306072807807,1.4257096919624772,0.8116248222295154,0.9166666666666666,0.7111913357400722,0.2996389891696751
total_contribution_rate_decay_slope,40,0.29827812278304,2.014430348919931,1.459653506319134,0.256030932829494,0.1,0.5275779376498801,0.2446043165467626
total_contribution_rate_rmse_to_treatment_mean,40,0.1852285629886311,3.220312919040736,1.8819524931661284,0.7637786740304727,0.9166666666666666,0.5083932853717026,0.1750599520383693
total_contribution_rate_sd,40,0.05539254168977246,1.4003849942752644,1.060395519468812,0.5345572027226704,0.5454545454545454,0.6666666666666666,0.3381294964028777
