custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,n_players,n_rounds,n_turns,initial_total_welfare,optimal_total_welfare,optimal_total_surplus,final_total_welfare,final_total_surplus,final_surplus_ratio,final_group_surplus_ratio_after_turn,mean_trade_ratio,mean_acceptance_rate,mean_proposer_net_surplus,mean_player_final_surplus
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,41.0,60.85714285714286,19.85714285714286,42.8,1.7999999999999972,0.09064748201438833,0.09064748201438833,1.3518518518518519,0.2222222222222222,0.35555555555555557,0.5999999999999991
chip_bargain__chip3_cohort_02_m8aiq8_game_1,chip3__cohort_02_m8aiq8__game_1,chip3__cohort_02_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,61.0,66.0,5.0,64.1,3.0999999999999943,0.6199999999999989,0.6199999999999989,1.6111111111111112,0.5555555555555556,0.011111111111111146,1.0333333333333314
chip_bargain__chip3_cohort_03_m8aiq8_game_1,chip3__cohort_03_m8aiq8__game_1,chip3__cohort_03_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 03-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,49.0,58.66666666666667,9.666666666666671,50.199999999999996,1.1999999999999957,0.12413793103448226,0.12413793103448226,1.5,0.5555555555555556,-0.2111111111111111,0.3999999999999986
chip_bargain__chip3_cohort_04_m8aiq8_game_1,chip3__cohort_04_m8aiq8__game_1,chip3__cohort_04_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,47.0,72.0,25.0,44.900000000000006,-2.0999999999999943,-0.08399999999999977,-0.08399999999999977,1.3333333333333333,0.5555555555555556,-0.06666666666666668,-0.6999999999999981
chip_bargain__chip3_cohort_05_m8aiq8_game_1,chip3__cohort_05_m8aiq8__game_1,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,50.0,69.0,19.0,50.9,0.8999999999999986,0.047368421052631504,0.047368421052631504,1.259259259259259,0.4444444444444444,0.3555555555555555,0.29999999999999954
chip_bargain__chip3_cohort_06_m8ak4g_game_1,chip3__cohort_06_m8ak4g__game_1,chip3__cohort_06_m8ak4g__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,59.0,69.0,10.0,65.4,6.400000000000006,0.6400000000000006,0.6400000000000006,1.1111111111111112,0.6666666666666666,0.6444444444444444,2.133333333333335
chip_bargain__chip3_cohort_07_m8ak4j_game_1,chip3__cohort_07_m8ak4j__game_1,chip3__cohort_07_m8ak4j__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 07-m8ak4j,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,62.0,74.33333333333333,12.333333333333329,68.4,6.400000000000006,0.5189189189189196,0.5189189189189196,1.0,1.0,0.4555555555555555,2.133333333333335
chip_bargain__chip3_g11_m5wp7b_game_1,chip3__g11_m5wp7b__game_1,chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g11-m5wp7b,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,55.0,71.875,16.875,62.60000000000001,7.6000000000000085,0.45037037037037086,0.45037037037037086,1.2777777777777777,0.6666666666666666,0.5444444444444444,2.5333333333333363
chip_bargain__chip3_g13_m5wp8q_game_1,chip3__g13_m5wp8q__game_1,chip3__g13_m5wp8q__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g13-m5wp8q,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,45.0,57.0,12.0,48.7,3.700000000000003,0.30833333333333357,0.30833333333333357,1.2777777777777777,0.5555555555555556,0.6000000000000001,1.2333333333333343
chip_bargain__chip3_g16_m5wp8t_game_1,chip3__g16_m5wp8t__game_1,chip3__g16_m5wp8t__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g16-m5wp8t,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,48.0,75.0,27.0,55.0,7.0,0.25925925925925924,0.25925925925925924,1.2777777777777777,0.7777777777777778,0.6555555555555554,2.3333333333333335
chip_bargain__chip3_g17_m5wp8w_game_1,chip3__g17_m5wp8w__game_1,chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g17-m5wp8w,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,41.0,60.00000000000001,19.000000000000007,46.5,5.5,0.2894736842105262,0.2894736842105262,1.1666666666666667,0.5555555555555556,0.33333333333333337,1.8333333333333333
chip_bargain__chip3_g18_m5wq8i_game_1,chip3__g18_m5wq8i__game_1,chip3__g18_m5wq8i__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g18-m5wq8i,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,50.0,60.00000000000001,10.000000000000007,56.6,6.600000000000001,0.6599999999999997,0.6599999999999997,1.4814814814814814,0.3333333333333333,0.35555555555555557,2.2000000000000006
chip_bargain__chip3_g19_m5wq90_game_1,chip3__g19_m5wq90__game_1,chip3__g19_m5wq90__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g19-m5wq90,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,47.0,63.6,16.6,48.0,1.0,0.06024096385542168,0.06024096385542168,1.3888888888888888,0.4444444444444444,0.03333333333333331,0.3333333333333333
chip_bargain__chip3_g1_m5wp46_game_1,chip3__g1_m5wp46__game_1,chip3__g1_m5wp46__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g1-m5wp46,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,58.0,75.0,17.0,56.800000000000004,-1.1999999999999957,-0.0705882352941174,-0.0705882352941174,1.0925925925925926,0.6666666666666666,0.47777777777777775,-0.3999999999999986
chip_bargain__chip3_g20_m5wq93_game_1,chip3__g20_m5wq93__game_1,chip3__g20_m5wq93__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g20-m5wq93,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,56.0,68.14285714285714,12.142857142857139,60.7,4.700000000000003,0.3870588235294121,0.3870588235294121,1.3888888888888888,0.5555555555555556,0.388888888888889,1.5666666666666675
chip_bargain__chip3_g2_m5wp6p_game_1,chip3__g2_m5wp6p__game_1,chip3__g2_m5wp6p__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g2-m5wp6p,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,59.0,75.0,16.0,63.5,4.5,0.28125,0.28125,1.5555555555555556,0.6666666666666666,0.3777777777777778,1.5
