custom_id,input_token_estimate
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0001,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0002,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0003,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0004,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0005,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0006,38871
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0007,38875
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0008,38874
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0009,38874
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0010,38871
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0011,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0012,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0013,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0014,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0015,38869
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0016,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0017,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0018,38875
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0019,38868
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0020,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0021,38867
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0022,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0023,38875
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0024,38871
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0025,38870
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0026,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0027,38869
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0028,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0029,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0030,38876
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0031,38875
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0032,38869
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0033,38871
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0034,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0035,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0036,38874
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0037,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0038,38866
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0039,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0040,38871
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0041,38874
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0042,38871
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0043,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0044,38871
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0045,38872
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0046,38871
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0047,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0048,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0049,38873
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0050,38871
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0051,38870
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_self_report_social_only__s0052,38873
