metric,direction,observed,null_mean,null_sd,null_ci_low,null_ci_high,observed_minus_null_mean,z_score,collapse_tail_p
total_top1,higher_is_more_collapsed,1279.0,1279.0,0.0,1279.0,1279.0,0.0,nan,1.0
candidate_identities,higher_is_more_collapsed,342.0,342.0,0.0,342.0,342.0,0.0,nan,1.0
selected_identities,lower_is_more_collapsed,200.0,320.0985,3.782379905562351,313.0,327.0,-120.0985,-31.75209867823792,4.999750012499375e-05
selected_identity_share,lower_is_more_collapsed,0.5847953216374269,0.9359605263158943,0.011059590367140645,0.9152046783625731,0.956140350877193,-0.35116520467846746,-31.752098678249506,4.999750012499375e-05
never_selected_identities,higher_is_more_collapsed,142.0,21.9015,3.782379905562351,15.0,29.0,120.0985,31.75209867823792,4.999750012499375e-05
never_selected_identity_share,higher_is_more_collapsed,0.4152046783625731,0.06403947368420565,0.011059590367141015,0.043859649122807015,0.0847953216374269,0.3511652046783674,31.7520986782394,4.999750012499375e-05
entropy_effective_n,lower_is_more_collapsed,131.55067708245616,256.9470775893953,2.653451589273162,251.61271029776861,262.06485879949827,-125.39640050693913,-47.25784371339819,4.999750012499375e-05
entropy_effective_n_share,lower_is_more_collapsed,0.3846511025802812,0.751307244413444,0.007758630377991719,0.7357096792332415,0.7662715169575973,-0.3666561418331628,-47.25784371339904,4.999750012499375e-05
simpson_effective_n,lower_is_more_collapsed,102.90249732653983,215.05996262332806,2.807500184673277,209.37424804812494,220.31528619528623,-112.15746529678823,-39.94922811014545,4.999750012499375e-05
simpson_effective_n_share,lower_is_more_collapsed,0.3008844951068416,0.6288303000682132,0.008209064867465756,0.6122054036494881,0.6441967432610709,-0.32794580496137155,-39.94922811014559,4.999750012499375e-05
hhi,higher_is_more_collapsed,0.009717937134477004,0.004650660669343783,6.0886938904926774e-05,0.004538949690098249,0.00477613655605894,0.005067276465133221,83.22435905417464,4.999750012499375e-05
gini,higher_is_more_collapsed,0.7098176115294752,0.40764777009633857,0.006742816161601202,0.3945446918050925,0.4212515260003016,0.30216984143313663,44.81359630623253,4.999750012499375e-05
top_1pct_share,higher_is_more_collapsed,0.07584050039093042,0.04353021892103228,0.0024318413918357736,0.039093041438623924,0.04847537138389367,0.03231028146989814,13.286344075880466,4.999750012499375e-05
top_5pct_share,higher_is_more_collapsed,0.29007036747458953,0.1614020719311947,0.00421914043115649,0.1532447224394058,0.1704456606724003,0.12866829554339482,30.49632920327473,4.999750012499375e-05
top_10pct_share,higher_is_more_collapsed,0.490226739640344,0.27499433150898606,0.00477000373246575,0.2658326817826427,0.2845973416731822,0.21523240813135797,45.12206283329222,4.999750012499375e-05
