game_id,treatment_name,n_requests,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,top1_uniform_expected_share,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
2KKC9nMd8nRXfgH5G,VALIDATION_19_C,32,4,32.0,4,2.5214999935412212,0.6303749983853053,SLOTH,16.0,0.5,0.25,4,3.501381390154242,GORILLA,0.37500000000000006
2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,32,4,32.0,3,2.6008869288389365,0.6502217322097341,GORILLA,19.0,0.59375,0.25,4,3.287446116928457,GORILLA,0.515625
2TquMDieEiixty8AN,VALIDATION_0_T,32,10,32.0,5,3.552000847086268,0.3552000847086268,RABBIT,14.0,0.4375,0.1,10,5.877903464342955,RABBIT,0.29843749999999997
2khRAszouj8vP8ZfP,VALIDATION_18_C,32,4,32.0,4,3.2041576468977384,0.8010394117244346,DUCK,17.0,0.53125,0.25,4,3.763851482092095,DUCK,0.40843750000000006
3EG5RaDj4z7hkT2JD,VALIDATION_10_T,32,3,32.0,2,1.9378192408783848,0.6459397469594615,GORILLA,20.0,0.625,0.3333333333333333,3,2.4756807734030857,GORILLA,0.5481250000000001
3EQGxadfbmAKaACgZ,VALIDATION_5_T,32,4,32.0,3,2.01963929931604,0.50490982482901,GORILLA,24.0,0.75,0.25,4,2.7149676804400102,GORILLA,0.5675
3v9ji6wNY7sXHe8cM,VALIDATION_4_C,32,7,32.0,4,2.6829030848013256,0.3832718692573322,SLOTH,20.0,0.625,0.14285714285714285,7,4.091433335396774,SLOTH,0.4575
5R7YRmti4R5GiJKpi,VALIDATION_7_T,32,10,32.0,5,3.406700645111862,0.3406700645111862,SLOTH,15.0,0.46875,0.1,10,6.05337669532738,SLOTH,0.341875
5mhtM66ewYHNxSp4q,VALIDATION_0_C,32,10,32.0,6,3.912631016434835,0.3912631016434835,CHICKEN,16.0,0.5,0.1,10,5.210629139423431,CHICKEN,0.3578125
65crAkEscRbHNJXbW,VALIDATION_10_C,32,3,32.0,3,1.9634585163620428,0.6544861721206809,SLOTH,25.0,0.78125,0.3333333333333333,3,2.5318997095900224,SLOTH,0.6184375
6BxRfLcBtXYodAS8h,VALIDATION_8_C,32,6,32.0,5,3.234016304448171,0.5390027174080285,SLOTH,18.0,0.5625,0.16666666666666666,6,4.2776450597858755,SLOTH,0.41000000000000003
6Pxb9DsQpyk22cJNr,VALIDATION_1_C,32,3,32.0,3,2.578111495150432,0.8593704983834773,SLOTH,18.0,0.5625,0.3333333333333333,3,2.8085984439450753,SLOTH,0.49875
6pQRuemJv5faRcZft,VALIDATION_9_T,32,15,32.0,6,3.650546786405187,0.2433697857603458,OWL,19.0,0.59375,0.06666666666666667,11,6.70283137438858,OWL,0.40406250000000005
6sSM4xSyZQkaxyHav,VALIDATION_5_C,32,4,32.0,3,2.5781114951504325,0.6445278737876081,DUCK,18.0,0.5625,0.25,4,3.130561585309481,DUCK,0.47031249999999997
7FQezekfKk3zctLN8,VALIDATION_17_T,32,19,32.0,6,3.094573153169377,0.1628722712194409,GORILLA,21.0,0.65625,0.05263157894736842,17,7.1658417866349655,GORILLA,0.4349999999999999
7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,32,6,31.0,4,3.0650492084768777,0.5108415347461462,CHICKEN,17.0,0.5483870967741935,0.16666666666666666,6,5.140931961521997,CHICKEN,0.3532258064516129
7oRFMBwqmesGX7t3H,VALIDATION_15_C,32,13,32.0,6,3.078411409951855,0.23680087768860425,SLOTH,20.0,0.625,0.07692307692307693,11,4.797276205324738,SLOTH,0.47531249999999997
7tfDsTHHnxsgrhE3d,VALIDATION_16_T,32,10,32.0,5,3.968540423230227,0.3968540423230227,CHICKEN,16.0,0.5,0.1,10,6.339745826538441,CHICKEN,0.34843750000000007
7ywewvEuctuz4Rq8j,VALIDATION_3_C,32,6,32.0,5,3.1140955404603243,0.5190159234100541,SLOTH,20.0,0.625,0.16666666666666666,6,4.190443842677913,SLOTH,0.4728125
8GneB6qmtDLSnbcJT,VALIDATION_4_T,32,7,32.0,6,4.356567774581431,0.6223668249402045,DOG,14.0,0.4375,0.14285714285714285,7,4.985462648140451,DOG,0.3478125
925LF9k9CXpz8KjQm,VALIDATION_11_T,32,12,32.0,5,3.143984086367393,0.2619986738639494,CHICK,19.0,0.59375,0.08333333333333333,9,4.891562540516942,CHICK,0.40968750000000004
