treatment_name,player,most_aligned_count,most_aligned_share,treatment_total
VALIDATION_0_C,CHICKEN,16,0.5,32
VALIDATION_0_C,SLOTH,6,0.1875,32
VALIDATION_0_C,RABBIT,6,0.1875,32
VALIDATION_0_C,PARROT,2,0.0625,32
VALIDATION_0_C,OWL,1,0.03125,32
VALIDATION_0_C,CHICK,1,0.03125,32
VALIDATION_0_T,RABBIT,14,0.4375,32
VALIDATION_0_T,SLOTH,9,0.28125,32
VALIDATION_0_T,MOOSE,7,0.21875,32
VALIDATION_0_T,DUCK,1,0.03125,32
VALIDATION_0_T,OWL,1,0.03125,32
VALIDATION_10_C,SLOTH,25,0.78125,32
VALIDATION_10_C,DUCK,4,0.125,32
VALIDATION_10_C,GORILLA,3,0.09375,32
VALIDATION_10_T,GORILLA,20,0.625,32
VALIDATION_10_T,SLOTH,12,0.375,32
VALIDATION_11_C,CHICK,19,0.59375,32
VALIDATION_11_C,GORILLA,6,0.1875,32
VALIDATION_11_C,SLOTH,3,0.09375,32
VALIDATION_11_C,SNAKE,1,0.03125,32
VALIDATION_11_C,OWL,1,0.03125,32
VALIDATION_11_C,DUCK,1,0.03125,32
VALIDATION_11_C,PARROT,1,0.03125,32
VALIDATION_11_T,CHICK,19,0.59375,32
VALIDATION_11_T,SLOTH,7,0.21875,32
VALIDATION_11_T,MOOSE,3,0.09375,32
VALIDATION_11_T,OWL,2,0.0625,32
VALIDATION_11_T,SNAKE,1,0.03125,32
VALIDATION_12_C,GORILLA,25,0.78125,32
VALIDATION_12_C,SLOTH,3,0.09375,32
VALIDATION_12_C,PARROT,3,0.09375,32
VALIDATION_12_C,CHICKEN,1,0.03125,32
VALIDATION_12_T,SLOTH,13,0.40625,32
VALIDATION_12_T,DOG,12,0.375,32
VALIDATION_12_T,DUCK,6,0.1875,32
VALIDATION_12_T,PARROT,1,0.03125,32
VALIDATION_13_C,GORILLA,16,0.5,32
VALIDATION_13_C,SLOTH,10,0.3125,32
VALIDATION_13_C,PARROT,3,0.09375,32
VALIDATION_13_C,COW,1,0.03125,32
VALIDATION_13_C,RABBIT,1,0.03125,32
VALIDATION_13_C,CROCODILE,1,0.03125,32
VALIDATION_13_T,SNAKE,11,0.34375,32
VALIDATION_13_T,SLOTH,8,0.25,32
VALIDATION_13_T,MONKEY,7,0.21875,32
VALIDATION_13_T,OWL,4,0.125,32
VALIDATION_13_T,CHICKEN,1,0.03125,32
VALIDATION_13_T,DOG,1,0.03125,32
VALIDATION_14_C,CHICKEN,12,0.375,32
VALIDATION_14_C,SLOTH,8,0.25,32
VALIDATION_14_C,PARROT,5,0.15625,32
VALIDATION_14_C,DUCK,4,0.125,32
VALIDATION_14_C,DOG,2,0.0625,32
VALIDATION_14_C,GORILLA,1,0.03125,32
VALIDATION_14_T,SLOTH,15,0.46875,32
VALIDATION_14_T,DUCK,10,0.3125,32
VALIDATION_14_T,PARROT,3,0.09375,32
VALIDATION_14_T,DOG,2,0.0625,32
VALIDATION_14_T,GORILLA,2,0.0625,32
VALIDATION_15_C,SLOTH,20,0.625,32
VALIDATION_15_C,COW,7,0.21875,32
VALIDATION_15_C,SNAKE,2,0.0625,32
VALIDATION_15_C,DOG,1,0.03125,32
VALIDATION_15_C,MOOSE,1,0.03125,32
VALIDATION_15_C,OWL,1,0.03125,32
VALIDATION_15_T,SLOTH,12,0.375,32
VALIDATION_15_T,GORILLA,10,0.3125,32
VALIDATION_15_T,CROCODILE,3,0.09375,32
VALIDATION_15_T,CHICK,2,0.0625,32
VALIDATION_15_T,PARROT,2,0.0625,32
VALIDATION_15_T,DUCK,2,0.0625,32
VALIDATION_15_T,SNAKE,1,0.03125,32
VALIDATION_16_C,CHICK,13,0.40625,32
VALIDATION_16_C,SLOTH,11,0.34375,32
VALIDATION_16_C,OWL,2,0.0625,32
VALIDATION_16_C,RABBIT,2,0.0625,32
VALIDATION_16_C,CHICKEN,2,0.0625,32
VALIDATION_16_C,GORILLA,1,0.03125,32
VALIDATION_16_C,PARROT,1,0.03125,32
VALIDATION_16_T,CHICKEN,16,0.5,32
VALIDATION_16_T,SLOTH,5,0.15625,32
VALIDATION_16_T,MOOSE,4,0.125,32
VALIDATION_16_T,PARROT,4,0.125,32
VALIDATION_16_T,GORILLA,3,0.09375,32
VALIDATION_17_C,DOG,11,0.34375,32
VALIDATION_17_C,SLOTH,6,0.1875,32
VALIDATION_17_C,ELEPHANT,5,0.15625,32
VALIDATION_17_C,OWL,5,0.15625,32
VALIDATION_17_C,HORSE,1,0.03125,32
VALIDATION_17_C,SNAKE,1,0.03125,32
VALIDATION_17_C,WHALE,1,0.03125,32
VALIDATION_17_C,COW,1,0.03125,32
VALIDATION_17_C,CHICK,1,0.03125,32
VALIDATION_17_T,GORILLA,21,0.65625,32
VALIDATION_17_T,SLOTH,5,0.15625,32
VALIDATION_17_T,CHICKEN,2,0.0625,32
VALIDATION_17_T,CROCODILE,2,0.0625,32
VALIDATION_17_T,MOOSE,1,0.03125,32
VALIDATION_17_T,PARROT,1,0.03125,32
VALIDATION_18_C,DUCK,17,0.53125,32
VALIDATION_18_C,SLOTH,8,0.25,32
VALIDATION_18_C,CHICKEN,4,0.125,32
VALIDATION_18_C,GORILLA,3,0.09375,32
